Unnamed: 0,DE,EN,TRANSLATION,BLEU_Score,avg
16,- Gern.,- Sure.,- Gladly.,1.5319719891192393e-231,0.18881730579723205
17,in Erwägung nachstehenden Grundes:,Whereas:,WHEREAS the following reason:,1.4488496539373276e-231,0.18881730579723205
18,Wir haben ferngesehen.,We were watching the tv.,We watched television.,7.107197028258987e-232,0.18881730579723205
19,Na schön.,Oh.,That is fine.,0.0,0.18881730579723205
20,Lebt wohl.,Goodbye.,Farewell to God.,0.0,0.18881730579723205
21,Werte,Values,Values: values,1.384292958842266e-231,0.18881730579723205
22,Oder was meinst du?,What do you say Marylin?,Or what do you mean?,6.206021746903507e-78,0.18881730579723205
23,"Eins, zwei, eins, zwei.","Slow, slow, quick, quick.","One, two, one, two.",0.0,0.18881730579723205
24,"KOGENATE Bayer wurde in klinischen Studien zur Behandlung von Blutungen bei 37 nicht vorbehandelten (PUPs) und 23 minimal vorbehandelten Hämophilie-Patienten (MTPs, Patienten mit 4 oder weniger Expositionstagen) eingesetzt.","In clinical studies, KOGENATE Bayer has been used in the treatment of bleeding episodes in 37 previously untreated patients (PUPs) and 23 minimally treated pediatric patients (MTPs, defined as having equal to or less than 4 exposure days).","KOGENATE Bayer has been used in clinical trials to treat bleeding in 37 previously untreated patients (PUPs) and 23 minimally treated patients with haemophilia (MTPs, patients with 4 or less exposure days).",0.45048465232514595,0.18881730579723205
25,Tagungswoche,The Week,Conference week,1.5319719891192393e-231,0.18881730579723205
26,Deine Zeit wird kommen.,Your time will come.,Your time will come.,1.0,0.18881730579723205
27,Eine große Geste. - Worum geht es dir?,What rules the life you lead?,A big gesture. - What are you talking about?,1.3483065280626046e-231,0.18881730579723205
28,"Wo wollen Sie denn hin, Stone?",Where the hell do you think you're going?,"Where are you going, Stone?",8.451929273732148e-232,0.18881730579723205
29,Keine Bewegung.,-hold it! hold it! -Jesus.,No movement.,0.0,0.18881730579723205
30,"Ja, natürlich.","Yes, sir. I'm very sorry.","Yes, of course.",5.092529201164552e-232,0.18881730579723205
31,Die Autoschlüssel.,Give me your car keys.,The car keys.,5.819186114595022e-155,0.18881730579723205
32,Wir könnten überall in der Galaxie herauskommen.,We could be thrown anywhere in the galaxy.,We could come out anywhere in the galaxy.,0.4111336169005197,0.18881730579723205
33,"Pumbaa, du bist 'n Schwein.","Pumbaa, you are a pig.","Pumbaa, you are a pig.",1.0,0.18881730579723205
34,Übrigens:,Extra tip:,By the way:,1.2882297539194154e-231,0.18881730579723205
35,Heiß!,Hot!,HOT!,1.821831989445342e-231,0.18881730579723205
36,Aber jetzt nicht mehr.,But not any more,But not now anymore.,9.53091075863908e-155,0.18881730579723205
37,- Das stimmt.,- That's true.,- That's right.,8.636168555094496e-78,0.18881730579723205
38,"Pink für dich, Blau für Luke.","Pink for you, blue for Luke.","Pink for you, blue for Luke.",1.0,0.18881730579723205
39,- Ganz ruhig bleiben.,That's right.,- Remain completely calm.,0.0,0.18881730579723205
40,"Weißt du, wer Remy Danton ist?",Do you know who Remy Danton is?,Do you know who Remy Danton is?,1.0,0.18881730579723205
41,Ich möchte jetzt gehen.,I want to go.,I want to go now.,0.668740304976422,0.18881730579723205
42,- Sicher.,Sure.,"- Certainly, certainly.",0.0,0.18881730579723205
43,Ich darf mich für eure Geduld bedanken.,Thank you for your patience.,I would like to thank you for your patience.,0.44632361378533286,0.18881730579723205
44,"Bob, Sie haben da was am Anzug.","Yeah. Bob, you got something on your suit.","Bob, you have something on your suit.",0.42383656282787796,0.18881730579723205
45,Sieht gut aus.,Looks good.,It looks good.,1.133422688662942e-154,0.18881730579723205
46,- Sid.,- Sid.,and Sid.,1.5319719891192393e-231,0.18881730579723205
47,- Ein Bündnis mit wem?,- Klaus.,An alliance with whom?,0.0,0.18881730579723205
48,- Hast du das gesehen? - Was?,- Did you see that?,- Did you see that? - What?,0.5873949094699213,0.18881730579723205
49,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,At least 90 %; secondary components 4-6 % geraniol and 1-2 % nerol,At least 90%; secondary components 4-6% geraniol and 1-2% nerol,1.0,0.18881730579723205
50,Wir fahren.,We're leaving.,We are driving.,1.384292958842266e-231,0.18881730579723205
51,Drücken!,Push! Push!,Push it!,1.5319719891192393e-231,0.18881730579723205
52,Geht schon.,You'll do.,It goes on.,0.0,0.18881730579723205
53,Wissen Sie Bescheid über Manfredi und den Pakt?,Do you know about Manfredi and the covenant...?,Do you know about Manfredi and the Pact?,0.7506238537503395,0.18881730579723205
54,Länge des GGB,Length of SCI,Length of GGB,1.133422688662942e-154,0.18881730579723205
55,- Ja. Genau so.,Something like that.,- Yes. Exactly like that.,8.38826642100846e-155,0.18881730579723205
56,"Nein, das ist unmöglich.",It's just not possible.,"No, that is impossible.",0.0,0.18881730579723205
57,"Sei willkommen, Bruder.","Welcome, brother.","Be welcome, brother.",1.133422688662942e-154,0.18881730579723205
58,Wer sind diese Männer?,who are those men?,Who are these men?,1.1862800137389335e-154,0.18881730579723205
59,Hört zu...,Listen!,Listen to me...,1.384292958842266e-231,0.18881730579723205
60,So. Ihr müsst den Rhythmus finden.,You guys got to get a rhythm going.,So. You have to find the rhythm.,1.2778269941762074e-231,0.18881730579723205
61,Artikel 14 und möglichst,Article 14,"Article 14 and, if possible,",8.38826642100846e-155,0.18881730579723205
62,Durst!,Durst!,"Thirsty, thirsty!",0.0,0.18881730579723205
63,Weiter!,Okay.,Continue on!,0.0,0.18881730579723205
64,Erweitert,Toggle Present Windows (Current desktop),Expanded and extended,0.0,0.18881730579723205
65,Legen Sie die Endzeit fest.@option:check,Set the end time,Set the end time. option: check,0.41113361690051975,0.18881730579723205
66,"Oh, Sie armes Ding.","Oh, you poor thing.","Oh, you poor thing.",1.0,0.18881730579723205
67,"Sie würden herausfinden wollen: ,Bin ich allein?""","You're attempting to find, ""Am I alone?""","You'd want to find out, ""Am I alone?""",0.4832697830906221,0.18881730579723205
68,"Ich habe keinen Hunger, Dad.","God, Dad. I'm not hungry.","I'm not hungry, Daddy.",0.5475182535069453,0.18881730579723205
69,"Schaden entsteht vor allem dann, wenn in der Türkei Hoffnungen auf einen Beitritt erweckt wurden, diese angesichts der politischen Lage aber nicht erfüllt werden können.",It will have done more harm if Turkey's expectations of accession have been raised and cannot be met because of the political situation.,"Damage occurs above all if hopes of accession have been raised in Turkey, but these cannot be fulfilled in view of the political situation.",0.2939918700508725,0.18881730579723205
70,Ich meine es ernst!,I'm serious.,I mean it seriously!,1.2882297539194154e-231,0.18881730579723205
71,Du hast angefangen.,You are there begun.,You have begun.,1.1795617510369435e-231,0.18881730579723205
72,Zur subkutanen Anwendung,Subcutaneous use,For subcutaneous use,1.133422688662942e-154,0.18881730579723205
73,(Lois) Es geht mir gut. - Was tun Sie hier?,- So he's alive?,(Lois) I'm fine. - What are you doing here?,1.1409851298103347e-231,0.18881730579723205
74,"Er sagte, er kennt die Leute, die damit zu tun hatten.","Well, he said that he knew the people that were involved.",He said he knew the people who had to deal with it.,0.2521193618434983,0.18881730579723205
75,Zum Anfang,Home,To the beginning,0.0,0.18881730579723205
76,Du bist doch verrückt!,You're insane!,You are so crazy!,1.2882297539194154e-231,0.18881730579723205
77,"Der Rat vertritt bezüglich des Westsaharakonflikts die allgemeine politische Linie der uneingeschränkten Unterstützung der UN und des Sonderbeauftragten des UN-Generalsekretärs, James Baker, in seinem Bestreben, eine Lösung des Konfliktes herbeizuführen.",The general political stance of the Council with regard to the conflict in Western Sahara is to fully support the United Nations and the UN Secretary General' s personal envoy James Baker in their work on finding a solution to the conflict.,"Regarding the Western Sahara conflict, the Council takes the general political line of full support from the UN and the Special Representative of the UN Secretary-General, James Baker, in his efforts to achieve a solution to the conflict.",0.17959972662520482,0.18881730579723205
78,Was zum Teufel hab ich hier vor mir?,What the hell am I looking at?,What the hell do I have in front of me?,3.8719283242189536e-78,0.18881730579723205
79,Seht ihr?,"- The museum's only interested in the collection... if you're in it, Woody.",Do you see?,8.235377291091144e-233,0.18881730579723205
80,Geh nach Hause!,Home!,Go back home!,1.384292958842266e-231,0.18881730579723205
81,"Wie sehend und hörend werden sie sein, wenn sie zu Uns kommen! Doch die Unrecht- Begehenden sind heute im offenkundigen Irrtum.","How keenly would they hear and see when they come before Us then, even though today the evil-doers are lost in palpable error.",How they will see and hear when they come to Us! But the wrongdoers today are in manifest error.,2.606612307950313e-78,0.18881730579723205
82,Hören Sie auf.,Stop it!,Listen to me.,0.0,0.18881730579723205
83,Das versprech ich dir.,I promise you that.,I promise you that.,1.0,0.18881730579723205
84,Wie lautet er?,What is it?,What is it?,1.0,0.18881730579723205
85,Gothisch,Gothic,Gothic style,1.5319719891192393e-231,0.18881730579723205
86,"Hier geht es nicht um eine Zombie- Mahlzeit, das ist Organdiebstahl.",This isn't zombie lunch. This is organ theft.,"This is not a zombie meal, this is organ theft.",0.32466791547509893,0.18881730579723205
87,"Wenn das Gebet beendet ist, dann breitet euch im Land aus und strebt nach etwas von der Huld Gottes. Und gedenkt Gottes viel, auf daß es euch wohl ergehe.","But when the prayer is ended, then disperse abroad in the land and seek of Allah's grace, and remember Allah much, that you may be successful.","When the prayer is finished, spread yourselves abroad in the land and seek some of the grace of God, and remember God much that you may be prosperous.",0.4058951763812706,0.18881730579723205
88,Haltet den Dieb!,Thief! Thief!,Stop the thief!,1.384292958842266e-231,0.18881730579723205
89,"ABl. L 257 vom 27.10.1995, S. 1.","OJ L 257, 27.10.1995, p. 1.","OJ L 257, 27.10.1995, p. 1.",1.0,0.18881730579723205
90,- Merkur. - GroßerZeus?,- Mercury...,- Mercury. - GreatZeus?,8.38826642100846e-155,0.18881730579723205
91,- Ich komme gleich.,- Lucy? - I'm coming.,- I'll be coming soon.,7.100514228897259e-155,0.18881730579723205
92,Nicht umdrehen!,Don't look back.,Don't turn around!,9.53091075863908e-155,0.18881730579723205
93,"Was machst du hier, meine süße Blutorange?","What are you doing, my sweet little blood orange?","What are you doing here, my sweet blood orange?",0.4234197579236933,0.18881730579723205
94,Entschuldigen Sie bitte.,Pardon me.,Please excuse me.,1.384292958842266e-231,0.18881730579723205
95,"Aber dann machte ich einen falschen Pinselstrich, und es ist mir wieder entglitten.",But then one wrong brushstroke and it got away once again.,But then I made a wrong brushstroke and it slipped away from me again.,0.22718709780542318,0.18881730579723205
96,Beschluss des Europäischen Parlaments,Decision of the European Parliament,DECISION OF THE EUROPEAN PARLI,0.668740304976422,0.18881730579723205
97,Und Kalzium.,Of course. Cool.,And calcium.,0.0,0.18881730579723205
98,Bleib bei mir.,Stay with..,Stay with me.,1.133422688662942e-154,0.18881730579723205
99,Das war gemein.,It was mean.,That was mean.,1.133422688662942e-154,0.18881730579723205
100,"Ja, das ist in Ordnung.",That's fair enough.,"Yes, that is okay.",1.2882297539194154e-231,0.18881730579723205
101,- Bestimmt.,- I think so.,- Certainly not.,9.918892480173173e-232,0.18881730579723205
102,- Es war ein tolles Spiel.,That was a great game.,- It was a great game.,0.5081327481546147,0.18881730579723205
103,"Also etwas Respekt, sonst setzt es was.",So show me some respect or I'll give you a personal tour.,"So some respect, otherwise it sets something.",3.272561325903966e-155,0.18881730579723205
104,"Komm, du freches Früchtchen.",Come on now.,"Come on, you naughty fruit.",8.38826642100846e-155,0.18881730579723205
105,Dass du zurückkommst.,For you to come back.,That you return.,7.107197028258987e-232,0.18881730579723205
106,- Furchtbar.,- The worst.,"- Horrible, terrible.",1.384292958842266e-231,0.18881730579723205
107,Es sollte eigentlich eine englische Kopie im Ordner sein. Es ist in Ordnung.,There was supposed to be an English copy in the folder.,It should actually be an English copy in the folder. It's fine.,0.4703709593866897,0.18881730579723205
108,"Aber wir werden uns unsere Leben nicht von diesen kleinen Kristallen diktieren lassen, oder?",We're not gonna let our lives be dictated by these little crystals?,"But we're not going to let those little crystals dictate our lives, are we?",3.9294060881161865e-78,0.18881730579723205
109,Pass nur auf.,Just watch.,Just watch out.,1.133422688662942e-154,0.18881730579723205
110,- Da runter?,This way?,- Down there?,1.2882297539194154e-231,0.18881730579723205
111,Ich hab noch einen.,I have another.,I have one more.,9.53091075863908e-155,0.18881730579723205
112,Quatsch!,That's no good!,Nonsense! - Imgur,0.0,0.18881730579723205
113,Folge dem Geld.,Follow the money.,Follow the money.,1.2213386697554703e-77,0.18881730579723205
114,Da ist bereits jemand drin.,Somebody's already in there.,There is already someone in there.,8.38826642100846e-155,0.18881730579723205
115,Die Ätiologie ist nicht definiert worden.,The aetiology has not been defined.,The etiology has not been defined.,0.537284965911771,0.18881730579723205
116,Griechenland,Greece,GREECE (GREECE,1.384292958842266e-231,0.18881730579723205
117,Steh auf!,Get up.,Stand up! - Imgur,1.2882297539194154e-231,0.18881730579723205
118,Bringen Sie sich in Ordnung.,Get cleaned up.,Get yourself in order.,1.2882297539194154e-231,0.18881730579723205
119,Ich verstehe nicht.,I don't understand.,I don't understand.,1.0,0.18881730579723205
120,Was ist mit Max?,What about Max?,And what about Max?,0.668740304976422,0.18881730579723205
121,- Guten Abend.,"- Good evening,",- Good evening.,1.2213386697554703e-77,0.18881730579723205
122,Er braucht Dich.,He needs you.,He needs you.,1.2213386697554703e-77,0.18881730579723205
123,Ist hier irgend jemand?,Anybody here?,Is there anyone here?,8.38826642100846e-155,0.18881730579723205
124,Ich werde es selbst herausfinden.,I'll figure it out myself.,I'll find out for myself.,9.013778876140909e-155,0.18881730579723205
125,Im Kühlschrank lagern.,Store in a refrigerator.,Store in refrigerator.,8.987727354491445e-155,0.18881730579723205
126,"Genau das, was du gesagt hast!",Exactly what you said!,Exactly what you have said!,7.380245217279165e-78,0.18881730579723205
127,- Warten Sie. - Carrie...,- Carrie...,- Wait. - Carrie...,9.53091075863908e-155,0.18881730579723205
128,Ich war ein Arschloch.,I was a pig.,I was an asshole.,9.53091075863908e-155,0.18881730579723205
129,Er ist nicht hier.,He's not here.,He is not here.,1.0547686614863434e-154,0.18881730579723205
130,Da ist mehr... darüber hinaus.,There is more beyond.,There is more... beyond that.,0.668740304976422,0.18881730579723205
131,"du kannst sie eine Zeit ausschließen, aber sie wird nie verschwinden"".","you can shut it out for a time but it ain't going away"".","You can shut it out for a time, but it will never go away. """,0.6413865258981679,0.18881730579723205
132,Das ist Blut.,That's blood.,This is blood.,1.384292958842266e-231,0.18881730579723205
133,"Nein, hör zu.","No, listen.","No, listen up.",1.133422688662942e-154,0.18881730579723205
134,Über uns,Contact us,About us Contact,1.646211035903463e-231,0.18881730579723205
135,"Ich sehe nur noch eine Lösung, mein Colonel. Sie liegt an Ihnen, birgt aber große Risiken.","I see only one possible solution, colonel, it depends on you, and it's very risky.","I see only one solution, Colonel; it is up to you, but it involves great risks.",0.18842393723950338,0.18881730579723205
136,Das ist nicht witzig.,That ain't funny.,That is not funny.,1.5319719891192393e-231,0.18881730579723205
137,Mein Name ist Barry Allen. Ich bin der schnellste Mensch der Welt.,"My name is Barry Allen, and I am the fastest man alive.",My name is Barry Allen and I am the fastest person in the world.,0.6767781116542884,0.18881730579723205
138,- Es fängt an und hört wieder auf.,"On and off, off and on.",- It starts and it stops again.,1.1200407237786664e-231,0.18881730579723205
139,Deshalb habe ich dir etwas von meinem Vater mitgebracht. Wo ist Jake?,Where's Jake?,That's why I brought you something from my father. Where is Jake?,5.74340400309589e-155,0.18881730579723205
140,"- Ich habe ihm gesagt, er soll zur Hölle fahren.",- I told him to go to hell.,- I told him to go to hell.,1.0,0.18881730579723205
141,Ich bin unglücklich.,- I'm not happy.,I am unhappy.,7.107197028258987e-232,0.18881730579723205
142,Wir haben es verbraucht.,We burned through it.,We have consumed it.,1.5319719891192393e-231,0.18881730579723205
143,Willkommen. Das trifft sich gut.,"Hello, Colonel.",Welcome. That's a good thing.,0.0,0.18881730579723205
144,"Komm doch am Nachmittag zu uns, dann würden wir was Besonderes für dich kochen. - Ja?",Mm-Hmm.,"Come to us in the afternoon, then we would cook something special for you. - Yes?",0.0,0.18881730579723205
145,Fahr hier ran.,Pull over here.,Go here now.,1.384292958842266e-231,0.18881730579723205
146,- Spiele.,"Play the game, Harding.",- Games.,0.0,0.18881730579723205
147,"Nein, es stehen nur ein paar Dinge an.","Oh, no, just got a few things on.","No, there are only a few things to do.",4.335118471269586e-78,0.18881730579723205
148,6.3 Dauer der Haltbarkeit,6.3 Shelf-life,6.3 Duration of shelf life,1.2183324802375697e-231,0.18881730579723205
149,Bubbs...,Bubs...,Bubbs and...,0.0,0.18881730579723205
150,Bei einem Schätzwert von 300 000 Dollar.,"At a $300,000 valuation.",At an estimated value of 300 000 dollars.,1.0832677820940877e-231,0.18881730579723205
151,- Warte auf uns!,- Wait for us!,- Wait for us!,1.0,0.18881730579723205
152,Das verrate ich Ihnen.,I tell you.,I'll tell you that.,9.283142785759642e-155,0.18881730579723205
153,Wie fühlen Sie sich?,- Just fine.,How do you feel?,0.0,0.18881730579723205
154,Bei Ratten ging ein minimaler bis leichter Abfall der Erythrozytenwerte mit Knochenmarkveränderungen einher; ähnliche Veränderungen wurden mit geringerer Häufigkeit bei Affen beobachtet.,"In rats, minimal to mild decreases in erythrocyte parameters were accompanied by bone marrow changes; similar changes occurred in monkeys at a lower incidence.","In rats, minimal to mild decreases in erythrocyte counts were associated with bone marrow changes; similar changes were observed with lower frequency in monkeys.",0.4983116255128665,0.18881730579723205
155,Ich habe gar nichts. Wirklich.,I have nothing.,I don't have anything. Really.,1.384292958842266e-231,0.18881730579723205
156,Garden (116),Garden,Garden (116) (remove),1.1200407237786664e-231,0.18881730579723205
157,Wir hatten Kontakt.,We made contact.,We had contact.,1.646211035903463e-231,0.18881730579723205
158,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,THE PRESIDENT OF THE FEDERAL REPUBLIC OF GERMANY:,President of the Federal Republic of Germany:,0.8824969025845955,0.18881730579723205
159,- Logisch!,Word.,- Logically so!,0.0,0.18881730579723205
160,"He, du bist der aufgetaute Typ aus dem 20. Jahrhundert, nicht?","Hey, you're the unfrozen guy from the 20th century, right?","Hey, you're the thawed guy from the 20th century, aren't you?",0.45723134461864345,0.18881730579723205
161,"Mann, du bist krank.","You're insane, man.","Man, you are sick.",1.5319719891192393e-231,0.18881730579723205
162,Es scheint Euch gut zu gehen.,You seem well.,It seems you are doing well.,1.384292958842266e-231,0.18881730579723205
163,Gruppe als & ungelesen markieren,Show folder quick search line edit,Mark group as & unread,0.0,0.18881730579723205
164,"Wann immer er sich öffentlich zeigte, wurde er von Autogramm- und Souvenirjägern umlagert.",'Everytime he appeared in public 'the crowds clamoured for his autograph and souvenirs.',"Whenever he appeared in public, he was surrounded by autograph and souvenir hunters.",0.21294807603873017,0.18881730579723205
165,Das wollen Sie vor den Kindern nicht hören.,"Ma'am, you're not gonna wanna hear this in front of your kids.",You don't want to hear that in front of the kids.,2.93707012701339e-78,0.18881730579723205
166,DER RAT DER EUROPÄISCHEN UNION —,"THE COUNCIL OF THE EUROPEAN UNION,",THE COUNCIL OF THE EUROPEAN UNION -,0.8091067115702212,0.18881730579723205
167,Behalte den Rest.,Keep it.,Keep the rest.,1.384292958842266e-231,0.18881730579723205
168,- Nehmen Sie doch Platz.,"Uh, won't you sit down, please?",- Please take a seat.,6.686350417856737e-232,0.18881730579723205
169,"Ich bring euch um, verdammt.",I'm gonna fucking kill you.,"I'll kill you, damn it.",7.100514228897259e-155,0.18881730579723205
170,Ich brauche Hilfe!,I need help!,I need help!,1.2213386697554703e-77,0.18881730579723205
171,Ich schwimme.,- Swimming.,I'm swimming.,1.384292958842266e-231,0.18881730579723205
172,Jetzt im TEMPLE THEATER DANTE,Now Playing TEMPLE THEATRE DANTE,Now at the Temple Theater Dante,1.5319719891192393e-231,0.18881730579723205
173,Ein Lehrer.,A teacher.,A teacher.,1.491668146240062e-154,0.18881730579723205
174,Was macht der hier?,What 's he doing here?,What is he doing here?,0.537284965911771,0.18881730579723205
175,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,4.5 Interaction with other medicinal products and other forms of interaction,4.5 Interactions with other medicinal products and other interactions,0.4888290318657942,0.18881730579723205
176,Entschuldigen Sie!,- Excuse me.,Sorry about that!,0.0,0.18881730579723205
177,"Gut, ich werde gehen.",I'm leaving.,"Well, I will go.",1.2882297539194154e-231,0.18881730579723205
178,Seekartenunterlagen für schiffseigenen Radar,Chart facilities for shipborne radar,Charts for ship's own radar,1.384292958842266e-231,0.18881730579723205
179,Hübsches Mädchen.,Clever girl.,Pretty girl.,1.5319719891192393e-231,0.18881730579723205
180,Mir macht das alles nichts aus.,I'm totally cool with the situation.,I don't mind all that.,9.853445011990208e-232,0.18881730579723205
181,Hier ist das Geld.,Here's some money.,Here is the money.,1.5319719891192393e-231,0.18881730579723205
182,Das ist jetzt alles vorbei.,That's all over.,This is all over now.,8.38826642100846e-155,0.18881730579723205
183,"Sind Sie sicher, dass wir das tun sollten?",Are you sure we should be doing this?,Are you sure we should do that?,0.47750342648354643,0.18881730579723205
184,Der Präsident,The President,The president's office,9.53091075863908e-155,0.18881730579723205
185,"Die Mitgliedstaaten, in denen gemäß Nummer 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EWG) Nr. 1612/68 für rumänische Staatsangehörige gelten, können bis zum Ende eines Zeitraums von sieben Jahren nach dem Beitritt die in den folgenden Absätzen beschriebenen Verfahren anwenden.","Those Member States in which, by virtue of paragraph 3, 4 or 5, Articles 1 to 6 of Regulation (EEC) No 1612/68 apply as regards Romanian nationals, may resort to the procedures set out in the subparagraphs below until the end of the seven year period following the date of accession.","Member States in which Articles 1 to 6 of Regulation (EEC) No 1612 / 68 apply to Romanian nationals by virtue of points 3, 4 or 5 may apply the procedures set out in the following paragraphs until the end of a period of seven years after accession.",0.43997659630484603,0.18881730579723205
186,Sind Sie noch da?,Are you still there?,Are you still there?,1.0,0.18881730579723205
187,- Warum nicht?,Why not?,- Why not?,8.636168555094496e-78,0.18881730579723205
188,Würden Sie mich kurz entschuldigen?,- Would you excuse me for just a moment? - Sure.,Would you apologize briefly?,2.289194826804755e-155,0.18881730579723205
189,Wofür?,For what?,For what?,1.2213386697554703e-77,0.18881730579723205
190,"- Sag den Männern, sie sollen zurück.","- Order the men to move back, Joshua.",- Tell the men to go back.,4.945830350570697e-78,0.18881730579723205
191,Ein Mann soll ein Bollwerk der Stärke sein.,You expect a man to be a tower of strength.,A man should be a bulwark of strength.,8.747213257062311e-155,0.18881730579723205
192,"- Er ist es! - Sir, wie geht's Ihnen?",_,"- It's him! - Sir, how are you?",0.0,0.18881730579723205
193,"Der militärische Orden ist streng mit jenen, die ihre Grenzen überschreiten.",The Faith Militant are very stern with those who overstep their bounds.,The military order is strict with those who overstep its borders.,0.22652581507881553,0.18881730579723205
194,Warenbezeichnung,CCT heading,Product description,0.0,0.18881730579723205
195,Der Arsch hat mir das hier angetan.,"Yeah, I'm gonna beat his fucking ass.",My ass did this to me.,7.060301868108111e-232,0.18881730579723205
196,Ich könnte etwas essen.,I could eat.,I could eat something.,8.636168555094496e-78,0.18881730579723205
197,- Es geht ihr gut.,- She's fine.,- She is doing well.,8.38826642100846e-155,0.18881730579723205
198,"- Mir gefällt es hier, Sir.","This place okay, for you? Oh, it's just fine, sir.","""I like it here, sir.",5.092529201164552e-232,0.18881730579723205
199,Diese Verordnung tritt am Tag ihrer Veröffentlichung im Amtsblatt der Europäischen Gemeinschaften in Kraft.,This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.,This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.,1.0,0.18881730579723205
200,"Nicht, dass Sie sich da verrechnen.",I don't want you getting any ideas.,Not that you're counting yourself there.,9.709385502639237e-232,0.18881730579723205
201,"Danke, Gilbert.","Thank you, Gilbert.","Thank you, Gilbert.",1.2213386697554703e-77,0.18881730579723205
202,Hol dir einen Stuhl.,Pull up a chair.,Get yourself a chair.,9.53091075863908e-155,0.18881730579723205
203,Es funktioniert!,It works!,It works!!!!,1.491668146240062e-154,0.18881730579723205
204,Aber an Weisheit fehlt es ihr nicht.,But not without wisdom.,But she does not lack wisdom.,1.5319719891192393e-231,0.18881730579723205
205,"Sieh es als ersten Schritt der Renovierung an, ok?","Just consider this the official start of our remodel, okay?","Think of it as the first step in renovating, okay?",6.513869329968086e-155,0.18881730579723205
206,Ich bin noch nicht fertig.,-But I'm not done.,I am not ready yet.,1.4488496539373276e-231,0.18881730579723205
207,Ich hätte es wissen müssen...,I should've known you...,I should have known...,8.214546595247418e-155,0.18881730579723205
208,Ich bin so weit.,- OK. I'm ready.,So far I have arrived.,1.2183324802375697e-231,0.18881730579723205
209,- Ich will mein Geld zurück.,I want my money back.,- I want my money back.,0.7598356856515925,0.18881730579723205
210,Danke sehr.,Thank you.,Thank you very much.,9.53091075863908e-155,0.18881730579723205
211,Schau.,Look.,Look at me.,1.384292958842266e-231,0.18881730579723205
212,Nicht unbedingt.,Maybe not.,Not necessarily.,1.5319719891192393e-231,0.18881730579723205
213,Die Guillotines sind ein Schandfleck.,The Guillotines are a stain,The guillotines are a blot.,0.668740304976422,0.18881730579723205
214,Das betrifft Sie nicht.,"Not you, sir.",This does not concern you.,1.4488496539373276e-231,0.18881730579723205
215,Welche Bedingungen?,At what terms?,What conditions?,1.1795617510369435e-231,0.18881730579723205
216,Zieh doch einfach Chaturs Anzug an.,Take Chatur's suit instead,Just put on Chatur's suit.,5.775353993361614e-78,0.18881730579723205
217,Es brennt!,We're on fire!,It is burning!,0.0,0.18881730579723205
218,. – Herr Präsident!,.,". - Mr President,",0.0,0.18881730579723205
219,Holen Sie das Ding aus meinem Kopf.,Help me!,Get that thing out of my head.,0.0,0.18881730579723205
