Unnamed: 0,DE,EN,TRANSLATION,BLEU_Score,avg
24,"KOGENATE Bayer wurde in klinischen Studien zur Behandlung von Blutungen bei 37 nicht vorbehandelten (PUPs) und 23 minimal vorbehandelten Hämophilie-Patienten (MTPs, Patienten mit 4 oder weniger Expositionstagen) eingesetzt.","In clinical studies, KOGENATE Bayer has been used in the treatment of bleeding episodes in 37 previously untreated patients (PUPs) and 23 minimally treated pediatric patients (MTPs, defined as having equal to or less than 4 exposure days).","In klinischen Studien wurde KOGENATE Bayer zur Behandlung von Blutungsepisoden bei 37 zuvor unbehandelten Patienten (PUPs) und 23 minimal behandelten pädiatrischen Patienten (MTPs, definiert als mit mindestens 4 Expositionstagen) angewendet.",0.26652051421681044,0.17955892228953338
25,Tagungswoche,The Week,Tagungswoche,1.821831989445342e-231,0.17955892228953338
26,Deine Zeit wird kommen.,Your time will come.,Deine Zeit wird kommen.,1.0,0.17955892228953338
27,Eine große Geste. - Worum geht es dir?,What rules the life you lead?,"Was regiert das Leben, das du führst?",9.55980462367717e-232,0.17955892228953338
28,"Wo wollen Sie denn hin, Stone?",Where the hell do you think you're going?,Wo zum Teufel willst du hin?,1.4740564900137075e-231,0.17955892228953338
29,Keine Bewegung.,-hold it! hold it! -Jesus.,"- Halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!",0.0,0.17955892228953338
30,"Ja, natürlich.","Yes, sir. I'm very sorry.","Ja, Sir, es tut mir sehr leid.",1.1200407237786664e-231,0.17955892228953338
31,Die Autoschlüssel.,Give me your car keys.,Gib mir deine Autoschlüssel.,1.2882297539194154e-231,0.17955892228953338
32,Wir könnten überall in der Galaxie herauskommen.,We could be thrown anywhere in the galaxy.,Wir könnten überall in die Galaxie geworfen werden.,0.3655552228545123,0.17955892228953338
33,"Pumbaa, du bist 'n Schwein.","Pumbaa, you are a pig.","Pumbaa, du bist ein Schwein.",7.380245217279165e-78,0.17955892228953338
34,Übrigens:,Extra tip:,Zusätzlicher Tipp:,1.384292958842266e-231,0.17955892228953338
35,Heiß!,Hot!,Heiß!,1.821831989445342e-231,0.17955892228953338
36,Aber jetzt nicht mehr.,But not any more,Aber nicht mehr,8.987727354491445e-155,0.17955892228953338
37,- Das stimmt.,- That's true.,- Das stimmt.,1.2213386697554703e-77,0.17955892228953338
38,"Pink für dich, Blau für Luke.","Pink for you, blue for Luke.","Rosa für dich, blau für Luke.",0.7598356856515925,0.17955892228953338
39,- Ganz ruhig bleiben.,That's right.,Genau.,0.0,0.17955892228953338
40,"Weißt du, wer Remy Danton ist?",Do you know who Remy Danton is?,"Weißt du, wer Remy Danton ist?",1.0,0.17955892228953338
41,Ich möchte jetzt gehen.,I want to go.,Ich will gehen.,1.1795617510369435e-231,0.17955892228953338
42,- Sicher.,Sure.,Sicher.,6.702145341854094e-232,0.17955892228953338
43,Ich darf mich für eure Geduld bedanken.,Thank you for your patience.,Danke für Ihre Geduld.,7.236523273960503e-232,0.17955892228953338
44,"Bob, Sie haben da was am Anzug.","Yeah. Bob, you got something on your suit.","Bob, du hast was an deinem Anzug.",1.4740564900137075e-231,0.17955892228953338
45,Sieht gut aus.,Looks good.,Sieht gut aus.,1.2213386697554703e-77,0.17955892228953338
46,- Sid.,- Sid.,"- Sid. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein, nein, nein. nein, nein, nein, nein. nein, nein, nein, nein, nein, nein. nein, nein, nein. nein, nein.",2.002162353573271e-155,0.17955892228953338
47,- Ein Bündnis mit wem?,- Klaus.,"- Klaus. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein, nein. nein, nein, nein, nein, nein. nein, nein, nein, nein, nein. nein, nein, nein. nein, nein, nein. nein, nein. nein.",6.0358550325078056e-232,0.17955892228953338
48,- Hast du das gesehen? - Was?,- Did you see that?,- Hast du das gesehen?,0.6065306597126334,0.17955892228953338
49,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,At least 90 %; secondary components 4-6 % geraniol and 1-2 % nerol,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,1.0,0.17955892228953338
50,Wir fahren.,We're leaving.,Wir gehen.,1.5319719891192393e-231,0.17955892228953338
51,Drücken!,Push! Push!,Drück!,0.0,0.17955892228953338
52,Geht schon.,You'll do.,Du wirst es tun.,0.0,0.17955892228953338
53,Wissen Sie Bescheid über Manfredi und den Pakt?,Do you know about Manfredi and the covenant...?,Wissen Sie von Manfredi und dem Bund?,8.557332335294228e-155,0.17955892228953338
54,Länge des GGB,Length of SCI,Länge des GGB,1.2213386697554703e-77,0.17955892228953338
55,- Ja. Genau so.,Something like that.,So etwas in der Art.,1.2183324802375697e-231,0.17955892228953338
56,"Nein, das ist unmöglich.",It's just not possible.,Das ist einfach nicht möglich.,8.38826642100846e-155,0.17955892228953338
57,"Sei willkommen, Bruder.","Welcome, brother.","Willkommen, Bruder.",9.047424648113057e-155,0.17955892228953338
58,Wer sind diese Männer?,who are those men?,Wer sind diese Männer?,1.0,0.17955892228953338
59,Hört zu...,Listen!,Hör zu!,1.5319719891192393e-231,0.17955892228953338
60,So. Ihr müsst den Rhythmus finden.,You guys got to get a rhythm going.,Ihr müsst einen Rhythmus haben.,7.600394483915427e-155,0.17955892228953338
61,Artikel 14 und möglichst,Article 14,Diese Verordnung tritt am zwanzigsten Tag nach ihrer Veröffentlichung im Amtsblatt der Europäischen Union in Kraft.,0.0,0.17955892228953338
62,Durst!,Durst!,Durst!,1.821831989445342e-231,0.17955892228953338
63,Weiter!,Okay.,In Ordnung.,0.0,0.17955892228953338
64,Erweitert,Toggle Present Windows (Current desktop),Windows anzeigen (aktueller Desktop) umschalten,0.0,0.17955892228953338
65,Legen Sie die Endzeit fest.@option:check,Set the end time,Stellen Sie die Endzeit ein,3.0860326910354345e-78,0.17955892228953338
66,"Oh, Sie armes Ding.","Oh, you poor thing.","Oh, du armes Ding.",1.0547686614863434e-154,0.17955892228953338
67,"Sie würden herausfinden wollen: ,Bin ich allein?""","You're attempting to find, ""Am I alone?""","Du versuchst zu finden: ""Bin ich allein?""",0.3672056269893592,0.17955892228953338
68,"Ich habe keinen Hunger, Dad.","God, Dad. I'm not hungry.",Ich habe keinen Hunger.,0.7788007830714049,0.17955892228953338
69,"Schaden entsteht vor allem dann, wenn in der Türkei Hoffnungen auf einen Beitritt erweckt wurden, diese angesichts der politischen Lage aber nicht erfüllt werden können.",It will have done more harm if Turkey's expectations of accession have been raised and cannot be met because of the political situation.,"Es wird mehr Schaden angerichtet haben, wenn die Beitrittserwartungen der Türkei angehoben wurden und wegen der politischen Situation nicht erfüllt werden können.",0.13804472103302817,0.17955892228953338
70,Ich meine es ernst!,I'm serious.,Ich meine es ernst.,1.0,0.17955892228953338
71,Du hast angefangen.,You are there begun.,Du bist da und hast begonnen.,1.384292958842266e-231,0.17955892228953338
72,Zur subkutanen Anwendung,Subcutaneous use,Subkutane Anwendung,9.291879812217675e-232,0.17955892228953338
73,(Lois) Es geht mir gut. - Was tun Sie hier?,- So he's alive?,- Also lebt er?,2.9251770022770788e-232,0.17955892228953338
74,"Er sagte, er kennt die Leute, die damit zu tun hatten.","Well, he said that he knew the people that were involved.","Nun, er sagte, dass er die Leute kannte, die involviert waren.",8.57273414893938e-155,0.17955892228953338
75,Zum Anfang,Home,Zum Anfang,1.491668146240062e-154,0.17955892228953338
76,Du bist doch verrückt!,You're insane!,Du bist verrückt!,8.987727354491445e-155,0.17955892228953338
77,"Der Rat vertritt bezüglich des Westsaharakonflikts die allgemeine politische Linie der uneingeschränkten Unterstützung der UN und des Sonderbeauftragten des UN-Generalsekretärs, James Baker, in seinem Bestreben, eine Lösung des Konfliktes herbeizuführen.",The general political stance of the Council with regard to the conflict in Western Sahara is to fully support the United Nations and the UN Secretary General' s personal envoy James Baker in their work on finding a solution to the conflict.,"Die allgemeine politische Haltung des Rates in Bezug auf den Konflikt in der Westsahara besteht darin, die Vereinten Nationen und den persönlichen Gesandten des UN-Generalsekretärs James Baker bei der Suche nach einer Lösung des Konflikts uneingeschränkt zu unterstützen.",0.10920968859591808,0.17955892228953338
78,Was zum Teufel hab ich hier vor mir?,What the hell am I looking at?,Was zum Teufel schaue ich mir an?,4.685541510640215e-78,0.17955892228953338
79,Seht ihr?,"- The museum's only interested in the collection... if you're in it, Woody.","- Das Museum interessiert sich nur für die Sammlung, wenn Sie daran interessiert sind, Woody.",0.0,0.17955892228953338
80,Geh nach Hause!,Home!,Nach Hause!,9.047424648113057e-155,0.17955892228953338
81,"Wie sehend und hörend werden sie sein, wenn sie zu Uns kommen! Doch die Unrecht- Begehenden sind heute im offenkundigen Irrtum.","How keenly would they hear and see when they come before Us then, even though today the evil-doers are lost in palpable error.","Wie wollen sie denn hören und sehen, wenn sie zu Uns kommen, auch wenn die Frevler heute im offenkundigen Irrtum verloren sind?",0.288389458703517,0.17955892228953338
82,Hören Sie auf.,Stop it!,Hör auf!,9.291879812217675e-232,0.17955892228953338
83,Das versprech ich dir.,I promise you that.,Das verspreche ich dir.,1.0547686614863434e-154,0.17955892228953338
84,Wie lautet er?,What is it?,Was ist los?,1.2882297539194154e-231,0.17955892228953338
85,Gothisch,Gothic,Gotisch,0.0,0.17955892228953338
86,"Hier geht es nicht um eine Zombie- Mahlzeit, das ist Organdiebstahl.",This isn't zombie lunch. This is organ theft.,"Das ist kein Zombie-Mittagessen, das ist Organdiebstahl.",2.835638220373911e-78,0.17955892228953338
87,"Wenn das Gebet beendet ist, dann breitet euch im Land aus und strebt nach etwas von der Huld Gottes. Und gedenkt Gottes viel, auf daß es euch wohl ergehe.","But when the prayer is ended, then disperse abroad in the land and seek of Allah's grace, and remember Allah much, that you may be successful.","Wenn aber das Gebet beendet ist, dann zerstreut euch auf der Erde und trachtet nach Allahs Huld und gedenkt Allahs viel, auf daß es euch wohl ergehe.",0.3695080696076243,0.17955892228953338
88,Haltet den Dieb!,Thief! Thief!,Dieb!,2.4655814830110698e-232,0.17955892228953338
89,"ABl. L 257 vom 27.10.1995, S. 1.","OJ L 257, 27.10.1995, p. 1.","ABl. L 257 vom 27.10.1995, S. 1.",1.0,0.17955892228953338
90,- Merkur. - GroßerZeus?,- Mercury...,- Merkur...,3.3283615235885645e-155,0.17955892228953338
91,- Ich komme gleich.,- Lucy? - I'm coming.,- Lucy? - Ich komme.,5.775353993361614e-78,0.17955892228953338
92,Nicht umdrehen!,Don't look back.,Schau nicht zurück.,1.384292958842266e-231,0.17955892228953338
93,"Was machst du hier, meine süße Blutorange?","What are you doing, my sweet little blood orange?","Was machst du da, meine süße kleine Blutorange?",5.929498746342409e-78,0.17955892228953338
94,Entschuldigen Sie bitte.,Pardon me.,Entschuldigen Sie.,9.047424648113057e-155,0.17955892228953338
95,"Aber dann machte ich einen falschen Pinselstrich, und es ist mir wieder entglitten.",But then one wrong brushstroke and it got away once again.,Aber dann ein falscher Pinselstrich und es kam wieder davon.,3.597764775532371e-78,0.17955892228953338
96,Beschluss des Europäischen Parlaments,Decision of the European Parliament,Beschluss des Europäischen Parlaments,1.0,0.17955892228953338
97,Und Kalzium.,Of course. Cool.,Natürlich.,0.0,0.17955892228953338
98,Bleib bei mir.,Stay with..,Bleiben Sie bei..,1.384292958842266e-231,0.17955892228953338
99,Das war gemein.,It was mean.,Es war gemein.,1.133422688662942e-154,0.17955892228953338
100,"Ja, das ist in Ordnung.",That's fair enough.,Das ist fair genug.,7.422680762211792e-155,0.17955892228953338
101,- Bestimmt.,- I think so.,- Ich glaube schon.,1.2882297539194154e-231,0.17955892228953338
102,- Es war ein tolles Spiel.,That was a great game.,Das war ein tolles Spiel.,0.5475182535069453,0.17955892228953338
103,"Also etwas Respekt, sonst setzt es was.",So show me some respect or I'll give you a personal tour.,"Zeigen Sie mir etwas Respekt, oder ich begleite Sie persönlich.",5.7592918561109494e-155,0.17955892228953338
104,"Komm, du freches Früchtchen.",Come on now.,Komm schon.,5.635809992474887e-232,0.17955892228953338
105,Dass du zurückkommst.,For you to come back.,Damit du zurückkommst.,1.133422688662942e-154,0.17955892228953338
106,- Furchtbar.,- The worst.,- Das Schlimmste.,1.384292958842266e-231,0.17955892228953338
107,Es sollte eigentlich eine englische Kopie im Ordner sein. Es ist in Ordnung.,There was supposed to be an English copy in the folder.,Es sollte eine englische Kopie im Ordner sein.,0.40958519418257605,0.17955892228953338
108,"Aber wir werden uns unsere Leben nicht von diesen kleinen Kristallen diktieren lassen, oder?",We're not gonna let our lives be dictated by these little crystals?,Wir lassen unser Leben nicht von diesen kleinen Kristallen diktieren?,0.4336993287397649,0.17955892228953338
109,Pass nur auf.,Just watch.,Pass einfach auf.,1.646211035903463e-231,0.17955892228953338
110,- Da runter?,This way?,Hier entlang?,9.918892480173173e-232,0.17955892228953338
111,Ich hab noch einen.,I have another.,Ich habe noch einen.,1.0547686614863434e-154,0.17955892228953338
112,Quatsch!,That's no good!,Das ist nicht gut!,0.0,0.17955892228953338
113,Folge dem Geld.,Follow the money.,Folgen Sie dem Geld.,9.53091075863908e-155,0.17955892228953338
114,Da ist bereits jemand drin.,Somebody's already in there.,Da ist schon jemand drin.,1.1862800137389335e-154,0.17955892228953338
115,Die Ätiologie ist nicht definiert worden.,The aetiology has not been defined.,Die Ätiologie wurde nicht definiert.,9.712439290098357e-155,0.17955892228953338
116,Griechenland,Greece,Griechenland,1.821831989445342e-231,0.17955892228953338
117,Steh auf!,Get up.,Steh auf.,1.491668146240062e-154,0.17955892228953338
118,Bringen Sie sich in Ordnung.,Get cleaned up.,Mach dich sauber.,0.0,0.17955892228953338
119,Ich verstehe nicht.,I don't understand.,Ich verstehe nicht.,1.2213386697554703e-77,0.17955892228953338
120,Was ist mit Max?,What about Max?,Was ist mit Max?,1.0,0.17955892228953338
121,- Guten Abend.,"- Good evening,",- Guten Abend.,1.2213386697554703e-77,0.17955892228953338
122,Er braucht Dich.,He needs you.,Er braucht dich.,1.2213386697554703e-77,0.17955892228953338
123,Ist hier irgend jemand?,Anybody here?,Ist jemand hier?,1.4188441800045678e-231,0.17955892228953338
124,Ich werde es selbst herausfinden.,I'll figure it out myself.,Ich werde es selbst herausfinden.,1.0,0.17955892228953338
125,Im Kühlschrank lagern.,Store in a refrigerator.,Im Kühlschrank lagern.,1.2213386697554703e-77,0.17955892228953338
126,"Genau das, was du gesagt hast!",Exactly what you said!,"Genau das, was du gesagt hast!",1.0,0.17955892228953338
127,- Warten Sie. - Carrie...,- Carrie...,"- Carrie... - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",2.7094598890070084e-155,0.17955892228953338
128,Ich war ein Arschloch.,I was a pig.,Ich war ein Schwein.,8.636168555094496e-78,0.17955892228953338
129,Er ist nicht hier.,He's not here.,Er ist nicht hier.,1.0,0.17955892228953338
130,Da ist mehr... darüber hinaus.,There is more beyond.,Es gibt noch mehr darüber hinaus.,5.775353993361614e-78,0.17955892228953338
131,"du kannst sie eine Zeit ausschließen, aber sie wird nie verschwinden"".","you can shut it out for a time but it ain't going away"".","Man kann es für eine Weile ausschalten, aber es geht nicht weg"".",1.2627076138080564e-231,0.17955892228953338
132,Das ist Blut.,That's blood.,Das ist Blut.,1.2213386697554703e-77,0.17955892228953338
133,"Nein, hör zu.","No, listen.","Nein, hör zu.",1.2213386697554703e-77,0.17955892228953338
134,Über uns,Contact us,Kontaktieren Sie uns,1.384292958842266e-231,0.17955892228953338
135,"Ich sehe nur noch eine Lösung, mein Colonel. Sie liegt an Ihnen, birgt aber große Risiken.","I see only one possible solution, colonel, it depends on you, and it's very risky.","Ich sehe nur eine mögliche Lösung, Colonel, es hängt von Ihnen ab, und es ist sehr riskant.",2.9559907859786378e-78,0.17955892228953338
136,Das ist nicht witzig.,That ain't funny.,Das ist nicht witzig.,1.0,0.17955892228953338
137,Mein Name ist Barry Allen. Ich bin der schnellste Mensch der Welt.,"My name is Barry Allen, and I am the fastest man alive.","Mein Name ist Barry Allen, und ich bin der schnellste Mann der Welt.",0.5266403878479265,0.17955892228953338
138,- Es fängt an und hört wieder auf.,"On and off, off and on.","An und ab, ab und an.",5.431059661402121e-155,0.17955892228953338
139,Deshalb habe ich dir etwas von meinem Vater mitgebracht. Wo ist Jake?,Where's Jake?,Wo ist Jake?,0.10539922456186433,0.17955892228953338
140,"- Ich habe ihm gesagt, er soll zur Hölle fahren.",- I told him to go to hell.,"- Ich sagte ihm, er soll zur Hölle gehen.",0.3301008309851503,0.17955892228953338
141,Ich bin unglücklich.,- I'm not happy.,- Ich bin nicht glücklich.,8.38826642100846e-155,0.17955892228953338
142,Wir haben es verbraucht.,We burned through it.,Wir haben es durchgebrannt.,8.636168555094496e-78,0.17955892228953338
143,Willkommen. Das trifft sich gut.,"Hello, Colonel.","Guten Tag, Colonel.",0.0,0.17955892228953338
144,"Komm doch am Nachmittag zu uns, dann würden wir was Besonderes für dich kochen. - Ja?",Mm-Hmm.,"Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein.",0.0,0.17955892228953338
145,Fahr hier ran.,Pull over here.,Halten Sie hier an.,1.2882297539194154e-231,0.17955892228953338
146,- Spiele.,"Play the game, Harding.","Spiel das Spiel, Harding.",0.0,0.17955892228953338
147,"Nein, es stehen nur ein paar Dinge an.","Oh, no, just got a few things on.","Oh, nein, ich habe nur ein paar Sachen an.",4.583829695130767e-78,0.17955892228953338
148,6.3 Dauer der Haltbarkeit,6.3 Shelf-life,6.3 Dauer der Haltbarkeit,1.0,0.17955892228953338
149,Bubbs...,Bubs...,"Bubs... - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",0.0,0.17955892228953338
150,Bei einem Schätzwert von 300 000 Dollar.,"At a $300,000 valuation.",Bei einer Bewertung von 300.000 Dollar.,1.2967862918337585e-231,0.17955892228953338
151,- Warte auf uns!,- Wait for us!,- Warte auf uns!,1.0,0.17955892228953338
152,Das verrate ich Ihnen.,I tell you.,Ich sag's dir.,1.2882297539194154e-231,0.17955892228953338
153,Wie fühlen Sie sich?,- Just fine.,- Ganz gut.,0.0,0.17955892228953338
154,Bei Ratten ging ein minimaler bis leichter Abfall der Erythrozytenwerte mit Knochenmarkveränderungen einher; ähnliche Veränderungen wurden mit geringerer Häufigkeit bei Affen beobachtet.,"In rats, minimal to mild decreases in erythrocyte parameters were accompanied by bone marrow changes; similar changes occurred in monkeys at a lower incidence.",Bei Ratten war eine minimale bis leichte Abnahme der Erythrozytenparameter mit Knochenmarkveränderungen verbunden; ähnliche Veränderungen traten bei Affen bei geringerer Inzidenz auf.,3.347969304488599e-78,0.17955892228953338
155,Ich habe gar nichts. Wirklich.,I have nothing.,Ich habe nichts.,6.439988060393651e-155,0.17955892228953338
156,Garden (116),Garden,Garten,0.0,0.17955892228953338
157,Wir hatten Kontakt.,We made contact.,Wir haben Kontakt aufgenommen.,1.5319719891192393e-231,0.17955892228953338
158,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,THE PRESIDENT OF THE FEDERAL REPUBLIC OF GERMANY:,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,1.0,0.17955892228953338
159,- Logisch!,Word.,Wort.,0.0,0.17955892228953338
160,"He, du bist der aufgetaute Typ aus dem 20. Jahrhundert, nicht?","Hey, you're the unfrozen guy from the 20th century, right?","Hey, du bist der ungefrorene Typ aus dem 20. Jahrhundert, richtig?",0.4366835442847812,0.17955892228953338
161,"Mann, du bist krank.","You're insane, man.","Du bist verrückt, Mann.",1.0547686614863434e-154,0.17955892228953338
162,Es scheint Euch gut zu gehen.,You seem well.,Du scheinst gut zu sein.,6.867731683891005e-155,0.17955892228953338
163,Gruppe als & ungelesen markieren,Show folder quick search line edit,Ordner anzeigen schnell suchen Zeile bearbeiten,0.0,0.17955892228953338
164,"Wann immer er sich öffentlich zeigte, wurde er von Autogramm- und Souvenirjägern umlagert.",'Everytime he appeared in public 'the crowds clamoured for his autograph and souvenirs.',"Jedes Mal, wenn er in der Öffentlichkeit auftauchte, riefen die Massen nach seinem Autogramm und seinen Souvenirs.",1.0669733992029681e-231,0.17955892228953338
165,Das wollen Sie vor den Kindern nicht hören.,"Ma'am, you're not gonna wanna hear this in front of your kids.","Ma'am, Sie werden das nicht vor Ihren Kindern hören wollen.",1.666413723655783e-231,0.17955892228953338
166,DER RAT DER EUROPÄISCHEN UNION —,"THE COUNCIL OF THE EUROPEAN UNION,",DER RAT DER EUROPÄISCHEN UNION —,1.0,0.17955892228953338
167,Behalte den Rest.,Keep it.,Behalten Sie es.,0.0,0.17955892228953338
168,- Nehmen Sie doch Platz.,"Uh, won't you sit down, please?",Setzen Sie sich bitte.,1.0032743411283238e-231,0.17955892228953338
169,"Ich bring euch um, verdammt.",I'm gonna fucking kill you.,Ich werde dich umbringen.,1.0032743411283238e-231,0.17955892228953338
170,Ich brauche Hilfe!,I need help!,Ich brauche Hilfe!,1.2213386697554703e-77,0.17955892228953338
171,Ich schwimme.,- Swimming.,- Schwimmen.,0.0,0.17955892228953338
172,Jetzt im TEMPLE THEATER DANTE,Now Playing TEMPLE THEATRE DANTE,Jetzt spielen TEMPLE THEATRE DANTE,1.6034157163765524e-231,0.17955892228953338
173,Ein Lehrer.,A teacher.,Ein Lehrer.,1.491668146240062e-154,0.17955892228953338
174,Was macht der hier?,What 's he doing here?,Was macht er hier?,1.1862800137389335e-154,0.17955892228953338
175,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,4.5 Interaction with other medicinal products and other forms of interaction,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,1.0,0.17955892228953338
176,Entschuldigen Sie!,- Excuse me.,- Entschuldigung.,0.0,0.17955892228953338
177,"Gut, ich werde gehen.",I'm leaving.,Ich gehe.,5.635809992474887e-232,0.17955892228953338
178,Seekartenunterlagen für schiffseigenen Radar,Chart facilities for shipborne radar,Karteneinrichtungen für Schiffsradar,9.918892480173173e-232,0.17955892228953338
179,Hübsches Mädchen.,Clever girl.,Cleveres Mädchen.,1.5319719891192393e-231,0.17955892228953338
180,Mir macht das alles nichts aus.,I'm totally cool with the situation.,Ich bin total cool mit der Situation.,0.0,0.17955892228953338
181,Hier ist das Geld.,Here's some money.,Hier ist etwas Geld.,1.0547686614863434e-154,0.17955892228953338
182,Das ist jetzt alles vorbei.,That's all over.,Das ist alles vorbei.,1.0497255803085492e-154,0.17955892228953338
183,"Sind Sie sicher, dass wir das tun sollten?",Are you sure we should be doing this?,"Sind Sie sicher, dass wir das tun sollten?",1.0,0.17955892228953338
184,Der Präsident,The President,Der Präsident,1.491668146240062e-154,0.17955892228953338
