Unnamed: 0,DE,EN,TRANSLATION,bertscore
18,Wir haben ferngesehen.,We were watching the tv.,Wir haben ferngesehen.,1.0
19,Na schön.,Oh.,- Nein.,0.7283397912979126
20,Lebt wohl.,Goodbye.,Auf Wiedersehen.,0.8086317181587219
21,Werte,Values,Werte,0.9999997615814209
22,Oder was meinst du?,What do you say Marylin?,Was sagst du zu Marylin?,0.8575720191001892
23,"Eins, zwei, eins, zwei.","Slow, slow, quick, quick.","Langsam, langsam, schnell, schnell.",0.765161395072937
24,"KOGENATE Bayer wurde in klinischen Studien zur Behandlung von Blutungen bei 37 nicht vorbehandelten (PUPs) und 23 minimal vorbehandelten Hämophilie-Patienten (MTPs, Patienten mit 4 oder weniger Expositionstagen) eingesetzt.","In clinical studies, KOGENATE Bayer has been used in the treatment of bleeding episodes in 37 previously untreated patients (PUPs) and 23 minimally treated pediatric patients (MTPs, defined as having equal to or less than 4 exposure days).","In klinischen Studien wurde KOGENATE Bayer zur Behandlung von Blutungsepisoden bei 37 zuvor unbehandelten Patienten (PUPs) und 23 minimal behandelten pädiatrischen Patienten (MTPs, definiert als mit mindestens 4 Expositionstagen) angewendet.",0.8979098200798035
25,Tagungswoche,The Week,Tagungswoche,0.9999996423721313
26,Deine Zeit wird kommen.,Your time will come.,Deine Zeit wird kommen.,1.0
27,Eine große Geste. - Worum geht es dir?,What rules the life you lead?,"Was regiert das Leben, das du führst?",0.8377879858016968
28,"Wo wollen Sie denn hin, Stone?",Where the hell do you think you're going?,Wo zum Teufel willst du hin?,0.8895541429519653
29,Keine Bewegung.,-hold it! hold it! -Jesus.,"- Halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, halt, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!",0.5707342624664307
30,"Ja, natürlich.","Yes, sir. I'm very sorry.","Ja, Sir, es tut mir sehr leid.",0.7699129581451416
31,Die Autoschlüssel.,Give me your car keys.,Gib mir deine Autoschlüssel.,0.8941936492919922
32,Wir könnten überall in der Galaxie herauskommen.,We could be thrown anywhere in the galaxy.,Wir könnten überall in die Galaxie geworfen werden.,0.9333742260932922
33,"Pumbaa, du bist 'n Schwein.","Pumbaa, you are a pig.","Pumbaa, du bist ein Schwein.",0.9421113729476929
34,Übrigens:,Extra tip:,Zusätzlicher Tipp:,0.7573716640472412
35,Heiß!,Hot!,Heiß!,1.0
36,Aber jetzt nicht mehr.,But not any more,Aber nicht mehr,0.971148669719696
37,- Das stimmt.,- That's true.,- Das stimmt.,1.0
38,"Pink für dich, Blau für Luke.","Pink for you, blue for Luke.","Rosa für dich, blau für Luke.",0.9609148502349854
39,- Ganz ruhig bleiben.,That's right.,Genau.,0.6580987572669983
40,"Weißt du, wer Remy Danton ist?",Do you know who Remy Danton is?,"Weißt du, wer Remy Danton ist?",0.9999999403953552
41,Ich möchte jetzt gehen.,I want to go.,Ich will gehen.,0.9101080894470215
42,- Sicher.,Sure.,Sicher.,0.9177916646003723
43,Ich darf mich für eure Geduld bedanken.,Thank you for your patience.,Danke für Ihre Geduld.,0.8890129327774048
44,"Bob, Sie haben da was am Anzug.","Yeah. Bob, you got something on your suit.","Bob, du hast was an deinem Anzug.",0.8645874261856079
45,Sieht gut aus.,Looks good.,Sieht gut aus.,1.0000001192092896
46,- Sid.,- Sid.,"- Sid. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein, nein, nein. nein, nein, nein, nein. nein, nein, nein, nein, nein, nein. nein, nein, nein. nein, nein.",0.6154475212097168
47,- Ein Bündnis mit wem?,- Klaus.,"- Klaus. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein, nein. nein, nein, nein, nein, nein. nein, nein, nein, nein, nein. nein, nein, nein. nein, nein, nein. nein, nein. nein.",0.6027055978775024
48,- Hast du das gesehen? - Was?,- Did you see that?,- Hast du das gesehen?,0.9700368642807007
49,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,At least 90 %; secondary components 4-6 % geraniol and 1-2 % nerol,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,1.0
50,Wir fahren.,We're leaving.,Wir gehen.,0.9303321242332458
51,Drücken!,Push! Push!,Drück!,0.8484741449356079
52,Geht schon.,You'll do.,Du wirst es tun.,0.8045414686203003
53,Wissen Sie Bescheid über Manfredi und den Pakt?,Do you know about Manfredi and the covenant...?,Wissen Sie von Manfredi und dem Bund?,0.9335556626319885
54,Länge des GGB,Length of SCI,Länge des GGB,1.0
55,- Ja. Genau so.,Something like that.,So etwas in der Art.,0.7456018328666687
56,"Nein, das ist unmöglich.",It's just not possible.,Das ist einfach nicht möglich.,0.8869519233703613
57,"Sei willkommen, Bruder.","Welcome, brother.","Willkommen, Bruder.",0.9583135843276978
58,Wer sind diese Männer?,who are those men?,Wer sind diese Männer?,0.9999998211860657
59,Hört zu...,Listen!,Hör zu!,0.9225852489471436
60,So. Ihr müsst den Rhythmus finden.,You guys got to get a rhythm going.,Ihr müsst einen Rhythmus haben.,0.9146247506141663
61,Artikel 14 und möglichst,Article 14,Diese Verordnung tritt am zwanzigsten Tag nach ihrer Veröffentlichung im Amtsblatt der Europäischen Union in Kraft.,0.7768186330795288
62,Durst!,Durst!,Durst!,0.9999999403953552
63,Weiter!,Okay.,In Ordnung.,0.7185091376304626
64,Erweitert,Toggle Present Windows (Current desktop),Windows anzeigen (aktueller Desktop) umschalten,0.781181812286377
65,Legen Sie die Endzeit fest.@option:check,Set the end time,Stellen Sie die Endzeit ein,0.8785169124603271
66,"Oh, Sie armes Ding.","Oh, you poor thing.","Oh, du armes Ding.",0.9361088871955872
67,"Sie würden herausfinden wollen: ,Bin ich allein?""","You're attempting to find, ""Am I alone?""","Du versuchst zu finden: ""Bin ich allein?""",0.8965329527854919
68,"Ich habe keinen Hunger, Dad.","God, Dad. I'm not hungry.",Ich habe keinen Hunger.,0.9759740829467773
69,"Schaden entsteht vor allem dann, wenn in der Türkei Hoffnungen auf einen Beitritt erweckt wurden, diese angesichts der politischen Lage aber nicht erfüllt werden können.",It will have done more harm if Turkey's expectations of accession have been raised and cannot be met because of the political situation.,"Es wird mehr Schaden angerichtet haben, wenn die Beitrittserwartungen der Türkei angehoben wurden und wegen der politischen Situation nicht erfüllt werden können.",0.9104814529418945
70,Ich meine es ernst!,I'm serious.,Ich meine es ernst.,1.0
71,Du hast angefangen.,You are there begun.,Du bist da und hast begonnen.,0.8849809765815735
72,Zur subkutanen Anwendung,Subcutaneous use,Subkutane Anwendung,0.8996047377586365
73,(Lois) Es geht mir gut. - Was tun Sie hier?,- So he's alive?,- Also lebt er?,0.853094756603241
74,"Er sagte, er kennt die Leute, die damit zu tun hatten.","Well, he said that he knew the people that were involved.","Nun, er sagte, dass er die Leute kannte, die involviert waren.",0.9165158271789551
75,Zum Anfang,Home,Zum Anfang,0.9999999403953552
76,Du bist doch verrückt!,You're insane!,Du bist verrückt!,0.9789350628852844
77,"Der Rat vertritt bezüglich des Westsaharakonflikts die allgemeine politische Linie der uneingeschränkten Unterstützung der UN und des Sonderbeauftragten des UN-Generalsekretärs, James Baker, in seinem Bestreben, eine Lösung des Konfliktes herbeizuführen.",The general political stance of the Council with regard to the conflict in Western Sahara is to fully support the United Nations and the UN Secretary General' s personal envoy James Baker in their work on finding a solution to the conflict.,"Die allgemeine politische Haltung des Rates in Bezug auf den Konflikt in der Westsahara besteht darin, die Vereinten Nationen und den persönlichen Gesandten des UN-Generalsekretärs James Baker bei der Suche nach einer Lösung des Konflikts uneingeschränkt zu unterstützen.",0.9040390849113464
78,Was zum Teufel hab ich hier vor mir?,What the hell am I looking at?,Was zum Teufel schaue ich mir an?,0.9469380974769592
79,Seht ihr?,"- The museum's only interested in the collection... if you're in it, Woody.","- Das Museum interessiert sich nur für die Sammlung, wenn Sie daran interessiert sind, Woody.",0.7626161575317383
80,Geh nach Hause!,Home!,Nach Hause!,0.9577651023864746
81,"Wie sehend und hörend werden sie sein, wenn sie zu Uns kommen! Doch die Unrecht- Begehenden sind heute im offenkundigen Irrtum.","How keenly would they hear and see when they come before Us then, even though today the evil-doers are lost in palpable error.","Wie wollen sie denn hören und sehen, wenn sie zu Uns kommen, auch wenn die Frevler heute im offenkundigen Irrtum verloren sind?",0.9433664083480835
82,Hören Sie auf.,Stop it!,Hör auf!,0.9080921411514282
83,Das versprech ich dir.,I promise you that.,Das verspreche ich dir.,0.988206684589386
84,Wie lautet er?,What is it?,Was ist los?,0.7248255014419556
85,Gothisch,Gothic,Gotisch,0.8742051124572754
86,"Hier geht es nicht um eine Zombie- Mahlzeit, das ist Organdiebstahl.",This isn't zombie lunch. This is organ theft.,"Das ist kein Zombie-Mittagessen, das ist Organdiebstahl.",0.9053800106048584
87,"Wenn das Gebet beendet ist, dann breitet euch im Land aus und strebt nach etwas von der Huld Gottes. Und gedenkt Gottes viel, auf daß es euch wohl ergehe.","But when the prayer is ended, then disperse abroad in the land and seek of Allah's grace, and remember Allah much, that you may be successful.","Wenn aber das Gebet beendet ist, dann zerstreut euch auf der Erde und trachtet nach Allahs Huld und gedenkt Allahs viel, auf daß es euch wohl ergehe.",0.9402617812156677
88,Haltet den Dieb!,Thief! Thief!,Dieb!,0.8343505263328552
89,"ABl. L 257 vom 27.10.1995, S. 1.","OJ L 257, 27.10.1995, p. 1.","ABl. L 257 vom 27.10.1995, S. 1.",0.9999999403953552
90,- Merkur. - GroßerZeus?,- Mercury...,- Merkur...,0.8052420616149902
91,- Ich komme gleich.,- Lucy? - I'm coming.,- Lucy? - Ich komme.,0.8666097521781921
92,Nicht umdrehen!,Don't look back.,Schau nicht zurück.,0.8684649467468262
93,"Was machst du hier, meine süße Blutorange?","What are you doing, my sweet little blood orange?","Was machst du da, meine süße kleine Blutorange?",0.976639986038208
94,Entschuldigen Sie bitte.,Pardon me.,Entschuldigen Sie.,0.9619081616401672
95,"Aber dann machte ich einen falschen Pinselstrich, und es ist mir wieder entglitten.",But then one wrong brushstroke and it got away once again.,Aber dann ein falscher Pinselstrich und es kam wieder davon.,0.9356228113174438
96,Beschluss des Europäischen Parlaments,Decision of the European Parliament,Beschluss des Europäischen Parlaments,1.0
97,Und Kalzium.,Of course. Cool.,Natürlich.,0.7535855770111084
98,Bleib bei mir.,Stay with..,Bleiben Sie bei..,0.8788473606109619
99,Das war gemein.,It was mean.,Es war gemein.,0.9265596866607666
100,"Ja, das ist in Ordnung.",That's fair enough.,Das ist fair genug.,0.838241457939148
101,- Bestimmt.,- I think so.,- Ich glaube schon.,0.7002143263816833
102,- Es war ein tolles Spiel.,That was a great game.,Das war ein tolles Spiel.,0.9437300562858582
103,"Also etwas Respekt, sonst setzt es was.",So show me some respect or I'll give you a personal tour.,"Zeigen Sie mir etwas Respekt, oder ich begleite Sie persönlich.",0.8328540325164795
104,"Komm, du freches Früchtchen.",Come on now.,Komm schon.,0.8440194725990295
105,Dass du zurückkommst.,For you to come back.,Damit du zurückkommst.,0.9374011158943176
106,- Furchtbar.,- The worst.,- Das Schlimmste.,0.8446919322013855
107,Es sollte eigentlich eine englische Kopie im Ordner sein. Es ist in Ordnung.,There was supposed to be an English copy in the folder.,Es sollte eine englische Kopie im Ordner sein.,0.9496129751205444
108,"Aber wir werden uns unsere Leben nicht von diesen kleinen Kristallen diktieren lassen, oder?",We're not gonna let our lives be dictated by these little crystals?,Wir lassen unser Leben nicht von diesen kleinen Kristallen diktieren?,0.9715270400047302
109,Pass nur auf.,Just watch.,Pass einfach auf.,0.8941065073013306
110,- Da runter?,This way?,Hier entlang?,0.7465269565582275
111,Ich hab noch einen.,I have another.,Ich habe noch einen.,0.9877538084983826
112,Quatsch!,That's no good!,Das ist nicht gut!,0.6444929838180542
113,Folge dem Geld.,Follow the money.,Folgen Sie dem Geld.,0.9548997282981873
114,Da ist bereits jemand drin.,Somebody's already in there.,Da ist schon jemand drin.,0.9352753758430481
115,Die Ätiologie ist nicht definiert worden.,The aetiology has not been defined.,Die Ätiologie wurde nicht definiert.,0.9492565393447876
116,Griechenland,Greece,Griechenland,0.9999998807907104
117,Steh auf!,Get up.,Steh auf.,1.000000238418579
118,Bringen Sie sich in Ordnung.,Get cleaned up.,Mach dich sauber.,0.7675378918647766
119,Ich verstehe nicht.,I don't understand.,Ich verstehe nicht.,1.0000001192092896
120,Was ist mit Max?,What about Max?,Was ist mit Max?,1.0000001192092896
121,- Guten Abend.,"- Good evening,",- Guten Abend.,1.0
122,Er braucht Dich.,He needs you.,Er braucht dich.,1.0
123,Ist hier irgend jemand?,Anybody here?,Ist jemand hier?,0.9532763361930847
124,Ich werde es selbst herausfinden.,I'll figure it out myself.,Ich werde es selbst herausfinden.,0.9999999403953552
125,Im Kühlschrank lagern.,Store in a refrigerator.,Im Kühlschrank lagern.,1.0
126,"Genau das, was du gesagt hast!",Exactly what you said!,"Genau das, was du gesagt hast!",0.9999999403953552
127,- Warten Sie. - Carrie...,- Carrie...,"- Carrie... - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",0.6694490909576416
128,Ich war ein Arschloch.,I was a pig.,Ich war ein Schwein.,0.8771029710769653
129,Er ist nicht hier.,He's not here.,Er ist nicht hier.,1.0
130,Da ist mehr... darüber hinaus.,There is more beyond.,Es gibt noch mehr darüber hinaus.,0.944804310798645
131,"du kannst sie eine Zeit ausschließen, aber sie wird nie verschwinden"".","you can shut it out for a time but it ain't going away"".","Man kann es für eine Weile ausschalten, aber es geht nicht weg"".",0.8767693042755127
132,Das ist Blut.,That's blood.,Das ist Blut.,0.9999998807907104
133,"Nein, hör zu.","No, listen.","Nein, hör zu.",1.0000001192092896
134,Über uns,Contact us,Kontaktieren Sie uns,0.8171647787094116
135,"Ich sehe nur noch eine Lösung, mein Colonel. Sie liegt an Ihnen, birgt aber große Risiken.","I see only one possible solution, colonel, it depends on you, and it's very risky.","Ich sehe nur eine mögliche Lösung, Colonel, es hängt von Ihnen ab, und es ist sehr riskant.",0.90313321352005
136,Das ist nicht witzig.,That ain't funny.,Das ist nicht witzig.,1.000000238418579
137,Mein Name ist Barry Allen. Ich bin der schnellste Mensch der Welt.,"My name is Barry Allen, and I am the fastest man alive.","Mein Name ist Barry Allen, und ich bin der schnellste Mann der Welt.",0.9749544262886047
138,- Es fängt an und hört wieder auf.,"On and off, off and on.","An und ab, ab und an.",0.8283125162124634
139,Deshalb habe ich dir etwas von meinem Vater mitgebracht. Wo ist Jake?,Where's Jake?,Wo ist Jake?,0.788888692855835
140,"- Ich habe ihm gesagt, er soll zur Hölle fahren.",- I told him to go to hell.,"- Ich sagte ihm, er soll zur Hölle gehen.",0.9628302454948425
141,Ich bin unglücklich.,- I'm not happy.,- Ich bin nicht glücklich.,0.8865689039230347
142,Wir haben es verbraucht.,We burned through it.,Wir haben es durchgebrannt.,0.9222196340560913
143,Willkommen. Das trifft sich gut.,"Hello, Colonel.","Guten Tag, Colonel.",0.7981293797492981
144,"Komm doch am Nachmittag zu uns, dann würden wir was Besonderes für dich kochen. - Ja?",Mm-Hmm.,"Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein, nein, nein, nein, nein, nein, nein. nein, nein, nein.",0.5662236213684082
145,Fahr hier ran.,Pull over here.,Halten Sie hier an.,0.860236406326294
146,- Spiele.,"Play the game, Harding.","Spiel das Spiel, Harding.",0.8530728220939636
147,"Nein, es stehen nur ein paar Dinge an.","Oh, no, just got a few things on.","Oh, nein, ich habe nur ein paar Sachen an.",0.9384000301361084
148,6.3 Dauer der Haltbarkeit,6.3 Shelf-life,6.3 Dauer der Haltbarkeit,1.0
149,Bubbs...,Bubs...,"Bubs... - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",0.6622594594955444
150,Bei einem Schätzwert von 300 000 Dollar.,"At a $300,000 valuation.",Bei einer Bewertung von 300.000 Dollar.,0.9105691909790039
151,- Warte auf uns!,- Wait for us!,- Warte auf uns!,1.0
152,Das verrate ich Ihnen.,I tell you.,Ich sag's dir.,0.7934284210205078
153,Wie fühlen Sie sich?,- Just fine.,- Ganz gut.,0.6789512634277344
154,Bei Ratten ging ein minimaler bis leichter Abfall der Erythrozytenwerte mit Knochenmarkveränderungen einher; ähnliche Veränderungen wurden mit geringerer Häufigkeit bei Affen beobachtet.,"In rats, minimal to mild decreases in erythrocyte parameters were accompanied by bone marrow changes; similar changes occurred in monkeys at a lower incidence.",Bei Ratten war eine minimale bis leichte Abnahme der Erythrozytenparameter mit Knochenmarkveränderungen verbunden; ähnliche Veränderungen traten bei Affen bei geringerer Inzidenz auf.,0.9308518171310425
155,Ich habe gar nichts. Wirklich.,I have nothing.,Ich habe nichts.,0.9462977051734924
156,Garden (116),Garden,Garten,0.6394094228744507
157,Wir hatten Kontakt.,We made contact.,Wir haben Kontakt aufgenommen.,0.9086132645606995
158,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,THE PRESIDENT OF THE FEDERAL REPUBLIC OF GERMANY:,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,1.0
159,- Logisch!,Word.,Wort.,0.6653963923454285
160,"He, du bist der aufgetaute Typ aus dem 20. Jahrhundert, nicht?","Hey, you're the unfrozen guy from the 20th century, right?","Hey, du bist der ungefrorene Typ aus dem 20. Jahrhundert, richtig?",0.9433090686798096
161,"Mann, du bist krank.","You're insane, man.","Du bist verrückt, Mann.",0.8970226645469666
162,Es scheint Euch gut zu gehen.,You seem well.,Du scheinst gut zu sein.,0.9106905460357666
163,Gruppe als & ungelesen markieren,Show folder quick search line edit,Ordner anzeigen schnell suchen Zeile bearbeiten,0.7992216944694519
164,"Wann immer er sich öffentlich zeigte, wurde er von Autogramm- und Souvenirjägern umlagert.",'Everytime he appeared in public 'the crowds clamoured for his autograph and souvenirs.',"Jedes Mal, wenn er in der Öffentlichkeit auftauchte, riefen die Massen nach seinem Autogramm und seinen Souvenirs.",0.8845110535621643
165,Das wollen Sie vor den Kindern nicht hören.,"Ma'am, you're not gonna wanna hear this in front of your kids.","Ma'am, Sie werden das nicht vor Ihren Kindern hören wollen.",0.938109815120697
166,DER RAT DER EUROPÄISCHEN UNION —,"THE COUNCIL OF THE EUROPEAN UNION,",DER RAT DER EUROPÄISCHEN UNION —,0.9999998807907104
167,Behalte den Rest.,Keep it.,Behalten Sie es.,0.9066802859306335
168,- Nehmen Sie doch Platz.,"Uh, won't you sit down, please?",Setzen Sie sich bitte.,0.8717886805534363
169,"Ich bring euch um, verdammt.",I'm gonna fucking kill you.,Ich werde dich umbringen.,0.8814961314201355
170,Ich brauche Hilfe!,I need help!,Ich brauche Hilfe!,1.0
171,Ich schwimme.,- Swimming.,- Schwimmen.,0.8733125329017639
172,Jetzt im TEMPLE THEATER DANTE,Now Playing TEMPLE THEATRE DANTE,Jetzt spielen TEMPLE THEATRE DANTE,0.9336031675338745
173,Ein Lehrer.,A teacher.,Ein Lehrer.,0.9999999403953552
174,Was macht der hier?,What 's he doing here?,Was macht er hier?,0.9635354280471802
175,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,4.5 Interaction with other medicinal products and other forms of interaction,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,0.9999999403953552
176,Entschuldigen Sie!,- Excuse me.,- Entschuldigung.,0.8843180537223816
177,"Gut, ich werde gehen.",I'm leaving.,Ich gehe.,0.9182233214378357
178,Seekartenunterlagen für schiffseigenen Radar,Chart facilities for shipborne radar,Karteneinrichtungen für Schiffsradar,0.8575165867805481
179,Hübsches Mädchen.,Clever girl.,Cleveres Mädchen.,0.8562400341033936
180,Mir macht das alles nichts aus.,I'm totally cool with the situation.,Ich bin total cool mit der Situation.,0.8135499954223633
181,Hier ist das Geld.,Here's some money.,Hier ist etwas Geld.,0.9504348635673523
182,Das ist jetzt alles vorbei.,That's all over.,Das ist alles vorbei.,0.9601994752883911
183,"Sind Sie sicher, dass wir das tun sollten?",Are you sure we should be doing this?,"Sind Sie sicher, dass wir das tun sollten?",0.9999998807907104
184,Der Präsident,The President,Der Präsident,1.0000001192092896
185,"Die Mitgliedstaaten, in denen gemäß Nummer 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EWG) Nr. 1612/68 für rumänische Staatsangehörige gelten, können bis zum Ende eines Zeitraums von sieben Jahren nach dem Beitritt die in den folgenden Absätzen beschriebenen Verfahren anwenden.","Those Member States in which, by virtue of paragraph 3, 4 or 5, Articles 1 to 6 of Regulation (EEC) No 1612/68 apply as regards Romanian nationals, may resort to the procedures set out in the subparagraphs below until the end of the seven year period following the date of accession.","Die Mitgliedstaaten, in denen gemäß den Absätzen 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EWG) Nr. 1612/68 für rumänische Staatsangehörige gelten, können bis zum Ende des Zeitraums von sieben Jahren nach dem Beitritt auf die in den nachstehenden Unterabsätzen genannten Verfahren zurückgreifen.",0.9507168531417847
186,Sind Sie noch da?,Are you still there?,Bist du noch da?,0.9353641867637634
187,- Warum nicht?,Why not?,Warum nicht?,0.9649240374565125
188,Würden Sie mich kurz entschuldigen?,- Would you excuse me for just a moment? - Sure.,- Würdest du mich einen Moment entschuldigen?,0.9313559532165527
189,Wofür?,For what?,Wofür?,1.0
190,"- Sag den Männern, sie sollen zurück.","- Order the men to move back, Joshua.","- Befiehl den Männern, zurückzuziehen, Joshua.",0.8878002166748047
191,Ein Mann soll ein Bollwerk der Stärke sein.,You expect a man to be a tower of strength.,"Sie erwarten, dass ein Mann ein Turm der Stärke ist.",0.8868148922920227
192,"- Er ist es! - Sir, wie geht's Ihnen?",_,_______________________________________________________________________________________________________________________________________________________________________________________________________________________________________,0.48992908000946045
193,"Der militärische Orden ist streng mit jenen, die ihre Grenzen überschreiten.",The Faith Militant are very stern with those who overstep their bounds.,"Die Faith Militant sind sehr streng mit denen, die ihre Grenzen überschreiten.",0.9259679913520813
194,Warenbezeichnung,CCT heading,Warenbezeichnung,1.0
195,Der Arsch hat mir das hier angetan.,"Yeah, I'm gonna beat his fucking ass.","Ja, ich werde ihm den Arsch versohlen.",0.8535605072975159
196,Ich könnte etwas essen.,I could eat.,Ich könnte essen.,0.9668880701065063
197,- Es geht ihr gut.,- She's fine.,- Es geht ihr gut.,1.0
198,"- Mir gefällt es hier, Sir.","This place okay, for you? Oh, it's just fine, sir.",- Ist das hier okay für Sie?,0.8456560969352722
199,Diese Verordnung tritt am Tag ihrer Veröffentlichung im Amtsblatt der Europäischen Gemeinschaften in Kraft.,This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.,Diese Verordnung tritt am Tag ihrer Veröffentlichung im Amtsblatt der Europäischen Gemeinschaften in Kraft.,1.0
200,"Nicht, dass Sie sich da verrechnen.",I don't want you getting any ideas.,"Ich will nicht, dass du irgendwelche Ideen bekommst.",0.8815115094184875
201,"Danke, Gilbert.","Thank you, Gilbert.","Vielen Dank, Gilbert.",0.8488607406616211
202,Hol dir einen Stuhl.,Pull up a chair.,Ziehen Sie einen Stuhl hoch.,0.9002832770347595
203,Es funktioniert!,It works!,Es funktioniert!,0.9999999403953552
204,Aber an Weisheit fehlt es ihr nicht.,But not without wisdom.,Aber nicht ohne Weisheit.,0.9302659630775452
205,"Sieh es als ersten Schritt der Renovierung an, ok?","Just consider this the official start of our remodel, okay?","Betrachten Sie das als offiziellen Beginn unseres Umbaus, okay?",0.8663275241851807
206,Ich bin noch nicht fertig.,-But I'm not done.,- Aber ich bin noch nicht fertig.,0.9659180045127869
207,Ich hätte es wissen müssen...,I should've known you...,Ich hätte dich kennen sollen...,0.892626941204071
208,Ich bin so weit.,- OK. I'm ready.,"- Okay, ich bin bereit.",0.848718523979187
209,- Ich will mein Geld zurück.,I want my money back.,Ich will mein Geld zurück.,0.9715167284011841
210,Danke sehr.,Thank you.,Vielen Dank.,0.8134707808494568
211,Schau.,Look.,Sehen Sie.,0.7091397047042847
212,Nicht unbedingt.,Maybe not.,Vielleicht nicht.,0.8674039244651794
213,Die Guillotines sind ein Schandfleck.,The Guillotines are a stain,Die Guillotine sind ein Fleck,0.9331641793251038
214,Das betrifft Sie nicht.,"Not you, sir.","Nicht Sie, Sir.",0.8309382796287537
