Unnamed: 0,DE,EN,TRANSLATION,BLEURT_Score,Normalized_BLEURT_Score,Percentage_BLEURT_Score,UK
39.0,- Ganz ruhig bleiben.,That's right.,- Take it easy.,-0.6956210136413574,0.3504967765715884,35.04967765715884,
40.0,"Weißt du, wer Remy Danton ist?",Do you know who Remy Danton is?,Do you know who Remy Danton is?,0.9167264699935913,0.9870382805419983,98.70382805419983,
41.0,Ich möchte jetzt gehen.,I want to go.,I want to go now.,0.678544282913208,0.8930059152349208,89.30059152349207,
42.0,- Sicher.,Sure.,- Sure.,0.8984946012496948,0.9798404889566091,97.98404889566092,
43.0,Ich darf mich für eure Geduld bedanken.,Thank you for your patience.,I can thank you for your patience.,0.6328563690185547,0.8749687032077659,87.4968703207766,
44.0,"Bob, Sie haben da was am Anzug.","Yeah. Bob, you got something on your suit.","Bob, there's something on your suit.",0.13708257675170898,0.6792412942207202,67.92412942207203,
45.0,Sieht gut aus.,Looks good.,Looks good.,0.9274395704269409,0.9912677243382305,99.12677243382305,
46.0,- Sid.,- Sid.,- Sid.,0.8930094242095947,0.9776749862482366,97.76749862482366,
47.0,- Ein Bündnis mit wem?,- Klaus.,- An alliance with whom?,-1.4107413291931152,0.06817316717513365,6.817316717513365,
48.0,- Hast du das gesehen? - Was?,- Did you see that?,- Did you see that?,0.9112603068351746,0.9848802843574773,98.48802843574774,
49.0,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,At least 90 %; secondary components 4-6 % geraniol and 1-2 % nerol,At least 90 %; secondary components 4-6 % geraniol and 1-2 % nerol,0.9079695343971252,0.983581114508421,98.3581114508421,
50.0,Wir fahren.,We're leaving.,We're leaving.,0.9144572019577026,0.9861423922157301,98.614239221573,
51.0,Drücken!,Push! Push!,Push!,0.8263734579086304,0.9513676557017767,95.13676557017767,
52.0,Geht schon.,You'll do.,I'm fine.,-0.9752329587936401,0.24010828407735926,24.010828407735925,
53.0,Wissen Sie Bescheid über Manfredi und den Pakt?,Do you know about Manfredi and the covenant...?,Do you know about Manfredi and the pact?,0.7682093381881714,0.9284049403939649,92.84049403939649,
54.0,Länge des GGB,Length of SCI,Length of SCI,0.9135120511054993,0.9857692544454623,98.57692544454622,
55.0,- Ja. Genau so.,Something like that.,That's it.,-0.501822829246521,0.42700670325520523,42.70067032552053,
56.0,"Nein, das ist unmöglich.",It's just not possible.,"No, that's impossible.",-0.09098522365093231,0.5892020054513836,58.92020054513836,
57.0,"Sei willkommen, Bruder.","Welcome, brother.","Welcome, brother.",0.9113038778305054,0.9848974858274947,98.48974858274947,
58.0,Wer sind diese Männer?,who are those men?,Who are these men?,0.8766449689865112,0.9712144341370538,97.12144341370538,
59.0,Hört zu...,Listen!,Listen...,0.8543902039527893,0.9624284362371862,96.24284362371863,
60.0,So. Ihr müsst den Rhythmus finden.,You guys got to get a rhythm going.,You have to find the rhythm.,-0.2599332332611084,0.5225027230562386,52.25027230562386,
61.0,Artikel 14 und möglichst,Article 14,"Article 14 and, where possible,",-0.11351709067821503,0.5803066099672329,58.03066099672329,
62.0,Durst!,Durst!,Thirst!,-1.4539949893951416,0.05109697845237033,5.109697845237033,
63.0,Weiter!,Okay.,Go on!,-0.8686408996582031,0.2821899509153347,28.218995091533472,
64.0,Erweitert,Toggle Present Windows (Current desktop),Advanced,-1.2999413013458252,0.11191610539517165,11.191610539517164,
65.0,Legen Sie die Endzeit fest.@option:check,Set the end time,Set the end time.,0.9019059538841248,0.9811872628738532,98.11872628738531,
66.0,"Oh, Sie armes Ding.","Oh, you poor thing.","Oh, you poor thing.",0.9165469408035278,0.9869674038967283,98.69674038967283,
67.0,"Sie würden herausfinden wollen: ,Bin ich allein?""","You're attempting to find, ""Am I alone?""","You would want to find out: ""Am I alone?""",0.5368338227272034,0.8370597929686603,83.70597929686603,
68.0,"Ich habe keinen Hunger, Dad.","God, Dad. I'm not hungry.","I'm not hungry, Dad.",-0.023101553320884705,0.6160019192699009,61.60019192699009,
69.0,"Schaden entsteht vor allem dann, wenn in der Türkei Hoffnungen auf einen Beitritt erweckt wurden, diese angesichts der politischen Lage aber nicht erfüllt werden können.",It will have done more harm if Turkey's expectations of accession have been raised and cannot be met because of the political situation.,"It is particularly damaging if Turkey hopes of accession have been raised, but this cannot be fulfilled in the light of the political situation.",0.2687022089958191,0.7312036407440748,73.12036407440749,
70.0,Ich meine es ernst!,I'm serious.,I'm serious!,0.812433123588562,0.9458641265531209,94.58641265531209,
71.0,Du hast angefangen.,You are there begun.,You started it.,0.0695953369140625,0.6525978878947961,65.25978878947961,
72.0,Zur subkutanen Anwendung,Subcutaneous use,Subcutaneous use,0.9218204617500305,0.9890493465229782,98.90493465229781,
73.0,(Lois) Es geht mir gut. - Was tun Sie hier?,- So he's alive?,What are you doing here?,-1.1191773414611816,0.18328022761851084,18.328022761851084,
74.0,"Er sagte, er kennt die Leute, die damit zu tun hatten.","Well, he said that he knew the people that were involved.",He said he knew the people who had to do with it.,0.283780038356781,0.7371562435641559,73.71562435641559,
75.0,Zum Anfang,Home,Home,0.8430204391479492,0.9579397467567111,95.79397467567111,
76.0,Du bist doch verrückt!,You're insane!,You're crazy!,0.9266109466552734,0.9909405904994045,99.09405904994045,
77.0,"Der Rat vertritt bezüglich des Westsaharakonflikts die allgemeine politische Linie der uneingeschränkten Unterstützung der UN und des Sonderbeauftragten des UN-Generalsekretärs, James Baker, in seinem Bestreben, eine Lösung des Konfliktes herbeizuführen.",The general political stance of the Council with regard to the conflict in Western Sahara is to fully support the United Nations and the UN Secretary General' s personal envoy James Baker in their work on finding a solution to the conflict.,"With regard to the Western Sahara conflict, the Council represents the general political line of full support for the UN and the Special Representative of the UN Secretary-General, James Baker, in his endeavour to find a solution to the conflict.",0.3659076690673828,0.7695795555987279,76.95795555987279,
78.0,Was zum Teufel hab ich hier vor mir?,What the hell am I looking at?,What the hell am I doing here?,0.22743229568004608,0.7149106189498359,71.49106189498359,
79.0,Seht ihr?,"- The museum's only interested in the collection... if you're in it, Woody.",See?,-1.3103182315826416,0.10781937882315025,10.781937882315026,
80.0,Geh nach Hause!,Home!,Go home!,0.41027647256851196,0.7870959937093919,78.70959937093919,
81.0,"Wie sehend und hörend werden sie sein, wenn sie zu Uns kommen! Doch die Unrecht- Begehenden sind heute im offenkundigen Irrtum.","How keenly would they hear and see when they come before Us then, even though today the evil-doers are lost in palpable error.","How seeing and hearing they will be when they come to Us, but the wrongdoers today are in manifest error.",-0.3806537389755249,0.47484326189946396,47.484326189946394,
82.0,Hören Sie auf.,Stop it!,Stop it.,0.8907768130302429,0.9767935697469488,97.67935697469487,
83.0,Das versprech ich dir.,I promise you that.,I promise you that.,0.9272407293319702,0.9911892235119952,99.11892235119953,
84.0,Wie lautet er?,What is it?,What's it called?,0.4568508267402649,0.8054831650554231,80.5483165055423,
85.0,Gothisch,Gothic,Gothic,0.8727536797523499,0.9696781852039685,96.96781852039685,
86.0,"Hier geht es nicht um eine Zombie- Mahlzeit, das ist Organdiebstahl.",This isn't zombie lunch. This is organ theft.,"This isn't about a zombie meal, it's organ theft.",0.6843671798706055,0.8953047469844952,89.53047469844952,
87.0,"Wenn das Gebet beendet ist, dann breitet euch im Land aus und strebt nach etwas von der Huld Gottes. Und gedenkt Gottes viel, auf daß es euch wohl ergehe.","But when the prayer is ended, then disperse abroad in the land and seek of Allah's grace, and remember Allah much, that you may be successful.","When the prayer is finished, spread out in the land and seek the bounty of Allah, and remember Allah much that you may prosper.",0.10738877952098846,0.667518427692456,66.7518427692456,
88.0,Haltet den Dieb!,Thief! Thief!,Hold the thief!,0.6157865524291992,0.8682296802399678,86.82296802399678,
89.0,"ABl. L 257 vom 27.10.1995, S. 1.","OJ L 257, 27.10.1995, p. 1.","OJ L 257, 27.10.1995, p. 1.",0.8930360078811646,0.9776854812627752,97.76854812627752,
90.0,- Merkur. - GroßerZeus?,- Mercury...,- GreatZeus?,-1.2060208320617676,0.14899513294877342,14.899513294877343,
91.0,- Ich komme gleich.,- Lucy? - I'm coming.,- I'll be right there.,-0.9397121667861938,0.25413160014051084,25.413160014051083,
92.0,Nicht umdrehen!,Don't look back.,Don't turn around!,-0.39880967140197754,0.4676754493466359,46.76754493466359,
93.0,"Was machst du hier, meine süße Blutorange?","What are you doing, my sweet little blood orange?","What are you doing here, my sweet blood orange?",0.38449233770370483,0.7769166296752701,77.69166296752701,
94.0,Entschuldigen Sie bitte.,Pardon me.,Excuse me.,-0.3569732904434204,0.48419210789966804,48.419210789966804,
95.0,"Aber dann machte ich einen falschen Pinselstrich, und es ist mir wieder entglitten.",But then one wrong brushstroke and it got away once again.,"But then I made a wrong brushstroke, and it slipped away from me again.",0.22619099915027618,0.7144205653057222,71.44205653057222,
96.0,Beschluss des Europäischen Parlaments,Decision of the European Parliament,Decision of the European Parliament,0.8977280259132385,0.9795378513288476,97.95378513288476,
97.0,Und Kalzium.,Of course. Cool.,And calcium.,-1.217887043952942,0.14431045024836006,14.431045024836006,
98.0,Bleib bei mir.,Stay with..,Stay with me.,0.5055769085884094,0.8247198207620943,82.47198207620943,
99.0,Das war gemein.,It was mean.,That was mean.,0.5870970487594604,0.8569033005361776,85.69033005361776,
100.0,"Ja, das ist in Ordnung.",That's fair enough.,"Yeah, that's fine.",-0.6202887296676636,0.3802373416947067,38.02373416947067,
101.0,- Bestimmt.,- I think so.,- I'm sure.,0.4902260899543762,0.8186594440258989,81.86594440258989,
102.0,- Es war ein tolles Spiel.,That was a great game.,- It was a great game.,0.6994414329528809,0.9012559379192123,90.12559379192123,
103.0,"Also etwas Respekt, sonst setzt es was.",So show me some respect or I'll give you a personal tour.,"So a little respect, or it'll make a difference.",-0.6645422577857971,0.3627664133556072,36.276641335560726,
104.0,"Komm, du freches Früchtchen.",Come on now.,"Come on, you naughty fruit.",-0.7570616006851196,0.3262405389561762,32.62405389561762,
105.0,Dass du zurückkommst.,For you to come back.,That you're coming back.,0.35040754079818726,0.7634602326485878,76.34602326485877,
106.0,- Furchtbar.,- The worst.,- Terrible.,-0.46714210510253906,0.44069836744636626,44.069836744636625,
107.0,Es sollte eigentlich eine englische Kopie im Ordner sein. Es ist in Ordnung.,There was supposed to be an English copy in the folder.,There should be an English copy in the folder. It's fine.,0.5853941440582275,0.8562310077887126,85.62310077887126,
108.0,"Aber wir werden uns unsere Leben nicht von diesen kleinen Kristallen diktieren lassen, oder?",We're not gonna let our lives be dictated by these little crystals?,"But we're not gonna let these little crystals dictate our lives, are we?",0.3764859437942505,0.7737557713167393,77.37557713167394,
109.0,Pass nur auf.,Just watch.,Watch it.,0.25117528438568115,0.724284155295342,72.42841552953419,
110.0,- Da runter?,This way?,- Down there?,-0.9556858539581299,0.24782532003676172,24.782532003676174,
111.0,Ich hab noch einen.,I have another.,I got another one.,0.4580691456794739,0.8059641473360735,80.59641473360735,
112.0,Quatsch!,That's no good!,Don't do that!,-0.5665105581283569,0.4014685207921769,40.14685207921769,
113.0,Folge dem Geld.,Follow the money.,Follow the money.,0.9117425680160522,0.9850706770988052,98.50706770988053,
114.0,Da ist bereits jemand drin.,Somebody's already in there.,Someone's already in there.,0.8929803371429443,0.9776635029139431,97.7663502913943,
115.0,Die Ätiologie ist nicht definiert worden.,The aetiology has not been defined.,The aetiology has not been defined.,0.934880256652832,0.994205245963608,99.4205245963608,
116.0,Griechenland,Greece,Greece,0.8662236928939819,0.9671002001865194,96.71002001865195,
117.0,Steh auf!,Get up.,Get up!,0.7963703274726868,0.939522666972387,93.9522666972387,
118.0,Bringen Sie sich in Ordnung.,Get cleaned up.,Fix yourself.,-0.7085089683532715,0.3454087182226961,34.54087182226961,
119.0,Ich verstehe nicht.,I don't understand.,I don't understand.,0.9155476093292236,0.9865728760631968,98.65728760631967,
120.0,Was ist mit Max?,What about Max?,What about Max?,0.8871722221374512,0.9753705069572063,97.53705069572062,
121.0,- Guten Abend.,"- Good evening,",- Good evening.,0.8923425674438477,0.9774117166907064,97.74117166907064,
122.0,Er braucht Dich.,He needs you.,He needs you.,0.9212074875831604,0.9888073493715981,98.88073493715981,
123.0,Ist hier irgend jemand?,Anybody here?,Is anyone here?,0.6757022142410278,0.891883889936194,89.18838899361941,
124.0,Ich werde es selbst herausfinden.,I'll figure it out myself.,I'll find out for myself.,0.2830166816711426,0.7368548766332219,73.68548766332219,
125.0,Im Kühlschrank lagern.,Store in a refrigerator.,Store in a refrigerator.,0.917840301990509,0.9874780122385989,98.74780122385988,
126.0,"Genau das, was du gesagt hast!",Exactly what you said!,Just what you said!,0.9086336493492126,0.9838433016205056,98.38433016205056,
127.0,- Warten Sie. - Carrie...,- Carrie...,- Wait a minute.,-1.1269216537475586,0.18022283692573446,18.022283692573446,
128.0,Ich war ein Arschloch.,I was a pig.,I was an asshole.,-1.0387299060821533,0.21504021237767895,21.504021237767894,
129.0,Er ist nicht hier.,He's not here.,He's not here.,0.9089403748512268,0.9839643943218865,98.39643943218866,
130.0,Da ist mehr... darüber hinaus.,There is more beyond.,There's more... beyond that.,0.6371009349822998,0.8766444228833862,87.66444228833862,
131.0,"du kannst sie eine Zeit ausschließen, aber sie wird nie verschwinden"".","you can shut it out for a time but it ain't going away"".","You can rule it out for a time, but it will never disappear.""",0.1810748428106308,0.6966090784511278,69.66090784511279,
132.0,Das ist Blut.,That's blood.,It's blood.,0.6425189971923828,0.8787834292097622,87.87834292097621,
133.0,"Nein, hör zu.","No, listen.","No, listen.",0.9201505184173584,0.9883900666522842,98.83900666522842,
134.0,Über uns,Contact us,About us,-0.789836049079895,0.3133014567268431,31.330145672684313,
135.0,"Ich sehe nur noch eine Lösung, mein Colonel. Sie liegt an Ihnen, birgt aber große Risiken.","I see only one possible solution, colonel, it depends on you, and it's very risky.","All I can see is a solution, my colonel, it's up to you, but it's very risky.",0.278765469789505,0.735176533203967,73.5176533203967,
136.0,Das ist nicht witzig.,That ain't funny.,That's not funny.,-0.12764157354831696,0.5747303804880455,57.47303804880455,
137.0,Mein Name ist Barry Allen. Ich bin der schnellste Mensch der Welt.,"My name is Barry Allen, and I am the fastest man alive.","My name is Barry Allen, I'm the fastest man in the world.",0.487761914730072,0.8176866079472956,81.76866079472957,
138.0,- Es fängt an und hört wieder auf.,"On and off, off and on.",- It starts and stops.,-0.16948647797107697,0.5582103569415626,55.821035694156265,
139.0,Deshalb habe ich dir etwas von meinem Vater mitgebracht. Wo ist Jake?,Where's Jake?,That's why I brought you something from my father.,-1.302351951599121,0.11096440053418212,11.096440053418211,
140.0,"- Ich habe ihm gesagt, er soll zur Hölle fahren.",- I told him to go to hell.,- I told him to go to hell.,0.9075785875320435,0.9834267719067192,98.34267719067192,
141.0,Ich bin unglücklich.,- I'm not happy.,I'm unhappy.,0.2823808789253235,0.7366038669469354,73.66038669469354,
142.0,Wir haben es verbraucht.,We burned through it.,We've used it up.,-0.9420247077941895,0.2532186280013388,25.321862800133882,
143.0,Willkommen. Das trifft sich gut.,"Hello, Colonel.","Welcome, it's good to meet you.",-1.1526603698730469,0.17006140383573487,17.006140383573488,
144.0,"Komm doch am Nachmittag zu uns, dann würden wir was Besonderes für dich kochen. - Ja?",Mm-Hmm.,Why don't you join us in the afternoon and we'd cook something special for you?,-1.5834226608276367,0.0,0.0,
145.0,Fahr hier ran.,Pull over here.,Pull over here.,0.8973267078399658,0.9793794142595904,97.93794142595904,
146.0,- Spiele.,"Play the game, Harding.",- Games.,-1.115959882736206,0.18455045381760624,18.455045381760623,
147.0,"Nein, es stehen nur ein paar Dinge an.","Oh, no, just got a few things on.","No, it's just a few things.",-0.3090192675590515,0.5031239610876863,50.31239610876863,
148.0,6.3 Dauer der Haltbarkeit,6.3 Shelf-life,6.3 Shelf life,0.732284665107727,0.9142221754103786,91.42221754103787,
149.0,Bubbs...,Bubs...,Bubbs...,-0.1658385843038559,0.5596505153099202,55.965051530992014,
150.0,Bei einem Schätzwert von 300 000 Dollar.,"At a $300,000 valuation.","With an estimate of $300,000.",0.48863041400909424,0.8180294843079295,81.80294843079295,
151.0,- Warte auf uns!,- Wait for us!,- Wait for us!,0.8987621068954468,0.9799460979818322,97.99460979818322,
152.0,Das verrate ich Ihnen.,I tell you.,I'll tell you.,0.6707565784454346,0.8899313936663952,88.99313936663951,
153.0,Wie fühlen Sie sich?,- Just fine.,How do you feel?,-1.2513611316680908,0.13109515617899392,13.109515617899392,
154.0,Bei Ratten ging ein minimaler bis leichter Abfall der Erythrozytenwerte mit Knochenmarkveränderungen einher; ähnliche Veränderungen wurden mit geringerer Häufigkeit bei Affen beobachtet.,"In rats, minimal to mild decreases in erythrocyte parameters were accompanied by bone marrow changes; similar changes occurred in monkeys at a lower incidence.","In rats, a minimal to mild decrease in erythrocytes was associated with bone marrow changes; similar changes were observed with lower frequency in monkeys.",0.4871942400932312,0.8174624946771922,81.74624946771922,
155.0,Ich habe gar nichts. Wirklich.,I have nothing.,I don't have anything.,0.6610048413276672,0.8860814881874141,88.60814881874141,
156.0,Garden (116),Garden,Garden (116),-0.3306463360786438,0.49458577260061376,49.458577260061375,
157.0,Wir hatten Kontakt.,We made contact.,We had contact.,0.5920434594154358,0.858856102714472,85.8856102714472,
158.0,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,THE PRESIDENT OF THE FEDERAL REPUBLIC OF GERMANY:,THE PRESIDENT OF THE FEDERAL REPUBLIC OF GERMANY:,0.8832165002822876,0.9738088205561473,97.38088205561472,
159.0,- Logisch!,Word.,- It's logical!,-0.9730851650238037,0.2409562153640989,24.09562153640989,
160.0,"He, du bist der aufgetaute Typ aus dem 20. Jahrhundert, nicht?","Hey, you're the unfrozen guy from the 20th century, right?","Hey, you're the thawed-up guy from the 20th century, aren't you?",-0.2157946079969406,0.5399282886951656,53.992828869516565,
161.0,"Mann, du bist krank.","You're insane, man.","Man, you're sick.",-0.313243567943573,0.5014562420957951,50.14562420957951,
162.0,Es scheint Euch gut zu gehen.,You seem well.,You seem fine.,0.5793111324310303,0.853829484910334,85.38294849103339,
163.0,Gruppe als & ungelesen markieren,Show folder quick search line edit,& Mark Group as Unread,-1.3621909618377686,0.08734045224758973,8.734045224758972,
164.0,"Wann immer er sich öffentlich zeigte, wurde er von Autogramm- und Souvenirjägern umlagert.",'Everytime he appeared in public 'the crowds clamoured for his autograph and souvenirs.',"Whenever he showed himself in public, he was surrounded by autograph and souvenir hunters.",0.12739916145801544,0.6754183616350461,67.54183616350461,
165.0,Das wollen Sie vor den Kindern nicht hören.,"Ma'am, you're not gonna wanna hear this in front of your kids.",You don't want to hear that in front of the kids.,-0.3783506155014038,0.4757525160738442,47.57525160738442,
166.0,DER RAT DER EUROPÄISCHEN UNION —,"THE COUNCIL OF THE EUROPEAN UNION,","THE COUNCIL OF THE EUROPEAN UNION,",0.8601480722427368,0.9647015952045596,96.47015952045595,
167.0,Behalte den Rest.,Keep it.,Keep the rest.,0.12365761399269104,0.6739412295187203,67.39412295187202,
168.0,- Nehmen Sie doch Platz.,"Uh, won't you sit down, please?",- Why don't you sit down?,-0.7916445732116699,0.31258746629829637,31.258746629829638,
169.0,"Ich bring euch um, verdammt.",I'm gonna fucking kill you.,I'll fucking kill you.,0.6992120742797852,0.901165389004538,90.1165389004538,
170.0,Ich brauche Hilfe!,I need help!,I need help!,0.9312078952789307,0.9927554279462188,99.27554279462188,
171.0,Ich schwimme.,- Swimming.,I'm swimming.,0.1474483162164688,0.6833336027681236,68.33336027681236,
172.0,Jetzt im TEMPLE THEATER DANTE,Now Playing TEMPLE THEATRE DANTE,Now in TEMPLE THEATER DANTE,0.30555301904678345,0.7457520369740774,74.57520369740774,
173.0,Ein Lehrer.,A teacher.,A teacher.,0.9058793783187866,0.9827559381074636,98.27559381074636,
174.0,Was macht der hier?,What 's he doing here?,What's he doing here?,0.8667018413543701,0.9672889692596789,96.72889692596789,
175.0,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,4.5 Interaction with other medicinal products and other forms of interaction,4.5 Interaction with other medicinal products and other forms of interaction,0.9054323434829712,0.9825794524369706,98.25794524369707,
176.0,Entschuldigen Sie!,- Excuse me.,Excuse me!,0.6486402153968811,0.8812000357301123,88.12000357301123,
177.0,"Gut, ich werde gehen.",I'm leaving.,"All right, I'll go.",-0.02056501805782318,0.6170033224957013,61.70033224957013,
178.0,Seekartenunterlagen für schiffseigenen Radar,Chart facilities for shipborne radar,Sea chart documentation for ship's own radar,-0.15874914824962616,0.5624493662611355,56.24493662611355,
179.0,Hübsches Mädchen.,Clever girl.,Pretty girl.,0.9029067158699036,0.9815823554615303,98.15823554615302,
180.0,Mir macht das alles nichts aus.,I'm totally cool with the situation.,I don't mind.,-1.0929789543151855,0.19362313504062276,19.362313504062275,
181.0,Hier ist das Geld.,Here's some money.,Here's the money.,0.48706841468811035,0.8174128198438041,81.74128198438041,
182.0,Das ist jetzt alles vorbei.,That's all over.,This is all over now.,0.7368468642234802,0.9160232940377399,91.60232940377398,
183.0,"Sind Sie sicher, dass wir das tun sollten?",Are you sure we should be doing this?,Are you sure we should do that?,0.6519956588745117,0.8825247371728332,88.25247371728332,
184.0,Der Präsident,The President,The President,0.8949079513549805,0.9784245091251093,97.84245091251093,
185.0,"Die Mitgliedstaaten, in denen gemäß Nummer 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EWG) Nr. 1612/68 für rumänische Staatsangehörige gelten, können bis zum Ende eines Zeitraums von sieben Jahren nach dem Beitritt die in den folgenden Absätzen beschriebenen Verfahren anwenden.","Those Member States in which, by virtue of paragraph 3, 4 or 5, Articles 1 to 6 of Regulation (EEC) No 1612/68 apply as regards Romanian nationals, may resort to the procedures set out in the subparagraphs below until the end of the seven year period following the date of accession.","Member States in which Articles 1 to 6 of Regulation (EEC) No 1612/68 apply to Romanian nationals in accordance with points 3, 4 or 5 may apply the procedures described in the following paragraphs until the end of a period of seven years after accession.",0.23563086986541748,0.7181473484981117,71.81473484981117,
186.0,Sind Sie noch da?,Are you still there?,Are you still there?,0.920283317565918,0.9884424946621321,98.84424946621321,
