Unnamed: 0,DE,EN,TRANSLATION,BLEURT_Score,UK
33.0,"Pumbaa, du bist 'n Schwein.","Pumbaa, you are a pig.","Pumbaa, you are a pig.",0.9304198622703552,
34.0,Übrigens:,Extra tip:,By the way:,-1.2691513299942017,
35.0,Heiß!,Hot!,HOT!,0.9176377058029175,
36.0,Aber jetzt nicht mehr.,But not any more,But not now anymore.,0.20453444123268127,
37.0,- Das stimmt.,- That's true.,- That's right.,0.3221532702445984,
38.0,"Pink für dich, Blau für Luke.","Pink for you, blue for Luke.","Pink for you, blue for Luke.",0.8988449573516846,
39.0,- Ganz ruhig bleiben.,That's right.,- Remain completely calm.,-0.30239373445510864,
40.0,"Weißt du, wer Remy Danton ist?",Do you know who Remy Danton is?,Do you know who Remy Danton is?,0.9167264699935913,
41.0,Ich möchte jetzt gehen.,I want to go.,I want to go now.,0.678544282913208,
42.0,- Sicher.,Sure.,"- Certainly, certainly.",0.37585243582725525,
43.0,Ich darf mich für eure Geduld bedanken.,Thank you for your patience.,I would like to thank you for your patience.,0.4500783681869507,
44.0,"Bob, Sie haben da was am Anzug.","Yeah. Bob, you got something on your suit.","Bob, you have something on your suit.",0.23801767826080322,
45.0,Sieht gut aus.,Looks good.,It looks good.,0.5732491612434387,
46.0,- Sid.,- Sid.,and Sid.,0.6502833366394043,
47.0,- Ein Bündnis mit wem?,- Klaus.,An alliance with whom?,-1.4961917400360107,
48.0,- Hast du das gesehen? - Was?,- Did you see that?,- Did you see that? - What?,0.47017890214920044,
49.0,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,At least 90 %; secondary components 4-6 % geraniol and 1-2 % nerol,At least 90%; secondary components 4-6% geraniol and 1-2% nerol,0.9079695343971252,
50.0,Wir fahren.,We're leaving.,We are driving.,0.192021444439888,
51.0,Drücken!,Push! Push!,Push it!,0.5783576369285583,
52.0,Geht schon.,You'll do.,It goes on.,-1.0065062046051025,
53.0,Wissen Sie Bescheid über Manfredi und den Pakt?,Do you know about Manfredi and the covenant...?,Do you know about Manfredi and the Pact?,0.7682093381881714,
54.0,Länge des GGB,Length of SCI,Length of GGB,-0.7243224382400513,
55.0,- Ja. Genau so.,Something like that.,- Yes. Exactly like that.,-0.49655210971832275,
56.0,"Nein, das ist unmöglich.",It's just not possible.,"No, that is impossible.",0.0011743158102035522,
57.0,"Sei willkommen, Bruder.","Welcome, brother.","Be welcome, brother.",0.7382326126098633,
58.0,Wer sind diese Männer?,who are those men?,Who are these men?,0.8766449689865112,
59.0,Hört zu...,Listen!,Listen to me...,0.268135666847229,
60.0,So. Ihr müsst den Rhythmus finden.,You guys got to get a rhythm going.,So. You have to find the rhythm.,-0.40789973735809326,
61.0,Artikel 14 und möglichst,Article 14,"Article 14 and, if possible,",-0.1711772233247757,
62.0,Durst!,Durst!,"Thirsty, thirsty!",-1.3345154523849487,
63.0,Weiter!,Okay.,Continue on!,-0.2709771394729614,
64.0,Erweitert,Toggle Present Windows (Current desktop),Expanded and extended,-1.230412483215332,
65.0,Legen Sie die Endzeit fest.@option:check,Set the end time,Set the end time. option: check,0.18697330355644226,
66.0,"Oh, Sie armes Ding.","Oh, you poor thing.","Oh, you poor thing.",0.9165469408035278,
67.0,"Sie würden herausfinden wollen: ,Bin ich allein?""","You're attempting to find, ""Am I alone?""","You'd want to find out, ""Am I alone?""",0.5047354102134705,
68.0,"Ich habe keinen Hunger, Dad.","God, Dad. I'm not hungry.","I'm not hungry, Daddy.",-0.13313855230808258,
69.0,"Schaden entsteht vor allem dann, wenn in der Türkei Hoffnungen auf einen Beitritt erweckt wurden, diese angesichts der politischen Lage aber nicht erfüllt werden können.",It will have done more harm if Turkey's expectations of accession have been raised and cannot be met because of the political situation.,"Damage occurs above all if hopes of accession have been raised in Turkey, but these cannot be fulfilled in view of the political situation.",0.4053560495376587,
70.0,Ich meine es ernst!,I'm serious.,I mean it seriously!,0.09768380224704742,
71.0,Du hast angefangen.,You are there begun.,You have begun.,0.5543930530548096,
72.0,Zur subkutanen Anwendung,Subcutaneous use,For subcutaneous use,0.7354063987731934,
73.0,(Lois) Es geht mir gut. - Was tun Sie hier?,- So he's alive?,(Lois) I'm fine. - What are you doing here?,-1.0184824466705322,
74.0,"Er sagte, er kennt die Leute, die damit zu tun hatten.","Well, he said that he knew the people that were involved.",He said he knew the people who had to deal with it.,0.36092662811279297,
75.0,Zum Anfang,Home,To the beginning,-1.2318804264068604,
76.0,Du bist doch verrückt!,You're insane!,You are so crazy!,0.7579842209815979,
77.0,"Der Rat vertritt bezüglich des Westsaharakonflikts die allgemeine politische Linie der uneingeschränkten Unterstützung der UN und des Sonderbeauftragten des UN-Generalsekretärs, James Baker, in seinem Bestreben, eine Lösung des Konfliktes herbeizuführen.",The general political stance of the Council with regard to the conflict in Western Sahara is to fully support the United Nations and the UN Secretary General' s personal envoy James Baker in their work on finding a solution to the conflict.,"Regarding the Western Sahara conflict, the Council takes the general political line of full support from the UN and the Special Representative of the UN Secretary-General, James Baker, in his efforts to achieve a solution to the conflict.",0.3221861720085144,
78.0,Was zum Teufel hab ich hier vor mir?,What the hell am I looking at?,What the hell do I have in front of me?,-0.2921653985977173,
79.0,Seht ihr?,"- The museum's only interested in the collection... if you're in it, Woody.",Do you see?,-1.3639971017837524,
80.0,Geh nach Hause!,Home!,Go back home!,0.10542550683021545,
81.0,"Wie sehend und hörend werden sie sein, wenn sie zu Uns kommen! Doch die Unrecht- Begehenden sind heute im offenkundigen Irrtum.","How keenly would they hear and see when they come before Us then, even though today the evil-doers are lost in palpable error.",How they will see and hear when they come to Us! But the wrongdoers today are in manifest error.,-0.44560933113098145,
82.0,Hören Sie auf.,Stop it!,Listen to me.,-1.1663167476654053,
83.0,Das versprech ich dir.,I promise you that.,I promise you that.,0.9272407293319702,
84.0,Wie lautet er?,What is it?,What is it?,0.9133551120758057,
85.0,Gothisch,Gothic,Gothic style,0.7379511594772339,
86.0,"Hier geht es nicht um eine Zombie- Mahlzeit, das ist Organdiebstahl.",This isn't zombie lunch. This is organ theft.,"This is not a zombie meal, this is organ theft.",0.7853237986564636,
87.0,"Wenn das Gebet beendet ist, dann breitet euch im Land aus und strebt nach etwas von der Huld Gottes. Und gedenkt Gottes viel, auf daß es euch wohl ergehe.","But when the prayer is ended, then disperse abroad in the land and seek of Allah's grace, and remember Allah much, that you may be successful.","When the prayer is finished, spread yourselves abroad in the land and seek some of the grace of God, and remember God much that you may be prosperous.",0.24053393304347992,
88.0,Haltet den Dieb!,Thief! Thief!,Stop the thief!,0.4066947102546692,
89.0,"ABl. L 257 vom 27.10.1995, S. 1.","OJ L 257, 27.10.1995, p. 1.","OJ L 257, 27.10.1995, p. 1.",0.8930360078811646,
90.0,- Merkur. - GroßerZeus?,- Mercury...,- Mercury. - GreatZeus?,0.02197730541229248,
91.0,- Ich komme gleich.,- Lucy? - I'm coming.,- I'll be coming soon.,-0.7082493305206299,
92.0,Nicht umdrehen!,Don't look back.,Don't turn around!,-0.39880967140197754,
93.0,"Was machst du hier, meine süße Blutorange?","What are you doing, my sweet little blood orange?","What are you doing here, my sweet blood orange?",0.38449233770370483,
94.0,Entschuldigen Sie bitte.,Pardon me.,Please excuse me.,-0.10465233027935028,
95.0,"Aber dann machte ich einen falschen Pinselstrich, und es ist mir wieder entglitten.",But then one wrong brushstroke and it got away once again.,But then I made a wrong brushstroke and it slipped away from me again.,0.24340228736400604,
96.0,Beschluss des Europäischen Parlaments,Decision of the European Parliament,DECISION OF THE EUROPEAN PARLI,-0.19648484885692596,
97.0,Und Kalzium.,Of course. Cool.,And calcium.,-1.217887043952942,
98.0,Bleib bei mir.,Stay with..,Stay with me.,0.5055769085884094,
99.0,Das war gemein.,It was mean.,That was mean.,0.5870970487594604,
100.0,"Ja, das ist in Ordnung.",That's fair enough.,"Yes, that is okay.",-0.7009135484695435,
101.0,- Bestimmt.,- I think so.,- Certainly not.,-1.1226383447647095,
102.0,- Es war ein tolles Spiel.,That was a great game.,- It was a great game.,0.6994414329528809,
103.0,"Also etwas Respekt, sonst setzt es was.",So show me some respect or I'll give you a personal tour.,"So some respect, otherwise it sets something.",-0.9405919313430786,
104.0,"Komm, du freches Früchtchen.",Come on now.,"Come on, you naughty fruit.",-0.7570616006851196,
105.0,Dass du zurückkommst.,For you to come back.,That you return.,0.30282682180404663,
106.0,- Furchtbar.,- The worst.,"- Horrible, terrible.",0.5228861570358276,
107.0,Es sollte eigentlich eine englische Kopie im Ordner sein. Es ist in Ordnung.,There was supposed to be an English copy in the folder.,It should actually be an English copy in the folder. It's fine.,0.41837942600250244,
108.0,"Aber wir werden uns unsere Leben nicht von diesen kleinen Kristallen diktieren lassen, oder?",We're not gonna let our lives be dictated by these little crystals?,"But we're not going to let those little crystals dictate our lives, are we?",0.24513234198093414,
109.0,Pass nur auf.,Just watch.,Just watch out.,0.8006362318992615,
110.0,- Da runter?,This way?,- Down there?,-0.9556858539581299,
111.0,Ich hab noch einen.,I have another.,I have one more.,0.716668963432312,
112.0,Quatsch!,That's no good!,Nonsense! - Imgur,-1.171665072441101,
113.0,Folge dem Geld.,Follow the money.,Follow the money.,0.9117425680160522,
114.0,Da ist bereits jemand drin.,Somebody's already in there.,There is already someone in there.,0.7321151494979858,
115.0,Die Ätiologie ist nicht definiert worden.,The aetiology has not been defined.,The etiology has not been defined.,0.2465706318616867,
116.0,Griechenland,Greece,GREECE (GREECE,0.8167223334312439,
117.0,Steh auf!,Get up.,Stand up! - Imgur,-1.264799952507019,
118.0,Bringen Sie sich in Ordnung.,Get cleaned up.,Get yourself in order.,-0.815603494644165,
119.0,Ich verstehe nicht.,I don't understand.,I don't understand.,0.9155476093292236,
120.0,Was ist mit Max?,What about Max?,And what about Max?,0.8721376657485962,
121.0,- Guten Abend.,"- Good evening,",- Good evening.,0.8923425674438477,
122.0,Er braucht Dich.,He needs you.,He needs you.,0.9212074875831604,
123.0,Ist hier irgend jemand?,Anybody here?,Is there anyone here?,0.6170173287391663,
124.0,Ich werde es selbst herausfinden.,I'll figure it out myself.,I'll find out for myself.,0.2830166816711426,
125.0,Im Kühlschrank lagern.,Store in a refrigerator.,Store in refrigerator.,0.7110767364501953,
126.0,"Genau das, was du gesagt hast!",Exactly what you said!,Exactly what you have said!,0.6747143864631653,
127.0,- Warten Sie. - Carrie...,- Carrie...,- Wait. - Carrie...,0.49470072984695435,
128.0,Ich war ein Arschloch.,I was a pig.,I was an asshole.,-1.0387299060821533,
129.0,Er ist nicht hier.,He's not here.,He is not here.,0.8017860651016235,
130.0,Da ist mehr... darüber hinaus.,There is more beyond.,There is more... beyond that.,0.8147991895675659,
131.0,"du kannst sie eine Zeit ausschließen, aber sie wird nie verschwinden"".","you can shut it out for a time but it ain't going away"".","You can shut it out for a time, but it will never go away. """,0.303436279296875,
132.0,Das ist Blut.,That's blood.,This is blood.,0.7483946084976196,
133.0,"Nein, hör zu.","No, listen.","No, listen up.",0.677757978439331,
134.0,Über uns,Contact us,About us Contact,0.44946175813674927,
135.0,"Ich sehe nur noch eine Lösung, mein Colonel. Sie liegt an Ihnen, birgt aber große Risiken.","I see only one possible solution, colonel, it depends on you, and it's very risky.","I see only one solution, Colonel; it is up to you, but it involves great risks.",0.13977696001529694,
136.0,Das ist nicht witzig.,That ain't funny.,That is not funny.,-0.20451919734477997,
137.0,Mein Name ist Barry Allen. Ich bin der schnellste Mensch der Welt.,"My name is Barry Allen, and I am the fastest man alive.",My name is Barry Allen and I am the fastest person in the world.,0.5016252398490906,
138.0,- Es fängt an und hört wieder auf.,"On and off, off and on.",- It starts and it stops again.,-0.25547176599502563,
139.0,Deshalb habe ich dir etwas von meinem Vater mitgebracht. Wo ist Jake?,Where's Jake?,That's why I brought you something from my father. Where is Jake?,-0.548218846321106,
140.0,"- Ich habe ihm gesagt, er soll zur Hölle fahren.",- I told him to go to hell.,- I told him to go to hell.,0.9075785875320435,
141.0,Ich bin unglücklich.,- I'm not happy.,I am unhappy.,0.06703199446201324,
142.0,Wir haben es verbraucht.,We burned through it.,We have consumed it.,-0.3123534917831421,
143.0,Willkommen. Das trifft sich gut.,"Hello, Colonel.",Welcome. That's a good thing.,-0.9195537567138672,
144.0,"Komm doch am Nachmittag zu uns, dann würden wir was Besonderes für dich kochen. - Ja?",Mm-Hmm.,"Come to us in the afternoon, then we would cook something special for you. - Yes?",-1.452232837677002,
145.0,Fahr hier ran.,Pull over here.,Go here now.,-0.0955236405134201,
146.0,- Spiele.,"Play the game, Harding.",- Games.,-1.115959882736206,
147.0,"Nein, es stehen nur ein paar Dinge an.","Oh, no, just got a few things on.","No, there are only a few things to do.",0.13092730939388275,
148.0,6.3 Dauer der Haltbarkeit,6.3 Shelf-life,6.3 Duration of shelf life,0.5588710904121399,
149.0,Bubbs...,Bubs...,Bubbs and...,0.01650664210319519,
150.0,Bei einem Schätzwert von 300 000 Dollar.,"At a $300,000 valuation.",At an estimated value of 300 000 dollars.,0.7255953550338745,
151.0,- Warte auf uns!,- Wait for us!,- Wait for us!,0.8987621068954468,
152.0,Das verrate ich Ihnen.,I tell you.,I'll tell you that.,0.5451781153678894,
153.0,Wie fühlen Sie sich?,- Just fine.,How do you feel?,-1.2513611316680908,
154.0,Bei Ratten ging ein minimaler bis leichter Abfall der Erythrozytenwerte mit Knochenmarkveränderungen einher; ähnliche Veränderungen wurden mit geringerer Häufigkeit bei Affen beobachtet.,"In rats, minimal to mild decreases in erythrocyte parameters were accompanied by bone marrow changes; similar changes occurred in monkeys at a lower incidence.","In rats, minimal to mild decreases in erythrocyte counts were associated with bone marrow changes; similar changes were observed with lower frequency in monkeys.",0.5320472717285156,
155.0,Ich habe gar nichts. Wirklich.,I have nothing.,I don't have anything. Really.,0.5610095858573914,
156.0,Garden (116),Garden,Garden (116) (remove),-0.5591663122177124,
157.0,Wir hatten Kontakt.,We made contact.,We had contact.,0.5920434594154358,
158.0,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,THE PRESIDENT OF THE FEDERAL REPUBLIC OF GERMANY:,President of the Federal Republic of Germany:,0.8817847967147827,
159.0,- Logisch!,Word.,- Logically so!,-1.0223162174224854,
160.0,"He, du bist der aufgetaute Typ aus dem 20. Jahrhundert, nicht?","Hey, you're the unfrozen guy from the 20th century, right?","Hey, you're the thawed guy from the 20th century, aren't you?",-0.17770875990390778,
161.0,"Mann, du bist krank.","You're insane, man.","Man, you are sick.",-0.38404691219329834,
162.0,Es scheint Euch gut zu gehen.,You seem well.,It seems you are doing well.,0.43617093563079834,
163.0,Gruppe als & ungelesen markieren,Show folder quick search line edit,Mark group as & unread,-1.3510509729385376,
164.0,"Wann immer er sich öffentlich zeigte, wurde er von Autogramm- und Souvenirjägern umlagert.",'Everytime he appeared in public 'the crowds clamoured for his autograph and souvenirs.',"Whenever he appeared in public, he was surrounded by autograph and souvenir hunters.",0.13877242803573608,
165.0,Das wollen Sie vor den Kindern nicht hören.,"Ma'am, you're not gonna wanna hear this in front of your kids.",You don't want to hear that in front of the kids.,-0.3783506155014038,
166.0,DER RAT DER EUROPÄISCHEN UNION —,"THE COUNCIL OF THE EUROPEAN UNION,",THE COUNCIL OF THE EUROPEAN UNION -,0.8104623556137085,
167.0,Behalte den Rest.,Keep it.,Keep the rest.,0.12365761399269104,
168.0,- Nehmen Sie doch Platz.,"Uh, won't you sit down, please?",- Please take a seat.,-1.189500093460083,
169.0,"Ich bring euch um, verdammt.",I'm gonna fucking kill you.,"I'll kill you, damn it.",0.39564505219459534,
170.0,Ich brauche Hilfe!,I need help!,I need help!,0.9312078952789307,
171.0,Ich schwimme.,- Swimming.,I'm swimming.,0.1474483162164688,
172.0,Jetzt im TEMPLE THEATER DANTE,Now Playing TEMPLE THEATRE DANTE,Now at the Temple Theater Dante,0.29726141691207886,
173.0,Ein Lehrer.,A teacher.,A teacher.,0.9058793783187866,
174.0,Was macht der hier?,What 's he doing here?,What is he doing here?,0.7278076410293579,
175.0,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,4.5 Interaction with other medicinal products and other forms of interaction,4.5 Interactions with other medicinal products and other interactions,0.471244752407074,
176.0,Entschuldigen Sie!,- Excuse me.,Sorry about that!,-0.4557301998138428,
177.0,"Gut, ich werde gehen.",I'm leaving.,"Well, I will go.",-0.4734307527542114,
178.0,Seekartenunterlagen für schiffseigenen Radar,Chart facilities for shipborne radar,Charts for ship's own radar,-0.32066529989242554,
179.0,Hübsches Mädchen.,Clever girl.,Pretty girl.,0.9029067158699036,
180.0,Mir macht das alles nichts aus.,I'm totally cool with the situation.,I don't mind all that.,-0.9777127504348755,
181.0,Hier ist das Geld.,Here's some money.,Here is the money.,0.45990222692489624,
182.0,Das ist jetzt alles vorbei.,That's all over.,This is all over now.,0.7368468642234802,
183.0,"Sind Sie sicher, dass wir das tun sollten?",Are you sure we should be doing this?,Are you sure we should do that?,0.6519956588745117,
184.0,Der Präsident,The President,The president's office,0.17159529030323029,
185.0,"Die Mitgliedstaaten, in denen gemäß Nummer 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EWG) Nr. 1612/68 für rumänische Staatsangehörige gelten, können bis zum Ende eines Zeitraums von sieben Jahren nach dem Beitritt die in den folgenden Absätzen beschriebenen Verfahren anwenden.","Those Member States in which, by virtue of paragraph 3, 4 or 5, Articles 1 to 6 of Regulation (EEC) No 1612/68 apply as regards Romanian nationals, may resort to the procedures set out in the subparagraphs below until the end of the seven year period following the date of accession.","Member States in which Articles 1 to 6 of Regulation (EEC) No 1612 / 68 apply to Romanian nationals by virtue of points 3, 4 or 5 may apply the procedures set out in the following paragraphs until the end of a period of seven years after accession.",0.2181798368692398,
186.0,Sind Sie noch da?,Are you still there?,Are you still there?,0.920283317565918,
187.0,- Warum nicht?,Why not?,- Why not?,0.8802059888839722,
188.0,Würden Sie mich kurz entschuldigen?,- Would you excuse me for just a moment? - Sure.,Would you apologize briefly?,-0.4249165654182434,
189.0,Wofür?,For what?,For what?,0.8818773031234741,
190.0,"- Sag den Männern, sie sollen zurück.","- Order the men to move back, Joshua.",- Tell the men to go back.,-0.5169312953948975,
191.0,Ein Mann soll ein Bollwerk der Stärke sein.,You expect a man to be a tower of strength.,A man should be a bulwark of strength.,-0.8585350513458252,
192.0,"- Er ist es! - Sir, wie geht's Ihnen?",_,"- It's him! - Sir, how are you?",-1.328603982925415,
193.0,"Der militärische Orden ist streng mit jenen, die ihre Grenzen überschreiten.",The Faith Militant are very stern with those who overstep their bounds.,The military order is strict with those who overstep its borders.,-0.12937144935131073,
194.0,Warenbezeichnung,CCT heading,Product description,-1.2532761096954346,
195.0,Der Arsch hat mir das hier angetan.,"Yeah, I'm gonna beat his fucking ass.",My ass did this to me.,-1.1800951957702637,
196.0,Ich könnte etwas essen.,I could eat.,I could eat something.,0.6351498365402222,
197.0,- Es geht ihr gut.,- She's fine.,- She is doing well.,-0.168571338057518,
198.0,"- Mir gefällt es hier, Sir.","This place okay, for you? Oh, it's just fine, sir.","""I like it here, sir.",-1.0033810138702393,
199.0,Diese Verordnung tritt am Tag ihrer Veröffentlichung im Amtsblatt der Europäischen Gemeinschaften in Kraft.,This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.,This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.,0.8677576780319214,
200.0,"Nicht, dass Sie sich da verrechnen.",I don't want you getting any ideas.,Not that you're counting yourself there.,-0.7763596177101135,
201.0,"Danke, Gilbert.","Thank you, Gilbert.","Thank you, Gilbert.",0.924616813659668,
202.0,Hol dir einen Stuhl.,Pull up a chair.,Get yourself a chair.,-0.11414937674999237,
203.0,Es funktioniert!,It works!,It works!!!!,0.9143927097320557,
204.0,Aber an Weisheit fehlt es ihr nicht.,But not without wisdom.,But she does not lack wisdom.,0.3860933184623718,
205.0,"Sieh es als ersten Schritt der Renovierung an, ok?","Just consider this the official start of our remodel, okay?","Think of it as the first step in renovating, okay?",0.215844064950943,
206.0,Ich bin noch nicht fertig.,-But I'm not done.,I am not ready yet.,0.07088404893875122,
207.0,Ich hätte es wissen müssen...,I should've known you...,I should have known...,0.5665187239646912,
208.0,Ich bin so weit.,- OK. I'm ready.,So far I have arrived.,-0.6109064817428589,
209.0,- Ich will mein Geld zurück.,I want my money back.,- I want my money back.,0.9038988947868347,
210.0,Danke sehr.,Thank you.,Thank you very much.,0.42473918199539185,
211.0,Schau.,Look.,Look at me.,0.03703092038631439,
212.0,Nicht unbedingt.,Maybe not.,Not necessarily.,0.4711211919784546,
213.0,Die Guillotines sind ein Schandfleck.,The Guillotines are a stain,The guillotines are a blot.,-0.42874467372894287,
214.0,Das betrifft Sie nicht.,"Not you, sir.",This does not concern you.,-0.40629565715789795,
215.0,Welche Bedingungen?,At what terms?,What conditions?,0.17723369598388672,
216.0,Zieh doch einfach Chaturs Anzug an.,Take Chatur's suit instead,Just put on Chatur's suit.,-0.25773513317108154,
217.0,Es brennt!,We're on fire!,It is burning!,-0.8080422878265381,
218.0,. – Herr Präsident!,.,". - Mr President,",-0.38675355911254883,
219.0,Holen Sie das Ding aus meinem Kopf.,Help me!,Get that thing out of my head.,-0.8457785844802856,
220.0,"Wissen diejenigen, die Frauen zum Autofahren aufrufen, dass sie den Feinden dieses Landes dienen, indem sie es in Chaos und Korruption stürzen, wenn eigentlich Sicherheit, Glaube und Stabilität am dringendsten benötigt werden?!","Do those who call for women driving understand that they are serving the enemies of this country by getting it into chaos and corruption when it badly needs security, faith and stability?!","Do those who encourage women to drive know that they are serving the enemies of this country by plunging it into chaos and corruption when security, faith and stability are most needed?!",0.44272857904434204,
221.0,Ich bin der Boss.,I'm the boss.,I am the boss.,0.7604127526283264,
222.0,Meine Mutter war Italienerin.,My mother was Italian.,My mother was Italian.,0.9345890879631042,
223.0,Bilder auf der Vorderseite der Karteikarten anzeigen.,Show images on the front of the flashcard.,Display images on the front of the flashcards.,0.8986902236938477,
224.0,Natürlich nicht.,Of course not.,Of course not.,0.9007397294044495,
225.0,Ich flehe dich an.,I'm really begging you right now.,I beg of you.,-1.0159705877304077,
226.0,Verlass mich nicht.,Don't leave me.,Don't leave me.,0.924257755279541,
227.0,Das wird nicht helfen.,It won't help.,That will not help.,0.5622268915176392,
228.0,Lass mich mal sehen.,Let me see.,Let me see you soon.,0.18258795142173767,
229.0,Ihr Mistkerle!,Screw you all!,"You bastards, you!",-0.9560112953186035,
230.0,Aber...,But...,But... It's,0.5163188576698303,
231.0,Jetzt komm!,Let's get out of here.,Come on now!,-1.0104094743728638,
232.0,Einen Moment mal.,Wait a minute.,Just a moment.,-0.7558515071868896,
233.0,So was kann man schlecht einplanen.,It's not exactly something you can plan.,Something like this can be badly planned.,0.06408734619617462,
234.0,"So jemandem mache ich klar, daß ich für ihn zu schade bin.","Anybody who thinks that, I'll knock over sometime.",I make it clear to someone that I am too bad for him.,-0.6990214586257935,
235.0,"Ja, das tue ich und Mama auch.","Yes, I am, and Mother is too.","Yes, I do and so does my mom.",0.3808016777038574,
236.0,"Und deine Geister, Rossella?","And your spirits, Rossella?","And your ghosts, Rossella?",0.6301944851875305,
237.0,- Passt auf!,- Look out!,- Pay attention!,-0.017065584659576416,
238.0,Ich bin ja nicht weit weg.,I'm just down the beach.,I am not far away.,-0.9314534664154053,
239.0,Tschüs.,Bye.,Bye bye.,0.9176086783409119,
240.0,"auf Vorschlag der Kommission (1),","Having regard to the proposal from the Commission (1),","Having regard to the proposal (1),",-0.12428517639636993,
241.0,SubCentral.de und TV4User.de präsentieren:,"♪ Our whole universe was in a hot, dense state ♪ ♪ Then nearly 14 billion years ago expansion started... Wait!",SubCentral.de and TV4User.de present:,-1.2291529178619385,
242.0,Worte fallen aus Eurem Mund wie Scheiße aus dem Arsch.,"Words fall from your mouth, as shit from ass.",Words fall out of your mouth like shit out of your ass.,0.38267982006073,
243.0,Und weißt du wie?,And do you know why?,And do you know how?,-0.01335318386554718,
