Unnamed: 0,de,uk,TRANSLATION,meteor_score
23,Alle Blätter des Baums sind gelb geworden.,Усе листя на дереві стало жовтим.,Alle Blätter des Baums sind gelb geworden.,0.9985422740524781
24,Alle blieben.,Всі залишилися.,Alle blieben.,0.9375
25,Alle Frauen sind schön.,Всі жінки гарні.,Alle Frauen sind schön.,0.9921875
26,Alle haben geschlafen.,Усі спали.,Alle haben geschlafen.,0.9814814814814815
27,Alle haben wir ein Interesse an Geschichte. In gewissem Sinn sind wir alle Historiker.,Ми всі цікавимося історією. У певному сенсі ми всі історики.,Alle haben wir ein Interesse an Geschichte. In gewissem Sinn sind wir alle Historiker.,0.9998177842565598
28,Alle halten Tom für etwas verrückt.,"Усі вважають, що Том трохи божевільний.",Alle halten Tom für etwas verrückt.,0.9976851851851852
29,Alle hassen mich.,Усі мене ненавидять.,Alle hassen mich.,0.9814814814814815
30,Alle hassen Tom.,Всі ненавидять Тома.,Alle hassen Tom.,0.9814814814814815
31,Alle hatten ein gutes Jahr.,У кожного був гарний рік.,Alle hatten ein gutes Jahr.,0.996
32,Alle hatten ein gutes Jahr.,Усі вони мали гарний рік.,Alle hatten ein gutes Jahr.,0.996
33,Alle hatten Hunger.,Усі хотіли їсти.,Alle hatten Hunger.,0.9814814814814815
34,Alle Hunde sind am Leben.,Всі собаки живі.,Alle Hunde sind am Leben.,0.996
35,Alle Hunde sind lebendig.,Всі собаки живі.,Alle Hunde sind lebendig.,0.9921875
36,"Alle Hunde sind Tiere. Jedoch bedeutet das nicht, dass alle Tiere Hunde sind.","Усі собаки - тварини. Але це не значить, що усі тварини - собаки.","Alle Hunde sind Tiere. Jedoch bedeutet das nicht, dass alle Tiere Hunde sind.",0.9997724169321802
37,Alle ihre Bemühungen waren vergebens.,Всі їхні зусилля були марні.,Alle ihre Bemühungen waren vergebens.,0.996
38,Alle Jungen spielen gerne Baseball.,Всі хлопці полюбляють грати у бейсбол.,Alle Jungen spielen gerne Baseball.,0.996
39,Alle Jungen tanzten.,Усі хлопці танцювали.,Alle Jungen tanzten.,0.9814814814814815
40,Alle kannten das.,Усі це знали.,Alle kannten das.,0.9814814814814815
41,Alle Kinder erhielten ein Geschenk.,Всі діти отримали подарунок.,Alle Kinder erhielten ein Geschenk.,0.996
42,Alle lächelten.,Всі посміхнулися.,Alle lächelten.,0.9375
43,Alle lachten über ihn.,Всі сміялися з нього.,Alle lachten über ihn.,0.9921875
44,Alle lieben ihn.,Його всі люблять.,Alle lieben ihn.,0.9814814814814815
45,Alle lieben mich.,Усі люблять мене.,Alle lieben mich.,0.9814814814814815
46,Alle meine Freunde lieben American Football.,Всі мої друзі люблять американський футбол.,Alle meine Freunde lieben American Football.,0.9976851851851852
47,Alle meine Freunde lieben Fußball.,Всі мої друзі люблять футбол.,Alle meine Freunde lieben Fußball.,0.996
48,Alle meine Freunde mögen Computerspiele.,Всі мої друзі люблять комп'ютерні ігри.,Alle meine Freunde mögen Computerspiele.,0.996
49,Alle meine Freunde werden da sein.,Там будуть усі мої друзі.,Alle meine Freunde werden da sein.,0.9976851851851852
50,Alle Menschen müssen sterben.,Всі люди повинні померти.,Alle Menschen müssen sterben.,0.9921875
51,Alle Menschen sind gleich.,Всі люди рівні.,Alle Menschen sind gleich.,0.9921875
52,Alle mögen große Pizzas.,Усі люблять великі піци.,Alle mögen große Pizzas.,0.9921875
53,Alle müssen es wissen.,Усі мають знати.,Alle müssen es wissen.,0.9921875
54,Alle mussten Französisch lernen.,Всі мали вивчити французьку.,Alle mussten Französisch lernen.,0.9921875
55,Alle nennen ihn Mac.,Усі називають його Маком.,Alle nennen ihn Mac.,0.9921875
56,Alle reden über Tom.,Усі говорять про Тома.,Alle reden über Tom.,0.9921875
57,Aller guten Dinge sind drei.,Бог любить трійцю.,Aller guten Dinge sind drei.,0.996
58,Alle schlafen.,Всі сплять.,Alle schlafen.,0.9375
59,Alle schlafen.,Усі сплять.,Alle schlafen.,0.9375
60,Alles gut bei euch?,У всіх усе гаразд?,Alles gut bei euch?,0.996
61,Alles Gute zum Geburtstag!,З днем народження!,Alles Gute zum Geburtstag!,0.9921875
62,Alles hängt von deiner Entscheidung ab.,Усе залежить від твого рішення.,Alles hängt von deiner Entscheidung ab.,0.9976851851851852
63,Alles hier gehört mir.,Тут все моє.,Alles hier gehört mir.,0.9921875
64,Alle sind bereit.,Усі готові.,Alle sind bereit.,0.9814814814814815
65,Alle sind geschockt.,Всі в шоці.,Alle sind geschockt.,0.9814814814814815
66,Alle sind sehr beschäftigt.,Усі дуже зайняті.,Alle sind sehr beschäftigt.,0.9921875
67,Alles in Ordnung?,Все добре?,Alles in Ordnung?,0.9921875
68,Alles ist gut.,Все в порядку.,Alles ist gut.,0.9814814814814815
69,Alles ist gut.,Все гаразд.,Alles ist gut.,0.9814814814814815
70,Alles ist gut.,Усе гаразд.,Alles ist gut.,0.9814814814814815
71,Alles ist in Butter.,Все в шоколаді.,Alles ist in Butter.,0.9921875
72,Alles ist möglich.,Можливо все.,Alles ist möglich.,0.9814814814814815
73,Alles ist vorbei.,Все скінчилося.,Alles ist vorbei.,0.9814814814814815
74,Alles oder nichts.,Все чи нічого.,Alles oder nichts.,0.9814814814814815
75,Alles war nur ein Scherz.,Усе було лише жартом.,Alles war nur ein Scherz.,0.996
76,"Alles, was du tun musst, ist diesen roten Knopf zu drücken.","Все, що тобі треба зробити, - це натиснути на червону кнопку.","Alles, was du tun musst, ist diesen roten Knopf zu drücken.",0.9996243425995492
77,"Alles, was einen Anfang hat, hat auch ein Ende.","Все, що має початок, має і кінець.","Alles, was einen Anfang hat, hat auch ein Ende.",0.9993141289437586
78,"Alles, was ich habe, ist ein Buch.","Все, що я маю, - це книжка.","Alles, was ich habe, ist ein Buch.",0.9985422740524781
79,"Alles, was Tom gesagt hat, stimmt.","Все, що сказав Том, - правда.","Alles, was Tom gesagt hat, stimmt.",0.9976851851851852
80,Alles wird gut sein.,Все буде в порядку.,Alles wird gut sein.,0.9921875
81,Alles wird gut werden.,Все буде в порядку.,Alles wird gut werden.,0.9921875
82,Alles wird gut.,Все буде добре.,Alles wird gut.,0.9814814814814815
83,Alle überlebten.,Всі вижили.,Alle überlebten.,0.9375
84,Alle Vögel haben Federn.,Всі птахи мають пір'я.,Alle Vögel haben Federn.,0.9921875
85,Alle waren auf meinen Erfolg neidisch.,Усі заздрили моєму успіху.,Alle waren auf meinen Erfolg neidisch.,0.9976851851851852
86,Alle waren zufrieden.,Усі були задоволені.,Alle waren zufrieden.,0.9814814814814815
87,Alle Wege führen nach Rom.,Всі дороги ведуть до Риму.,Alle Wege führen nach Rom.,0.996
88,Alle Wege führen nach Rom.,Усі шляхи ведуть до Риму.,Alle Wege führen nach Rom.,0.996
89,Almaty ist meine Lieblingsstadt!,Алмати - моє улюблене місто!,Almaty ist meine Lieblingsstadt!,0.9921875
90,"Als ich aufwachte, fiel Schnee.","Коли я прокинулася, йшов сніг.","Als ich aufwachte, fiel Schnee.",0.996
91,Als Jugendlicher schrieb Tom gerne Gedichte.,"Коли Том був підлітком, він любив віршувати.",Als Jugendlicher schrieb Tom gerne Gedichte.,0.9976851851851852
92,Als Jugendlicher schrieb Tom gerne Gedichte.,"Коли Том був підлітком, він любив писати вірші.",Als Jugendlicher schrieb Tom gerne Gedichte.,0.9976851851851852
93,"Also, sagen wir Feierabend?","Отож, на сьогодні досить?","Also, sagen wir Feierabend?",0.996
94,Also sprach Zarathustra.,Так казав Заратустра.,Also sprach Zarathustra.,0.9814814814814815
95,Alte Teppiche sind wertvoller als neue.,Старі килими коштовніші за нові.,Alte Teppiche sind wertvoller als neue.,0.9976851851851852
96,Alte Teppiche sind wertvoller als neue.,Старі килими цінніші за нові.,Alte Teppiche sind wertvoller als neue.,0.9976851851851852
97,Aluminium ist ein Metall.,Алюміній - метал.,Aluminium ist ein Metall.,0.9921875
98,Am 24. Dezember ist Heiligabend.,24 грудня - канун Різдва.,Am 24. Dezember ist Heiligabend.,0.996
99,Am Anfang schuf Gott Himmel und Erde.,На початку Бог створив Небо та землю.,Am Anfang schuf Gott Himmel und Erde.,0.9985422740524781
100,Amerikaner sind überaus freundliche Leute.,Американці - дуже дружелюбні люди.,Amerikaner sind überaus freundliche Leute.,0.996
101,Am Tage ihrer Hochzeit sind alle Bräute schön.,У день весілля всі наречені красиві.,Am Tage ihrer Hochzeit sind alle Bräute schön.,0.9990234375
102,Am Wochenende arbeite ich nie.,Я ніколи не працюю у вихідні.,Am Wochenende arbeite ich nie.,0.996
103,An Deck sind 48 Seeleute.,На борту сорок вісім моряків.,An Deck sind 48 Seeleute.,0.996
104,An deiner Stelle ginge ich sofort nach Hause.,На твоєму місці я би відразу пішов додому.,An deiner Stelle ginge ich sofort nach Hause.,0.9990234375
105,An deiner Stelle würde ich das nicht machen.,На твоєму місці я би не став цього робити.,An deiner Stelle würde ich das nicht machen.,0.9990234375
106,An der Wand hängt eine Karte.,На стіні висить географічна карта.,An der Wand hängt eine Karte.,0.9976851851851852
107,An der Wand hängt eine Karte.,На стіні висить мапа.,An der Wand hängt eine Karte.,0.9976851851851852
108,Angelica Pickles ist sehr egoistisch.,Анжеліка Піклз дуже егоїстична.,Angelica Pickles ist sehr egoistisch.,0.996
109,Angenehm!,Приємно познайомитися!,Angenehm!,0.5
110,Anja lebt in Danzig.,Аня живе у Гданьску.,Anja lebt in Danzig.,0.9921875
111,Ankara ist die Hauptstadt der Türkei.,Анкара - столиця Туреччини.,Ankara ist die Hauptstadt der Türkei.,0.9976851851851852
112,An meinem Mantel ist ein Knopf abgegangen.,В мене на плащі один ґудзик відірвався.,An meinem Mantel ist ein Knopf abgegangen.,0.9985422740524781
113,"Anna Achmatowa, Maxim Gorki, Arkadi Gaidar, Mark Twain, O. Henry, George Sand, Stendhal, Molière, Voltaire – diese alle tragen nicht ihren richtigen Familiennamen, sondern ein Pseudonym.","Анна Ахматова, Максим Горький, Аркадій Гайдар, Марк Твен, О. Генрі, Жорж Санд, Стендаль, Мольєр, Вольтер... У них у всіх не справжні прізвища, а псевдоніми.","Анна Achmatowa, Maxim Gorki, Arkadi Gaidar, Mark Twain, O. Henry, George Sand, Stendhal, Molière, Voltaire  diese alle tragen nicht ihren richtigen Familiennamen, sondern ein Pseudonym.",0.9263728013728014
114,Ann mag Schokolade sehr.,Ганна дуже любить шоколад.,Ann mag Schokolade sehr.,0.9921875
115,"Anstatt zur Schule zu gehen, blieb er zuhause.","Замість того, щоб іти до школи, він лишився вдома.","Anstatt zur Schule zu gehen, blieb er zuhause.",0.9990234375
116,Antworte mir.,Дай мені відповідь.,Antworte mir.,0.9375
117,Antworten Sie auf Englisch.,Відповідайте англійською.,Antworten Sie auf Englisch.,0.9921875
118,Antworten Sie auf Englisch.,Дайте відповідь англійською.,Antworten Sie auf Englisch.,0.9921875
119,Antwortet auf Englisch.,Відповідайте англійською.,Antwortet auf Englisch.,0.9814814814814815
120,Äpfel sind rot.,Яблука червоні.,Äpfel sind rot.,0.9814814814814815
121,Äpfel wachsen auf Bäumen.,Яблука ростуть на деревах.,Äpfel wachsen auf Bäumen.,0.9921875
122,Araber verfolgen mich.,Араби мене переслідують.,Araber verfolgen mich.,0.9814814814814815
123,Arbeit adelt.,Праця облагороджує.,Arbeit adelt.,0.9375
124,"Arbeite schnell, iss langsam!","Працюй швидко, їж повільно.","Arbeite schnell, iss langsam!",0.9921875
125,Arbeitest du morgen früh im Hotel?,Ти працюватимеш в готелі завтра вранці?,Arbeitest du morgen früh im Hotel?,0.9985422740524781
126,"Argentinien, Chile, Uruguay, Paraguay und Südbrasilien sind Teil des Südkegels.","Аргентина, Чилі, Уругвай, Парагвай та Південна Бразилія є частиною Південного Конуса.","Аргентини, Чилі, Уругвай, Парагвай und Südbrasilien sind Teil des Südkegels.",0.5986111111111111
127,Ärgere dich nicht.,Не злостися!,Ärgere dich nicht.,0.9814814814814815
128,Astana ist die Hauptstadt von Kasachstan.,Астана - столиця Казахстану.,Astana ist die Hauptstadt von Kasachstan.,0.9976851851851852
129,Atmen Sie tief ein und entspannen Sie sich.,Глибоко зітхніть і розслабтеся.,Atmen Sie tief ein und entspannen Sie sich.,0.9990234375
130,Atmen Sie tief ein.,Глибоко вдихніть.,Atmen Sie tief ein.,0.9921875
131,Atmet ein.,Вдихніть.,Atmet ein.,0.9375
132,Atmet sie?,Вона дихає?,Atmet sie?,0.9814814814814815
133,Auch das noch!,Лише цього не вистачало!,Auch das noch!,0.9814814814814815
134,Auch die schwärzeste Kuh gibt nur weiße Milch.,Навіть найчорніша корова дає лише біле молоко.,Auch die schwärzeste Kuh gibt nur weiße Milch.,0.9990234375
135,Auch er ist Schriftsteller.,Він теж письменник.,Auch er ist Schriftsteller.,0.9921875
136,Auch Gott versteht Esperanto.,Бог теж розуміє есперанто.,Auch Gott versteht Есперанто.,0.7361111111111112
137,Auch ich liebe euch.,Я вас теж кохаю.,Auch ich liebe euch.,0.9921875
138,Auch ich mag Süßigkeiten.,Мені також подобаються цукерки.,Auch ich mag Süßigkeiten.,0.9921875
139,Auch meine Mutter ist Lehrerin.,Моя мати теж вчителька.,Auch meine Mutter ist Lehrerin.,0.996
140,Auch sie liebt Schokolade.,Вона теж обожнює шоколад.,Auch sie liebt Schokolade.,0.9921875
141,"Auch wenn Amerika ein entwickeltes Land ist, findet man dort nicht wenige sehr arme Menschen.","Хоча Сполучені Штати й розвинена країна, проте там є дуже бідні люди.","Auch wenn Amerika ein entwickeltes Land ist, findet man dort nicht wenige sehr arme Menschen.",0.9998518518518519
142,Auf dem Dokument stand seine Unterschrift.,На документі стояв його підпис.,Auf dem Dokument stand seine Unterschrift.,0.9976851851851852
143,Auf dem Mond gibt es keine Luft.,На Місяці немає повітря.,Auf dem Mond gibt es keine Luft.,0.9985422740524781
144,Auf dem Tisch befindet sich eine Blume.,На столі квітка.,Auf dem Tisch befindet sich eine Blume.,0.9985422740524781
145,Auf dem Tisch liegt ein Apfel.,На столі є яблуко.,Auf dem Tisch liegt ein Apfel.,0.9976851851851852
146,Auf dem Tisch liegt eine Melone.,На столі лежить диня.,Auf dem Tisch liegt eine Melone.,0.9976851851851852
147,Auf dem Tisch steht eine Vase.,На столі стоїть ваза.,Auf dem Tisch steht eine Vase.,0.9976851851851852
148,Auf dem Weg zur Schule habe ich mein Portemonnaie verloren.,Я загубив гаманець по дорозі до школи.,Auf dem Weg zur Schule habe ich mein Portemonnaie verloren.,0.9995
149,Auf der Insel ist es das ganze Jahr über warm.,На цьому острові тепло цілий рік.,Auf der Insel ist es das ganze Jahr über warm.,0.9995
150,Auf der Insel ist es ganzjährig warm.,На цьому острові тепло цілий рік.,Auf der Insel ist es ganzjährig warm.,0.9985422740524781
151,Auf der Straße ist niemand zu sehen.,На вулиці нікого не видно.,Auf der Straße ist niemand zu sehen.,0.9985422740524781
152,Auf der Welt gibt es mehr als siebentausend Sprachen.,У свiтi бiльше нiж сiм тисяч мов.,Auf der Welt gibt es mehr als siebentausend Sprachen.,0.9993141289437586
153,Auf die Knie!,На коліна!,Auf die Knie!,0.9814814814814815
154,Auf was warten wir?,На що ми чекаємо?,Auf was warten wir?,0.996
155,Auf welches Pferd hast du gewettet?,На якого коня ти поставив?,Auf welches Pferd hast du gewettet?,0.9985422740524781
156,Auf wen wartest du?,На кого ти чекаєш?,Auf wen wartest ду?,0.7500000000000001
157,Auf wen wartet ihr?,На кого ви чекаєте?,Auf wen wartet ihr?,0.996
158,"Auf Wiedersehen, Sayoko.","До побачення, Сайоко.","Auf Wiedersehen, Sayoko.",0.9814814814814815
159,Auf Wiedersehen!,До побачення!,Auf Wiedersehen!,0.9375
160,Auf Wiedersehen!,Побачимося!,Auf Wiedersehen!,0.9375
161,Auf wie vielen Konzerten warst du letztes Jahr?,Скільки концертів ти відвідала минулого року?,Auf wie vielen Konzerten warst du letztes Jahr?,0.9993141289437586
162,Auf wie vielen Konzerten wart ihr letztes Jahr?,Скільки концертів ви відвідали минулого року?,Auf wie vielen Konzerten wart ihr letztes Jahr?,0.9993141289437586
163,Augenblick...,Хвилиночку...,Augenblick...,0.5
164,Augen sind die Fenster der Seele.,Очі - це вікна душі.,Augen sind die Fenster der Seele.,0.9976851851851852
165,Aus dem kleinen Mädchen wurde eine schöne Frau.,Маленька дівчинка перетворилася на гарну жінку.,Aus dem kleinen Mädchen wurde eine schöne Frau.,0.9990234375
166,Ausnahmen bestätigen die Regel.,Винятки підтверджують правила.,Ausnahmen bestätigen die Regel.,0.9921875
167,Aus persönlichen Gründen.,З особистих причин.,Aus persönlichen Gründen.,0.9814814814814815
168,Außer mir hat er keine Freunde.,"У нього немає друзів, окрім мене.",Außer mir hat er keine Freunde.,0.9976851851851852
169,Außer seinen Eltern kennt ihn niemand richtig.,"Окрім його батьків, ніхто не знає його як слід.",Außer seinen Eltern kennt ihn niemand richtig.,0.9985422740524781
170,Australien exportiert viel Wolle.,Австралія експортує багато вовни.,Австраліан експортує viel Wolle.,0.46875
171,Australien ist nicht Österreich.,Австралія - це не Австрія.,Australien ist nicht Österreich.,0.9921875
172,Aus wie vielen Inseln besteht Indonesien?,Скільки Індонезія має островів?,Aus wie vielen Inseln besteht Indonesien?,0.9985422740524781
173,Babys fallen oft um.,Діти часто падають.,Babys fallen oft um.,0.9921875
174,Babys fallen oft.,Діти часто падають.,Babys fallen oft.,0.9814814814814815
175,Baku ist die Hauptstadt Aserbaidschans.,Баку - столиця Азербайджану.,Baku ist die Hauptstadt Aserbaidschans.,0.996
176,Bald ist es Frühling.,Скоро весна.,Bald ist es Frühling.,0.9921875
177,Bald ist Neujahr.,Скоро Новий Рік.,Bald ist Neujahr.,0.9814814814814815
178,Bald werden wir fünfundsiebzigtausend russische Sätze haben.,Скоро ми матимемо сімдесят п’ять тисяч російських речень.,Bald werden wir fünfundsiebtausend russische Sätze haben.,0.8412698412698414
179,Bananen schmecken gut.,Банани смачні.,Bananen schmecken gut.,0.9814814814814815
180,Barack Obama ist Christ.,Барак Обама християнин.,Barack Obama ist Christ.,0.9921875
181,Barcelona ist die Hauptstadt Kataloniens und zweitgrößte Stadt Spaniens.,Барселона - це столиця Каталонії та друге за розмірами місто Іспанії.,Barcelona ist die Hauptstadt Kataloniens und zweitgrößte Stadt Spaniens.,0.9993141289437586
182,Barcelona ist die Hauptstadt von Katalonien und die zweitgrößte Stadt Spaniens.,Барселона - це столиця Каталонії та друге за розмірами місто Іспанії.,Barcelona ist die Hauptstadt von Katalonien und die zweitgrößte Stadt Spaniens.,0.9996243425995492
183,Bären mögen Honig.,Ведмеді люблять мед.,Bären mögen Honig.,0.9814814814814815
184,Bäume leben.,Дерева живі.,Bäume leben.,0.9375
185,Beantworten Sie die Frage!,Відповідайте на запитання!,Beantworten Sie die Frage!,0.9921875
186,Beantworten Sie die Frage!,Дайте відповідь на питання!,Beantworten Sie die Frage!,0.9921875
187,Beeil dich! Sonst verpasst du noch den Zug.,"Хутко, бо не встигнеш на потяг.",Beeil dich! Sonst verpasst du noch den Zug.,0.9990234375
188,Beeilen Sie sich! Sonst verpassen Sie noch den Zug.,"Хутко, бо не встигнете на потяг.",Beeilen Sie sich! Sonst verpassen Sie noch den Zug.,0.9993141289437586
189,Beeilen wir uns lieber!,Нам краще поспiшити.,Beeilen wir uns lieber!,0.9921875
190,"Beeilt euch, Leute!","Покваптеся, хлопці.","Beeilt euch, Leute!",0.9814814814814815
191,"Beeilt euch, sonst verpasst ihr den Zug.","Покваптеся, бо спізнитеся на потяг.","Beeilt euch, sonst verpasst ihr den Zug.",0.9985422740524781
192,Beeilt euch! Sonst verpasst ihr noch den Zug.,"Хутко, бо не встигнете на потяг.",Beeilt euch! Sonst verpasst ihr noch den Zug.,0.9990234375
193,Beethoovens „Ode an die Freude“ ist die offizielle Hymne der Europäischen Union.,«Ода до радості» Бетховена - офіційний гімн Європейського союзу.,Beethoovens Ode an die Freude ist die offizielle Hymne der Europäischen Union.,0.8627717391304347
194,Befreit Bolivien!,Свободу Болівії!,Befreit Боліvien!,0.25
195,Beginnen Sie noch einmal.,Почніть знову.,Beginnen Sie noch einmal.,0.9921875
196,Bei dem dichten Nebel war die Straße kaum zu sehen.,Через густий туман на дорозі була погана видимість.,Bei dem dichten Nebel war die Straße kaum zu sehen.,0.9995
197,Beide sind am Leben.,Вони обидва живі.,Beide sind am Leben.,0.9921875
198,Beide sind am Leben.,Обидва живі.,Beide sind am Leben.,0.9921875
199,Beide sind tot.,Вони обидва мертві.,Beide sind tot.,0.9814814814814815
200,Beide sind tot.,Вони обидві мертві.,Beide sind tot.,0.9814814814814815
201,Bei einem Brand benutzen Sie bitte die Treppe.,"У разі пожежі, користуйтеся сходами.",Bei einem Brand benutzen Sie bitte die Treppe.,0.9990234375
202,Beißt dein Hund?,Твій собака кусається?,Beißt dein Hund?,0.9921875
203,Bei uns ist alles in Ordnung.,У нас все гаразд.,Bei uns ist alles in Ordnung.,0.9976851851851852
204,Beleidigen Sie mich nicht!,Не ображайте мене.,Beleidigen Sie mich nicht!,0.9921875
205,Belgien ist nicht so groß wie Frankreich.,"Бельгія не така велика, як Франція.",Belgien ist nicht so groß wie Frankreich.,0.9985422740524781
206,Belgrad ist die Hauptstadt von Serbien.,Белград - столиця Сербії.,Belgrad ist die Hauptstadt von Serbien.,0.9976851851851852
207,Belgrad ist die Hauptstadt von Serbien.,Белград - це столиця Сербії.,Belgrad ist die Hauptstadt von Serbien.,0.9976851851851852
208,Benehmen Sie sich nicht wie ein Kind!,"Не поводьтеся, як дитина.",Benehmen Sie sich nicht wie ein Kind!,0.9985422740524781
209,Benimm dich anständig.,Поводься чемно.,Benimm dich anständig.,0.9814814814814815
210,Benimm dich nicht wie ein Kind!,"Не поводься, як дитина.",Benimm dich nicht wie ein Kind!,0.9976851851851852
211,Berlin ist eine deutsche Stadt.,Берлін - німецьке місто.,Berlin ist eine deutsche Stadt.,0.996
212,Besser ein Vogel in der Hand als zehn in der Luft.,"Краще синиця в жмені, ніж журавель в небі.",Besser ein Vogel in der Hand als zehn in der Luft.,0.9996243425995492
213,Besser.,Так ліпше.,Besser.,0.5
214,Betreibst du irgendwelche Sportarten?,Ти займаєшся якими-небудь видами спорту?,Betreibst du irgendwelche Sportarten?,0.996
215,Betty ist eine Serienmörderin.,Бетті - серійна вбивця.,Betty ist eine Serienmörderin.,0.9921875
216,Betty kam als letzte.,Беті прийшла останньою.,Betty kam als letzte.,0.9921875
217,Betty spricht sehr gut Esperanto.,Беті дуже добре розмовляє на есперанто.,Betty spricht sehr gut Есперанто.,0.7937500000000002
218,Beweise es.,Доведи це.,Beweise е.,0.25
219,"Bezahl, was du möchtest.","Заплати стільки, скільки хочеш.","Bezahl, was ду möchtest.",0.6388888888888888
220,Biegen Sie an der Kreuzung rechts ab.,Поверніть праворуч на перехресті.,Biegen Sie an der Kreuzung rechts ab.,0.9985422740524781
221,Bill geht oft in den Park.,Білл часто ходить до парку.,Bill geht oft in den Park.,0.9976851851851852
222,Billig ist teuer.,Скупий платить двічі.,Billig ist teuer.,0.9814814814814815
223,Bill kommt nächste Woche zurück.,Біл повернеться наступного тижня.,Bill kommt nächste Woche zurück.,0.996
224,Bill lebt nah am Meer.,Біл живе недалеко від моря.,Bill lebt nah am Meer.,0.996
225,Bill raucht nicht mehr.,Білл більше не палить.,Bill raucht nicht mehr.,0.9921875
226,"Bill, ruf mich heute Abend an.","Біле, зателефонуй мені сьогодні ввечері.","Bill, ruf mich heute Abend an.",0.9976851851851852
227,Bill war in Japan.,Біл був у Японії.,Bill war in Japan.,0.9921875
228,Bill wohnt in der Nähe des Meeres.,Біл живе недалеко від моря.,Bill wohnt in der Nähe des Meeres.,0.9985422740524781
229,Bin ich bereit?,Я готова?,Bin ich bereit?,0.9921875
230,Bin ich bereit?,Я готовий?,Bin ich bereit?,0.9921875
231,Bin ich gefeuert?,Я звільнена?,Bin ich gefeuert?,0.9921875
232,Bin ich in London?,Чи я в Лондоні?,Bin ich in London?,0.996
233,Bin ich in London?,Я в Лондоні?,Bin ich in London?,0.996
234,Bis bald!,Побачимося!,Bis bald!,0.9375
235,Bis fünf Uhr wird er wieder zurück sein.,Він повернеться з школи до п'ятої.,Bis fünf Uhr wird er wieder zurück sein.,0.9990234375
236,Bis morgen!,До завтра!,Bis morgen!,0.9375
237,Bis nächste Woche!,Побачимося наступного тижня.,Bis nächste Woche!,0.9814814814814815
238,Bis später!,Побачимось пізніше!,Bis später!,0.9375
239,Bist du am Arbeiten?,Ти на роботі?,Bist du am Arbeiten?,0.996
240,Bist du Amerikaner?,Ти американець?,Bist du Amerikaner?,0.9921875
241,Bist du an Musik interessiert?,Тебе цікавить музика?,Bist du an Musik зацікавлений?,0.8066666666666668
242,Bist du Atheist?,Ти атеїст?,Bist du Atheist?,0.9921875
243,Bist du Atheist?,Ти атеїстка?,Bist du Atheist?,0.9921875
244,Bist du aus den Vereinigten Staaten?,Ти зі Сполучених Штатів?,Bist ду aus den Vereinigten Staaten?,0.8412698412698414
245,Bist du Ausländer?,Ти іноземець?,Bist du Ausländer?,0.9921875
246,Bist du bei mir?,Ти зі мною?,Bist du bei mir?,0.996
247,Bist du bereit anzufangen?,Готовий починати?,Bist du bereit anzufangen?,0.996
248,"Bist du bereit, aus dem Haus zu gehen?",Готовий іти надвір?,"Bist du bereit, aus dem Haus zu gehen?",0.9993141289437586
