Unnamed: 0,DE,EN,TRANSLATION,BLEURT_Score,UK
29.0,Keine Bewegung.,-hold it! hold it! -Jesus.,- Halt es auf!,-1.1551082134246826,
30.0,"Ja, natürlich.","Yes, sir. I'm very sorry.","Ja, Sir, es tut mir sehr leid.",-0.5653947591781616,
31.0,Die Autoschlüssel.,Give me your car keys.,Gib mir deine Autoschlüssel.,-0.07823078334331512,
32.0,Wir könnten überall in der Galaxie herauskommen.,We could be thrown anywhere in the galaxy.,Wir könnten überall in der Galaxie geworfen werden.,0.1445482224225998,
33.0,"Pumbaa, du bist 'n Schwein.","Pumbaa, you are a pig.","Pumbaa, du bist ein Schwein.",0.40896594524383545,
34.0,Übrigens:,Extra tip:,Zusätzlicher Tipp:,-1.1796019077301025,
35.0,Heiß!,Hot!,Es ist heiß!,0.583564817905426,
36.0,Aber jetzt nicht mehr.,But not any more,Aber nicht mehr.,0.020962640643119812,
37.0,- Das stimmt.,- That's true.,- Das ist wahr.,-0.8988282680511475,
38.0,"Pink für dich, Blau für Luke.","Pink for you, blue for Luke.","Pink für dich, blau für Luke.",0.9138926267623901,
39.0,- Ganz ruhig bleiben.,That's right.,- Das stimmt.,-1.1709845066070557,
40.0,"Weißt du, wer Remy Danton ist?",Do you know who Remy Danton is?,"Weißt du, wer Remy Danton ist?",0.893476128578186,
41.0,Ich möchte jetzt gehen.,I want to go.,Ich will gehen.,-0.7256388068199158,
42.0,- Sicher.,Sure.,- Sicher.,0.9082101583480835,
43.0,Ich darf mich für eure Geduld bedanken.,Thank you for your patience.,Danke für Ihre Geduld.,-0.9661939144134521,
44.0,"Bob, Sie haben da was am Anzug.","Yeah. Bob, you got something on your suit.","Ja, Bob, du hast etwas auf deinem Anzug.",-0.6008806228637695,
45.0,Sieht gut aus.,Looks good.,Das sieht gut aus.,0.9111691117286682,
46.0,- Sid.,- Sid.,- Das ist Sid.,-0.10616140067577362,
47.0,- Ein Bündnis mit wem?,- Klaus.,- Das ist Klaus.,-0.8817596435546875,
48.0,- Hast du das gesehen? - Was?,- Did you see that?,- Hast du das gesehen?,0.265529066324234,
49.0,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,At least 90 %; secondary components 4-6 % geraniol and 1-2 % nerol,Mindestens 90 %; Sekundärkomponenten 4-6 % Geraniol und 1-2 % Nerol,0.675251305103302,
50.0,Wir fahren.,We're leaving.,Wir gehen weg.,-0.5953339338302612,
51.0,Drücken!,Push! Push!,Schieben Sie!,-0.6672656536102295,
52.0,Geht schon.,You'll do.,Das kannst du.,-1.2404793500900269,
53.0,Wissen Sie Bescheid über Manfredi und den Pakt?,Do you know about Manfredi and the covenant...?,Weißt du von Manfredi und dem Covenant...?,-0.6148922443389893,
54.0,Länge des GGB,Length of SCI,Länge der SCI,-0.7511816024780273,
55.0,- Ja. Genau so.,Something like that.,So etwas.,-1.2742819786071777,
56.0,"Nein, das ist unmöglich.",It's just not possible.,Das ist einfach nicht möglich.,-0.14948208630084991,
57.0,"Sei willkommen, Bruder.","Welcome, brother.","Willkommen, Bruder.",0.26923057436943054,
58.0,Wer sind diese Männer?,who are those men?,Wer sind diese Männer?,0.9059014916419983,
59.0,Hört zu...,Listen!,Hören Sie sich an!,-0.815680980682373,
60.0,So. Ihr müsst den Rhythmus finden.,You guys got to get a rhythm going.,Ihr habt einen Rhythmus zu bekommen.,-0.8144567012786865,
61.0,Artikel 14 und möglichst,Article 14,Artikel 14,-0.3922393321990967,
62.0,Durst!,Durst!,Durst! Das ist Durst!,0.044841259717941284,
63.0,Weiter!,Okay.,- Das ist okay.,-1.234095573425293,
64.0,Erweitert,Toggle Present Windows (Current desktop),Schalt die gegenwärtigen Windows ( gegenwärtige Desktop),-0.8828785419464111,
65.0,Legen Sie die Endzeit fest.@option:check,Set the end time,Setzen Sie die Endzeit,-0.8887922763824463,
66.0,"Oh, Sie armes Ding.","Oh, you poor thing.","Oh, du arme Kerl.",-0.5005031824111938,
67.0,"Sie würden herausfinden wollen: ,Bin ich allein?""","You're attempting to find, ""Am I alone?""","Sie versuchen zu finden: "" bin ich allein?""",-0.18719260394573212,
68.0,"Ich habe keinen Hunger, Dad.","God, Dad. I'm not hungry.",Ich bin nicht hungrig.,-1.0110859870910645,
69.0,"Schaden entsteht vor allem dann, wenn in der Türkei Hoffnungen auf einen Beitritt erweckt wurden, diese angesichts der politischen Lage aber nicht erfüllt werden können.",It will have done more harm if Turkey's expectations of accession have been raised and cannot be met because of the political situation.,"Es würde noch mehr Schaden verursachen, wenn die Erwartungen der Türkei an den Beitritt erhöht worden wären und aufgrund der politischen Situation nicht erfüllt werden könnten.",-0.08639876544475555,
70.0,Ich meine es ernst!,I'm serious.,Ich meine das ernst.,0.06752143800258636,
71.0,Du hast angefangen.,You are there begun.,Sie sind da angefangen.,-0.03001388907432556,
72.0,Zur subkutanen Anwendung,Subcutaneous use,Subkutane Anwendung,0.5841167569160461,
73.0,(Lois) Es geht mir gut. - Was tun Sie hier?,- So he's alive?,- Also ist er am Leben?,-1.0975946187973022,
74.0,"Er sagte, er kennt die Leute, die damit zu tun hatten.","Well, he said that he knew the people that were involved.","Er sagte, er kenne die Leute, die daran beteiligt waren.",-0.10212366282939911,
75.0,Zum Anfang,Home,Zuhause,-1.1160922050476074,
76.0,Du bist doch verrückt!,You're insane!,Du bist verrückt!,0.16856367886066437,
77.0,"Der Rat vertritt bezüglich des Westsaharakonflikts die allgemeine politische Linie der uneingeschränkten Unterstützung der UN und des Sonderbeauftragten des UN-Generalsekretärs, James Baker, in seinem Bestreben, eine Lösung des Konfliktes herbeizuführen.",The general political stance of the Council with regard to the conflict in Western Sahara is to fully support the United Nations and the UN Secretary General' s personal envoy James Baker in their work on finding a solution to the conflict.,"Die allgemeine politische Haltung des Rates hinsichtlich des Konflikts in der Westsahara besteht darin, die Vereinten Nationen und den persönlichen Gesandten des UN-Generalsekretärs James Baker bei der Suche nach einer Lösung des Konflikts vollständig zu unterstützen.",-0.032781556248664856,
78.0,Was zum Teufel hab ich hier vor mir?,What the hell am I looking at?,Was zum Teufel schaue ich mir an?,-0.0019485801458358765,
79.0,Seht ihr?,"- The museum's only interested in the collection... if you're in it, Woody.","Das Museum interessiert sich nur für die Sammlung, wenn du darin bist, Woody.",-1.5063551664352417,
80.0,Geh nach Hause!,Home!,Zu Hause!,-0.3550342321395874,
81.0,"Wie sehend und hörend werden sie sein, wenn sie zu Uns kommen! Doch die Unrecht- Begehenden sind heute im offenkundigen Irrtum.","How keenly would they hear and see when they come before Us then, even though today the evil-doers are lost in palpable error.","Wie gern würden sie hören und sehen, wenn sie dann zu Uns kommen, obwohl die Ungerechten heute in einem deutlichen Irrtum verloren sind.",0.016587689518928528,
82.0,Hören Sie auf.,Stop it!,Hören Sie auf!,0.8598911762237549,
83.0,Das versprech ich dir.,I promise you that.,Das verspreche ich dir.,0.806999683380127,
84.0,Wie lautet er?,What is it?,- Was ist das?,-1.1625527143478394,
85.0,Gothisch,Gothic,Gothisch,0.8700204491615295,
86.0,"Hier geht es nicht um eine Zombie- Mahlzeit, das ist Organdiebstahl.",This isn't zombie lunch. This is organ theft.,"Das ist kein Zombie-Lunch, sondern Orgelstall.",-0.9611830711364746,
87.0,"Wenn das Gebet beendet ist, dann breitet euch im Land aus und strebt nach etwas von der Huld Gottes. Und gedenkt Gottes viel, auf daß es euch wohl ergehe.","But when the prayer is ended, then disperse abroad in the land and seek of Allah's grace, and remember Allah much, that you may be successful.","Aber wenn das Gebet abgeschlossen ist, dann verstreut euch auf der Erde und sucht Allahs Gnade, und gedenkt Allah viel, damit ihr erfolgreich seid.",-0.2565549612045288,
88.0,Haltet den Dieb!,Thief! Thief!,"Dieb, Dieb!",-0.4176516532897949,
89.0,"ABl. L 257 vom 27.10.1995, S. 1.","OJ L 257, 27.10.1995, p. 1.","OJ L 257, 27.10.1995, S. 1.",0.19199566543102264,
90.0,- Merkur. - GroßerZeus?,- Mercury...,- Merkur...,-0.6875588893890381,
91.0,- Ich komme gleich.,- Lucy? - I'm coming.,- Ich komme gleich.,0.9192298650741577,
92.0,Nicht umdrehen!,Don't look back.,Schau nicht zurück.,-0.5732135772705078,
93.0,"Was machst du hier, meine süße Blutorange?","What are you doing, my sweet little blood orange?","Was machst du, meine süße kleine Blut-Orange?",0.11280648410320282,
94.0,Entschuldigen Sie bitte.,Pardon me.,Entschuldigen Sie mich.,0.1371389627456665,
95.0,"Aber dann machte ich einen falschen Pinselstrich, und es ist mir wieder entglitten.",But then one wrong brushstroke and it got away once again.,Aber dann einen falschen Pinselschlag und es ist wieder weg.,0.030948415398597717,
96.0,Beschluss des Europäischen Parlaments,Decision of the European Parliament,Beschluss des Europäischen Parlaments,0.9007198214530945,
97.0,Und Kalzium.,Of course. Cool.,"Natürlich, das ist cool.",-0.47886401414871216,
98.0,Bleib bei mir.,Stay with..,Bleiben Sie bei..,-0.8420061469078064,
99.0,Das war gemein.,It was mean.,Es war gemein.,0.1312868893146515,
100.0,"Ja, das ist in Ordnung.",That's fair enough.,Das ist fair genug.,-0.9739161729812622,
101.0,- Bestimmt.,- I think so.,- Das glaube ich.,-1.1369708776474,
102.0,- Es war ein tolles Spiel.,That was a great game.,Das war ein großartiges Spiel.,-0.387051522731781,
103.0,"Also etwas Respekt, sonst setzt es was.",So show me some respect or I'll give you a personal tour.,"Zeig mir also etwas Respekt, sonst mache ich dir eine persönliche Tournee.",-0.6777985095977783,
104.0,"Komm, du freches Früchtchen.",Come on now.,Komm schon.,-1.0617080926895142,
105.0,Dass du zurückkommst.,For you to come back.,Damit du zurückkehrst.,-0.28899675607681274,
106.0,- Furchtbar.,- The worst.,- Das Schlimmste.,-1.1026792526245117,
107.0,Es sollte eigentlich eine englische Kopie im Ordner sein. Es ist in Ordnung.,There was supposed to be an English copy in the folder.,Es sollte eine englische Kopie im Ordner sein.,-0.20305900275707245,
108.0,"Aber wir werden uns unsere Leben nicht von diesen kleinen Kristallen diktieren lassen, oder?",We're not gonna let our lives be dictated by these little crystals?,"Wir werden nicht zulassen, dass unsere Leben von diesen kleinen Kristallen diktiert werden?",0.3909660279750824,
109.0,Pass nur auf.,Just watch.,Schau einfach.,-0.9925312995910645,
110.0,- Da runter?,This way?,- Auf diese Seite?,-1.4067049026489258,
111.0,Ich hab noch einen.,I have another.,Ich habe noch einen.,0.7731085419654846,
112.0,Quatsch!,That's no good!,Das ist nicht gut!,-0.9961636066436768,
113.0,Folge dem Geld.,Follow the money.,Folgen Sie dem Geld.,0.6189578771591187,
114.0,Da ist bereits jemand drin.,Somebody's already in there.,Jemand ist schon da drin.,-0.11062656342983246,
115.0,Die Ätiologie ist nicht definiert worden.,The aetiology has not been defined.,Die Aetiologie wurde nicht definiert.,-0.3695312738418579,
116.0,Griechenland,Greece,Griechenland,0.9109688997268677,
117.0,Steh auf!,Get up.,Aufstehen Sie.,-0.7462567090988159,
118.0,Bringen Sie sich in Ordnung.,Get cleaned up.,Putzen Sie sich auf.,-0.9295816421508789,
119.0,Ich verstehe nicht.,I don't understand.,Ich verstehe es nicht.,0.8836308121681213,
120.0,Was ist mit Max?,What about Max?,Was ist mit Max?,0.9217778444290161,
121.0,- Guten Abend.,"- Good evening,",- Guten Abend.,0.9177136421203613,
122.0,Er braucht Dich.,He needs you.,Er braucht dich.,0.9225454926490784,
123.0,Ist hier irgend jemand?,Anybody here?,Ist hier jemand?,-0.17615969479084015,
124.0,Ich werde es selbst herausfinden.,I'll figure it out myself.,Ich werde es selbst herausfinden.,0.9102000594139099,
125.0,Im Kühlschrank lagern.,Store in a refrigerator.,In einem Kühlschrank aufbewahren.,-0.48430097103118896,
126.0,"Genau das, was du gesagt hast!",Exactly what you said!,"Genau das, was du gesagt hast!",0.9297401905059814,
127.0,- Warten Sie. - Carrie...,- Carrie...,- Carrie... - Was ist das?,-0.8979510068893433,
128.0,Ich war ein Arschloch.,I was a pig.,Ich war ein Schwein.,-0.20512880384922028,
129.0,Er ist nicht hier.,He's not here.,Er ist nicht hier.,0.9221574068069458,
130.0,Da ist mehr... darüber hinaus.,There is more beyond.,Es gibt noch mehr dahinter.,-0.4412105083465576,
131.0,"du kannst sie eine Zeit ausschließen, aber sie wird nie verschwinden"".","you can shut it out for a time but it ain't going away"".","Sie können es für eine Zeit ausschließen, aber es wird nicht verschwinden"".",0.26687905192375183,
132.0,Das ist Blut.,That's blood.,Das ist Blut.,0.9307996034622192,
133.0,"Nein, hör zu.","No, listen.","Nein, hör mal auf.",0.6329565644264221,
134.0,Über uns,Contact us,Kontaktieren Sie uns,-1.5645614862442017,
135.0,"Ich sehe nur noch eine Lösung, mein Colonel. Sie liegt an Ihnen, birgt aber große Risiken.","I see only one possible solution, colonel, it depends on you, and it's very risky.","Ich sehe nur eine mögliche Lösung, Colonel, es hängt von Ihnen ab, und es ist sehr riskant.",-0.19702301919460297,
136.0,Das ist nicht witzig.,That ain't funny.,Das ist nicht lustig.,-0.6735782623291016,
137.0,Mein Name ist Barry Allen. Ich bin der schnellste Mensch der Welt.,"My name is Barry Allen, and I am the fastest man alive.","Mein Name ist Barry Allen, und ich bin der schnellste Mann, der lebt.",0.24553421139717102,
138.0,- Es fängt an und hört wieder auf.,"On and off, off and on.","Auf und ab, ab und ab.",-1.1973540782928467,
139.0,Deshalb habe ich dir etwas von meinem Vater mitgebracht. Wo ist Jake?,Where's Jake?,Wo ist Jake?,-0.9901766777038574,
140.0,"- Ich habe ihm gesagt, er soll zur Hölle fahren.",- I told him to go to hell.,"- Ich habe ihm gesagt, er soll in die Hölle gehen.",0.33478114008903503,
141.0,Ich bin unglücklich.,- I'm not happy.,- Ich bin nicht glücklich.,-0.2899097204208374,
142.0,Wir haben es verbraucht.,We burned through it.,Wir haben es durchgebrannt.,-0.2090083509683609,
143.0,Willkommen. Das trifft sich gut.,"Hello, Colonel.","Hallo, Colonel. - Was ist los?",-1.1830523014068604,
144.0,"Komm doch am Nachmittag zu uns, dann würden wir was Besonderes für dich kochen. - Ja?",Mm-Hmm.,- Was ist das?,-1.129309058189392,
145.0,Fahr hier ran.,Pull over here.,Zwischenfahren.,-1.2841914892196655,
146.0,- Spiele.,"Play the game, Harding.","Spielen Sie das Spiel, Harding.",-0.43676507472991943,
147.0,"Nein, es stehen nur ein paar Dinge an.","Oh, no, just got a few things on.","Oh, nein, ich habe nur ein paar Sachen an.",0.007144823670387268,
148.0,6.3 Dauer der Haltbarkeit,6.3 Shelf-life,6.3 Haltungsdauer,-0.327639102935791,
149.0,Bubbs...,Bubs...,Die Bubben...,-0.5736826658248901,
150.0,Bei einem Schätzwert von 300 000 Dollar.,"At a $300,000 valuation.",Bei einer Bewertung von 300.000 Dollar.,0.024364709854125977,
151.0,- Warte auf uns!,- Wait for us!,- Warte auf uns!,0.9068737030029297,
152.0,Das verrate ich Ihnen.,I tell you.,Ich sage es dir.,-1.0613040924072266,
153.0,Wie fühlen Sie sich?,- Just fine.,- Ganz in Ordnung.,-1.1761473417282104,
154.0,Bei Ratten ging ein minimaler bis leichter Abfall der Erythrozytenwerte mit Knochenmarkveränderungen einher; ähnliche Veränderungen wurden mit geringerer Häufigkeit bei Affen beobachtet.,"In rats, minimal to mild decreases in erythrocyte parameters were accompanied by bone marrow changes; similar changes occurred in monkeys at a lower incidence.",Bei Ratten begleitete eine minimale bis leichte Verringerung der Erythrozytenparameter Veränderungen im Knochenmark; ähnliche Veränderungen traten bei Affen bei einer niedrigeren Inzidenz auf.,0.21430712938308716,
155.0,Ich habe gar nichts. Wirklich.,I have nothing.,Ich habe nichts.,-0.19361113011837006,
156.0,Garden (116),Garden,Garten,-1.3139503002166748,
157.0,Wir hatten Kontakt.,We made contact.,Wir haben Kontakt hergestellt.,-0.4726932644844055,
158.0,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,THE PRESIDENT OF THE FEDERAL REPUBLIC OF GERMANY:,Der Präsident der Bundesrepublik Deutschland:,0.8956117630004883,
159.0,- Logisch!,Word.,Das Wort.,-1.3572206497192383,
160.0,"He, du bist der aufgetaute Typ aus dem 20. Jahrhundert, nicht?","Hey, you're the unfrozen guy from the 20th century, right?","Hey, du bist der unfrorene Kerl aus dem 20. Jahrhundert, oder?",-0.05690179765224457,
161.0,"Mann, du bist krank.","You're insane, man.","Du bist verrückt, Mann.",-0.3017602562904358,
162.0,Es scheint Euch gut zu gehen.,You seem well.,Sie sehen gut aus.,-1.0413848161697388,
163.0,Gruppe als & ungelesen markieren,Show folder quick search line edit,Schnellsuchlinie des Ordners bearbeiten,-1.0018887519836426,
164.0,"Wann immer er sich öffentlich zeigte, wurde er von Autogramm- und Souvenirjägern umlagert.",'Everytime he appeared in public 'the crowds clamoured for his autograph and souvenirs.',"Jedes Mal, wenn er in der Öffentlichkeit erschien, rief die Menschenmenge nach seinem Autogramm und seinen Souvenirs.",-0.32854408025741577,
165.0,Das wollen Sie vor den Kindern nicht hören.,"Ma'am, you're not gonna wanna hear this in front of your kids.","Ma'am, Sie wollen das nicht vor Ihren Kindern hören.",0.4350697994232178,
166.0,DER RAT DER EUROPÄISCHEN UNION —,"THE COUNCIL OF THE EUROPEAN UNION,","Der Rat der Europäischen Union,",0.4874345064163208,
167.0,Behalte den Rest.,Keep it.,Behalten Sie es.,-0.7718712687492371,
168.0,- Nehmen Sie doch Platz.,"Uh, won't you sit down, please?",Möchten Sie sich bitte setzen?,-1.0129363536834717,
169.0,"Ich bring euch um, verdammt.",I'm gonna fucking kill you.,Ich werde dich töten.,-1.0440794229507446,
170.0,Ich brauche Hilfe!,I need help!,Ich brauche Hilfe!,0.9217954874038696,
171.0,Ich schwimme.,- Swimming.,- Schwimmen.,-0.389316201210022,
172.0,Jetzt im TEMPLE THEATER DANTE,Now Playing TEMPLE THEATRE DANTE,Jetzt spielt ich TEMPLE THEATRE DANTE,0.2185317873954773,
173.0,Ein Lehrer.,A teacher.,Ein Lehrer.,0.8963806629180908,
174.0,Was macht der hier?,What 's he doing here?,Was macht er hier?,0.537860631942749,
175.0,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,4.5 Interaction with other medicinal products and other forms of interaction,4.5 Wechselwirkung mit anderen Arzneimitteln und anderen Interaktionsformen,7.094442844390869e-05,
176.0,Entschuldigen Sie!,- Excuse me.,- Entschuldigen Sie mich.,0.46743929386138916,
177.0,"Gut, ich werde gehen.",I'm leaving.,Ich gehe jetzt.,-0.8186962604522705,
178.0,Seekartenunterlagen für schiffseigenen Radar,Chart facilities for shipborne radar,Chart-Einrichtungen für Schiffsradare,-0.7838029861450195,
179.0,Hübsches Mädchen.,Clever girl.,Clever Mädchen.,-0.5865194797515869,
180.0,Mir macht das alles nichts aus.,I'm totally cool with the situation.,Ich bin völlig in Ordnung mit der Situation.,-0.9235306978225708,
181.0,Hier ist das Geld.,Here's some money.,Hier ist etwas Geld.,0.2093549221754074,
182.0,Das ist jetzt alles vorbei.,That's all over.,Das ist alles vorbei.,-0.009480908513069153,
183.0,"Sind Sie sicher, dass wir das tun sollten?",Are you sure we should be doing this?,"Sind Sie sicher, dass wir das tun sollten?",0.8990408182144165,
184.0,Der Präsident,The President,Der Präsident,0.9107549786567688,
185.0,"Die Mitgliedstaaten, in denen gemäß Nummer 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EWG) Nr. 1612/68 für rumänische Staatsangehörige gelten, können bis zum Ende eines Zeitraums von sieben Jahren nach dem Beitritt die in den folgenden Absätzen beschriebenen Verfahren anwenden.","Those Member States in which, by virtue of paragraph 3, 4 or 5, Articles 1 to 6 of Regulation (EEC) No 1612/68 apply as regards Romanian nationals, may resort to the procedures set out in the subparagraphs below until the end of the seven year period following the date of accession.","Die Mitgliedstaaten, in denen gemäß Absatz 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EG) Nr. 166/68 für rumänische Staatsbürger gelten, können bis zum Ende des siebenjährigen Zeitraums nach dem Tag des Beitritts an die in den folgenden Unterabschnitten vorgesehenen Verfahren zurückgreifen.",0.3326941132545471,
186.0,Sind Sie noch da?,Are you still there?,Bist du noch da?,-0.3789241313934326,
187.0,- Warum nicht?,Why not?,- Warum nicht?,0.9077613353729248,
188.0,Würden Sie mich kurz entschuldigen?,- Would you excuse me for just a moment? - Sure.,Würden Sie mich für einen Moment entschuldigen?,0.19764423370361328,
189.0,Wofür?,For what?,- Für was? - Für was?,-1.5086003541946411,
190.0,"- Sag den Männern, sie sollen zurück.","- Order the men to move back, Joshua.","- Befehle den Männern, zurückzugehen, Joshua.",-0.5063390731811523,
191.0,Ein Mann soll ein Bollwerk der Stärke sein.,You expect a man to be a tower of strength.,"Sie erwarten, dass ein Mann ein Turm der Stärke ist.",0.08215053379535675,
192.0,"- Er ist es! - Sir, wie geht's Ihnen?",_,- Nein.,-1.1588618755340576,
193.0,"Der militärische Orden ist streng mit jenen, die ihre Grenzen überschreiten.",The Faith Militant are very stern with those who overstep their bounds.,"Die Faith Militant sind sehr streng gegenüber denen, die ihre Grenzen überschreiten.",-0.06594730913639069,
194.0,Warenbezeichnung,CCT heading,CCT-Stellung,-1.0195891857147217,
195.0,Der Arsch hat mir das hier angetan.,"Yeah, I'm gonna beat his fucking ass.","Ja, ich werde ihn verprügeln.",-1.0531758069992065,
196.0,Ich könnte etwas essen.,I could eat.,Ich könnte essen.,0.15401506423950195,
197.0,- Es geht ihr gut.,- She's fine.,- Es geht ihr alles.,-0.2801896929740906,
198.0,"- Mir gefällt es hier, Sir.","This place okay, for you? Oh, it's just fine, sir.",Dieser Ort ist für Sie in Ordnung?,-1.1442768573760986,
199.0,Diese Verordnung tritt am Tag ihrer Veröffentlichung im Amtsblatt der Europäischen Gemeinschaften in Kraft.,This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.,Diese Verordnung tritt am Tag ihrer Veröffentlichung im Amtsblatt der Europäischen Gemeinschaften in Kraft.,0.8817192912101746,
200.0,"Nicht, dass Sie sich da verrechnen.",I don't want you getting any ideas.,"Ich will nicht, dass du irgendwelche Ideen hast.",-0.2914580702781677,
201.0,"Danke, Gilbert.","Thank you, Gilbert.","Danke, Gilbert.",0.8934717774391174,
202.0,Hol dir einen Stuhl.,Pull up a chair.,Zieh einen Stuhl auf.,-0.060744866728782654,
203.0,Es funktioniert!,It works!,Es funktioniert!,0.9207260608673096,
204.0,Aber an Weisheit fehlt es ihr nicht.,But not without wisdom.,Aber nicht ohne Weisheit.,-0.3032589554786682,
205.0,"Sieh es als ersten Schritt der Renovierung an, ok?","Just consider this the official start of our remodel, okay?","Betrachten Sie das als den offiziellen Beginn unserer Umgestaltung, okay?",-0.3729948401451111,
206.0,Ich bin noch nicht fertig.,-But I'm not done.,- Aber ich bin noch nicht fertig.,0.8270314931869507,
207.0,Ich hätte es wissen müssen...,I should've known you...,Ich hätte dich kennenlernen sollen...,-0.14414913952350616,
208.0,Ich bin so weit.,- OK. I'm ready.,"- Okay, ich bin bereit.",-0.5385242700576782,
209.0,- Ich will mein Geld zurück.,I want my money back.,Ich will mein Geld zurück.,0.8431109189987183,
210.0,Danke sehr.,Thank you.,Danke Ihnen. Danke.,-0.11515830457210541,
211.0,Schau.,Look.,Sieh mal.,-1.0008655786514282,
212.0,Nicht unbedingt.,Maybe not.,Vielleicht nicht.,-0.7764617204666138,
213.0,Die Guillotines sind ein Schandfleck.,The Guillotines are a stain,Die Guillotines sind ein Fleck.,0.07022048532962799,
214.0,Das betrifft Sie nicht.,"Not you, sir.","Nicht Sie, Sir.",-0.5418257713317871,
215.0,Welche Bedingungen?,At what terms?,Unter welchen Bedingungen?,0.4777880907058716,
216.0,Zieh doch einfach Chaturs Anzug an.,Take Chatur's suit instead,Nehmen Sie stattdessen Chaturs Anzug.,-0.04989807307720184,
217.0,Es brennt!,We're on fire!,Wir brennen!,-0.057574525475502014,
218.0,. – Herr Präsident!,.,Das ist es.,-1.147355556488037,
