Unnamed: 0,DE,EN,TRANSLATION,chrf_score
20,Lebt wohl.,Goodbye.,- Wiedersehen.,3.787878787878788
21,Werte,Values,Werte,100.0
22,Oder was meinst du?,What do you say Marylin?,"Was sagst du, Marylin?",19.132634749833503
23,"Eins, zwei, eins, zwei.","Slow, slow, quick, quick.","Langsam, langsam, schnell, schnell.",5.434782608695651
24,"KOGENATE Bayer wurde in klinischen Studien zur Behandlung von Blutungen bei 37 nicht vorbehandelten (PUPs) und 23 minimal vorbehandelten Hämophilie-Patienten (MTPs, Patienten mit 4 oder weniger Expositionstagen) eingesetzt.","In clinical studies, KOGENATE Bayer has been used in the treatment of bleeding episodes in 37 previously untreated patients (PUPs) and 23 minimally treated pediatric patients (MTPs, defined as having equal to or less than 4 exposure days).","In klinischen Studien wurde KOGENATE Bayer bei 37 bisher unbehandelten Patienten (PUP) und 23 minimal behandelten pediatrischen Patienten (MTPs, die als gleich oder weniger als 4 Expositionstage definiert sind) zur Behandlung von Blutungen verwendet.",66.80997179839164
25,Tagungswoche,The Week,Die Woche,16.517112248767535
26,Deine Zeit wird kommen.,Your time will come.,Ihre Zeit wird kommen.,76.4267678822417
27,Eine große Geste. - Worum geht es dir?,What rules the life you lead?,Welche Regeln für das Leben führen Sie?,9.84072472899602
28,"Wo wollen Sie denn hin, Stone?",Where the hell do you think you're going?,Wo zum Teufel willst du denn hin?,28.06931196766965
29,Keine Bewegung.,-hold it! hold it! -Jesus.,- Halt es auf!,2.688172043010753
30,"Ja, natürlich.","Yes, sir. I'm very sorry.","Ja, Sir, es tut mir sehr leid.",11.753144654088052
31,Die Autoschlüssel.,Give me your car keys.,Gib mir deine Autoschlüssel.,76.83028893364974
32,Wir könnten überall in der Galaxie herauskommen.,We could be thrown anywhere in the galaxy.,Wir könnten überall in der Galaxie geworfen werden.,70.89976885156159
33,"Pumbaa, du bist 'n Schwein.","Pumbaa, you are a pig.","Pumbaa, du bist ein Schwein.",79.20041877024845
34,Übrigens:,Extra tip:,Zusätzlicher Tipp:,7.861635220125786
35,Heiß!,Hot!,Es ist heiß!,36.08539094650205
36,Aber jetzt nicht mehr.,But not any more,Aber nicht mehr.,54.5201897025733
37,- Das stimmt.,- That's true.,- Das ist wahr.,25.064756621476135
38,"Pink für dich, Blau für Luke.","Pink for you, blue for Luke.","Pink für dich, blau für Luke.",81.134368154492
39,- Ganz ruhig bleiben.,That's right.,- Das stimmt.,3.2051282051282057
40,"Weißt du, wer Remy Danton ist?",Do you know who Remy Danton is?,"Weißt du, wer Remy Danton ist?",100.0
41,Ich möchte jetzt gehen.,I want to go.,Ich will gehen.,21.387586707542795
42,- Sicher.,Sure.,- Sicher.,100.0
43,Ich darf mich für eure Geduld bedanken.,Thank you for your patience.,Danke für Ihre Geduld.,30.845581504558677
44,"Bob, Sie haben da was am Anzug.","Yeah. Bob, you got something on your suit.","Ja, Bob, du hast etwas auf deinem Anzug.",32.99728801427335
45,Sieht gut aus.,Looks good.,Das sieht gut aus.,81.80543923872638
46,- Sid.,- Sid.,- Das ist Sid.,39.253322557471265
47,- Ein Bündnis mit wem?,- Klaus.,- Das ist Klaus.,5.0231968225359624
48,- Hast du das gesehen? - Was?,- Did you see that?,- Hast du das gesehen?,79.33563510246447
49,Mindestens 90 %; sekundäre Komponenten 4-6 % Geraniol und 1-2 % Nerol,At least 90 %; secondary components 4-6 % geraniol and 1-2 % nerol,Mindestens 90 %; Sekundärkomponenten 4-6 % Geraniol und 1-2 % Nerol,85.69058051588165
50,Wir fahren.,We're leaving.,Wir gehen weg.,18.8439281620298
51,Drücken!,Push! Push!,Schieben Sie!,8.862488759770352
52,Geht schon.,You'll do.,Das kannst du.,5.319148936170213
53,Wissen Sie Bescheid über Manfredi und den Pakt?,Do you know about Manfredi and the covenant...?,Weißt du von Manfredi und dem Covenant...?,34.574662911495665
54,Länge des GGB,Length of SCI,Länge der SCI,50.89706589706589
55,- Ja. Genau so.,Something like that.,So etwas.,7.092198581560284
56,"Nein, das ist unmöglich.",It's just not possible.,Das ist einfach nicht möglich.,43.986554878340854
57,"Sei willkommen, Bruder.","Welcome, brother.","Willkommen, Bruder.",78.3707304349177
58,Wer sind diese Männer?,who are those men?,Wer sind diese Männer?,100.0
59,Hört zu...,Listen!,Hören Sie sich an!,14.637162566867007
60,So. Ihr müsst den Rhythmus finden.,You guys got to get a rhythm going.,Ihr habt einen Rhythmus zu bekommen.,38.749548800342474
61,Artikel 14 und möglichst,Article 14,Artikel 14,39.77924715153739
62,Durst!,Durst!,Durst! Das ist Durst!,56.48828524965368
63,Weiter!,Okay.,- Das ist okay.,4.761904761904762
64,Erweitert,Toggle Present Windows (Current desktop),Schalt die gegenwärtigen Windows ( gegenwärtige Desktop),8.782846528562624
65,Legen Sie die Endzeit fest.@option:check,Set the end time,Setzen Sie die Endzeit,43.52595511526604
66,"Oh, Sie armes Ding.","Oh, you poor thing.","Oh, du arme Kerl.",18.31588413314036
67,"Sie würden herausfinden wollen: ,Bin ich allein?""","You're attempting to find, ""Am I alone?""","Sie versuchen zu finden: "" bin ich allein?""",44.092903749283415
68,"Ich habe keinen Hunger, Dad.","God, Dad. I'm not hungry.",Ich bin nicht hungrig.,15.295611546348445
69,"Schaden entsteht vor allem dann, wenn in der Türkei Hoffnungen auf einen Beitritt erweckt wurden, diese angesichts der politischen Lage aber nicht erfüllt werden können.",It will have done more harm if Turkey's expectations of accession have been raised and cannot be met because of the political situation.,"Es würde noch mehr Schaden verursachen, wenn die Erwartungen der Türkei an den Beitritt erhöht worden wären und aufgrund der politischen Situation nicht erfüllt werden könnten.",50.51282545910738
70,Ich meine es ernst!,I'm serious.,Ich meine das ernst.,68.4562047359344
71,Du hast angefangen.,You are there begun.,Sie sind da angefangen.,54.50018116419658
72,Zur subkutanen Anwendung,Subcutaneous use,Subkutane Anwendung,63.02583998111252
73,(Lois) Es geht mir gut. - Was tun Sie hier?,- So he's alive?,- Also ist er am Leben?,11.227698926913003
74,"Er sagte, er kennt die Leute, die damit zu tun hatten.","Well, he said that he knew the people that were involved.","Er sagte, er kenne die Leute, die daran beteiligt waren.",57.05402299755629
75,Zum Anfang,Home,Zuhause,8.00722105753552
76,Du bist doch verrückt!,You're insane!,Du bist verrückt!,59.31686519948626
77,"Der Rat vertritt bezüglich des Westsaharakonflikts die allgemeine politische Linie der uneingeschränkten Unterstützung der UN und des Sonderbeauftragten des UN-Generalsekretärs, James Baker, in seinem Bestreben, eine Lösung des Konfliktes herbeizuführen.",The general political stance of the Council with regard to the conflict in Western Sahara is to fully support the United Nations and the UN Secretary General' s personal envoy James Baker in their work on finding a solution to the conflict.,"Die allgemeine politische Haltung des Rates hinsichtlich des Konflikts in der Westsahara besteht darin, die Vereinten Nationen und den persönlichen Gesandten des UN-Generalsekretärs James Baker bei der Suche nach einer Lösung des Konflikts vollständig zu unterstützen.",54.35433221253717
78,Was zum Teufel hab ich hier vor mir?,What the hell am I looking at?,Was zum Teufel schaue ich mir an?,46.22426757202695
79,Seht ihr?,"- The museum's only interested in the collection... if you're in it, Woody.","Das Museum interessiert sich nur für die Sammlung, wenn du darin bist, Woody.",5.319148936170213
80,Geh nach Hause!,Home!,Zu Hause!,26.393174619877378
81,"Wie sehend und hörend werden sie sein, wenn sie zu Uns kommen! Doch die Unrecht- Begehenden sind heute im offenkundigen Irrtum.","How keenly would they hear and see when they come before Us then, even though today the evil-doers are lost in palpable error.","Wie gern würden sie hören und sehen, wenn sie dann zu Uns kommen, obwohl die Ungerechten heute in einem deutlichen Irrtum verloren sind.",47.36618037138547
82,Hören Sie auf.,Stop it!,Hören Sie auf!,100.0
83,Das versprech ich dir.,I promise you that.,Das verspreche ich dir.,81.38727049702746
84,Wie lautet er?,What is it?,- Was ist das?,7.062146892655368
85,Gothisch,Gothic,Gothisch,100.0
86,"Hier geht es nicht um eine Zombie- Mahlzeit, das ist Organdiebstahl.",This isn't zombie lunch. This is organ theft.,"Das ist kein Zombie-Lunch, sondern Orgelstall.",24.957352766880813
87,"Wenn das Gebet beendet ist, dann breitet euch im Land aus und strebt nach etwas von der Huld Gottes. Und gedenkt Gottes viel, auf daß es euch wohl ergehe.","But when the prayer is ended, then disperse abroad in the land and seek of Allah's grace, and remember Allah much, that you may be successful.","Aber wenn das Gebet abgeschlossen ist, dann verstreut euch auf der Erde und sucht Allahs Gnade, und gedenkt Allah viel, damit ihr erfolgreich seid.",34.64549810543134
88,Haltet den Dieb!,Thief! Thief!,"Dieb, Dieb!",16.683671266933928
89,"ABl. L 257 vom 27.10.1995, S. 1.","OJ L 257, 27.10.1995, p. 1.","OJ L 257, 27.10.1995, S. 1.",53.515444977643725
90,- Merkur. - GroßerZeus?,- Mercury...,- Merkur...,31.04353414663445
91,- Ich komme gleich.,- Lucy? - I'm coming.,- Ich komme gleich.,100.0
92,Nicht umdrehen!,Don't look back.,Schau nicht zurück.,18.219085438329305
93,"Was machst du hier, meine süße Blutorange?","What are you doing, my sweet little blood orange?","Was machst du, meine süße kleine Blut-Orange?",63.01235214265803
94,Entschuldigen Sie bitte.,Pardon me.,Entschuldigen Sie mich.,74.34015938922602
95,"Aber dann machte ich einen falschen Pinselstrich, und es ist mir wieder entglitten.",But then one wrong brushstroke and it got away once again.,Aber dann einen falschen Pinselschlag und es ist wieder weg.,52.83109719832407
96,Beschluss des Europäischen Parlaments,Decision of the European Parliament,Beschluss des Europäischen Parlaments,100.0
97,Und Kalzium.,Of course. Cool.,"Natürlich, das ist cool.",5.649717514124294
98,Bleib bei mir.,Stay with..,Bleiben Sie bei..,36.08974449187472
99,Das war gemein.,It was mean.,Es war gemein.,79.95772429657731
100,"Ja, das ist in Ordnung.",That's fair enough.,Das ist fair genug.,23.584970522652483
101,- Bestimmt.,- I think so.,- Das glaube ich.,6.802721088435374
102,- Es war ein tolles Spiel.,That was a great game.,Das war ein großartiges Spiel.,48.930515254422325
103,"Also etwas Respekt, sonst setzt es was.",So show me some respect or I'll give you a personal tour.,"Zeig mir also etwas Respekt, sonst mache ich dir eine persönliche Tournee.",52.4165885509047
104,"Komm, du freches Früchtchen.",Come on now.,Komm schon.,12.879834767177586
105,Dass du zurückkommst.,For you to come back.,Damit du zurückkehrst.,47.210424117410845
106,- Furchtbar.,- The worst.,- Das Schlimmste.,9.416991764195927
107,Es sollte eigentlich eine englische Kopie im Ordner sein. Es ist in Ordnung.,There was supposed to be an English copy in the folder.,Es sollte eine englische Kopie im Ordner sein.,62.97590596920802
108,"Aber wir werden uns unsere Leben nicht von diesen kleinen Kristallen diktieren lassen, oder?",We're not gonna let our lives be dictated by these little crystals?,"Wir werden nicht zulassen, dass unsere Leben von diesen kleinen Kristallen diktiert werden?",72.35610506266599
109,Pass nur auf.,Just watch.,Schau einfach.,9.785957085192267
110,- Da runter?,This way?,- Auf diese Seite?,9.24278370897588
111,Ich hab noch einen.,I have another.,Ich habe noch einen.,76.47740633807875
112,Quatsch!,That's no good!,Das ist nicht gut!,14.159722818772726
113,Folge dem Geld.,Follow the money.,Folgen Sie dem Geld.,72.87107400507287
114,Da ist bereits jemand drin.,Somebody's already in there.,Jemand ist schon da drin.,27.63041708702415
115,Die Ätiologie ist nicht definiert worden.,The aetiology has not been defined.,Die Aetiologie wurde nicht definiert.,60.82966924465409
116,Griechenland,Greece,Griechenland,100.0
117,Steh auf!,Get up.,Aufstehen Sie.,22.433753537432473
118,Bringen Sie sich in Ordnung.,Get cleaned up.,Putzen Sie sich auf.,34.27583223910872
119,Ich verstehe nicht.,I don't understand.,Ich verstehe es nicht.,77.26643109283523
120,Was ist mit Max?,What about Max?,Was ist mit Max?,100.0
121,- Guten Abend.,"- Good evening,",- Guten Abend.,100.0
122,Er braucht Dich.,He needs you.,Er braucht dich.,68.98730898730899
123,Ist hier irgend jemand?,Anybody here?,Ist hier jemand?,53.60964669091655
124,Ich werde es selbst herausfinden.,I'll figure it out myself.,Ich werde es selbst herausfinden.,100.0
125,Im Kühlschrank lagern.,Store in a refrigerator.,In einem Kühlschrank aufbewahren.,54.91666145528858
126,"Genau das, was du gesagt hast!",Exactly what you said!,"Genau das, was du gesagt hast!",100.0
127,- Warten Sie. - Carrie...,- Carrie...,- Carrie... - Was ist das?,39.777868647343
128,Ich war ein Arschloch.,I was a pig.,Ich war ein Schwein.,45.20098246953753
129,Er ist nicht hier.,He's not here.,Er ist nicht hier.,100.0
130,Da ist mehr... darüber hinaus.,There is more beyond.,Es gibt noch mehr dahinter.,27.343332335592397
131,"du kannst sie eine Zeit ausschließen, aber sie wird nie verschwinden"".","you can shut it out for a time but it ain't going away"".","Sie können es für eine Zeit ausschließen, aber es wird nicht verschwinden"".",66.24789957461537
132,Das ist Blut.,That's blood.,Das ist Blut.,100.0
133,"Nein, hör zu.","No, listen.","Nein, hör mal auf.",61.15907979211711
134,Über uns,Contact us,Kontaktieren Sie uns,17.494283817672223
135,"Ich sehe nur noch eine Lösung, mein Colonel. Sie liegt an Ihnen, birgt aber große Risiken.","I see only one possible solution, colonel, it depends on you, and it's very risky.","Ich sehe nur eine mögliche Lösung, Colonel, es hängt von Ihnen ab, und es ist sehr riskant.",39.362638745762126
136,Das ist nicht witzig.,That ain't funny.,Das ist nicht lustig.,62.0153253609136
137,Mein Name ist Barry Allen. Ich bin der schnellste Mensch der Welt.,"My name is Barry Allen, and I am the fastest man alive.","Mein Name ist Barry Allen, und ich bin der schnellste Mann, der lebt.",72.04171177990557
138,- Es fängt an und hört wieder auf.,"On and off, off and on.","Auf und ab, ab und ab.",9.260421642991897
139,Deshalb habe ich dir etwas von meinem Vater mitgebracht. Wo ist Jake?,Where's Jake?,Wo ist Jake?,16.53059357626142
140,"- Ich habe ihm gesagt, er soll zur Hölle fahren.",- I told him to go to hell.,"- Ich habe ihm gesagt, er soll in die Hölle gehen.",67.76166431708937
141,Ich bin unglücklich.,- I'm not happy.,- Ich bin nicht glücklich.,64.58826707174894
142,Wir haben es verbraucht.,We burned through it.,Wir haben es durchgebrannt.,51.637340423855214
143,Willkommen. Das trifft sich gut.,"Hello, Colonel.","Hallo, Colonel. - Was ist los?",9.950096242063408
144,"Komm doch am Nachmittag zu uns, dann würden wir was Besonderes für dich kochen. - Ja?",Mm-Hmm.,- Was ist das?,3.544280218294097
145,Fahr hier ran.,Pull over here.,Zwischenfahren.,14.93892035382543
146,- Spiele.,"Play the game, Harding.","Spielen Sie das Spiel, Harding.",41.377066710089835
147,"Nein, es stehen nur ein paar Dinge an.","Oh, no, just got a few things on.","Oh, nein, ich habe nur ein paar Sachen an.",38.56192424346389
148,6.3 Dauer der Haltbarkeit,6.3 Shelf-life,6.3 Haltungsdauer,21.195703303429777
149,Bubbs...,Bubs...,Die Bubben...,44.27395843926914
150,Bei einem Schätzwert von 300 000 Dollar.,"At a $300,000 valuation.",Bei einer Bewertung von 300.000 Dollar.,60.89235957382591
151,- Warte auf uns!,- Wait for us!,- Warte auf uns!,100.0
152,Das verrate ich Ihnen.,I tell you.,Ich sage es dir.,9.983526471256532
153,Wie fühlen Sie sich?,- Just fine.,- Ganz in Ordnung.,2.0325203252032518
154,Bei Ratten ging ein minimaler bis leichter Abfall der Erythrozytenwerte mit Knochenmarkveränderungen einher; ähnliche Veränderungen wurden mit geringerer Häufigkeit bei Affen beobachtet.,"In rats, minimal to mild decreases in erythrocyte parameters were accompanied by bone marrow changes; similar changes occurred in monkeys at a lower incidence.",Bei Ratten begleitete eine minimale bis leichte Verringerung der Erythrozytenparameter Veränderungen im Knochenmark; ähnliche Veränderungen traten bei Affen bei einer niedrigeren Inzidenz auf.,57.24886085639495
155,Ich habe gar nichts. Wirklich.,I have nothing.,Ich habe nichts.,40.21524881620537
156,Garden (116),Garden,Garten,15.98006853058029
157,Wir hatten Kontakt.,We made contact.,Wir haben Kontakt hergestellt.,59.168606733972155
158,DER PRÄSIDENT DER BUNDESREPUBLIK DEUTSCHLAND:,THE PRESIDENT OF THE FEDERAL REPUBLIC OF GERMANY:,Der Präsident der Bundesrepublik Deutschland:,2.0325203252032518
159,- Logisch!,Word.,Das Wort.,4.273504273504273
160,"He, du bist der aufgetaute Typ aus dem 20. Jahrhundert, nicht?","Hey, you're the unfrozen guy from the 20th century, right?","Hey, du bist der unfrorene Kerl aus dem 20. Jahrhundert, oder?",52.667276029820634
161,"Mann, du bist krank.","You're insane, man.","Du bist verrückt, Mann.",31.277059366221632
162,Es scheint Euch gut zu gehen.,You seem well.,Sie sehen gut aus.,17.08098363725839
163,Gruppe als & ungelesen markieren,Show folder quick search line edit,Schnellsuchlinie des Ordners bearbeiten,15.360243069223959
164,"Wann immer er sich öffentlich zeigte, wurde er von Autogramm- und Souvenirjägern umlagert.",'Everytime he appeared in public 'the crowds clamoured for his autograph and souvenirs.',"Jedes Mal, wenn er in der Öffentlichkeit erschien, rief die Menschenmenge nach seinem Autogramm und seinen Souvenirs.",33.81772959226854
165,Das wollen Sie vor den Kindern nicht hören.,"Ma'am, you're not gonna wanna hear this in front of your kids.","Ma'am, Sie wollen das nicht vor Ihren Kindern hören.",50.78542323691557
166,DER RAT DER EUROPÄISCHEN UNION —,"THE COUNCIL OF THE EUROPEAN UNION,","Der Rat der Europäischen Union,",2.487562189054726
167,Behalte den Rest.,Keep it.,Behalten Sie es.,45.82787686135746
168,- Nehmen Sie doch Platz.,"Uh, won't you sit down, please?",Möchten Sie sich bitte setzen?,19.792447479175053
169,"Ich bring euch um, verdammt.",I'm gonna fucking kill you.,Ich werde dich töten.,15.44507721428216
170,Ich brauche Hilfe!,I need help!,Ich brauche Hilfe!,100.0
171,Ich schwimme.,- Swimming.,- Schwimmen.,52.12919975802998
172,Jetzt im TEMPLE THEATER DANTE,Now Playing TEMPLE THEATRE DANTE,Jetzt spielt ich TEMPLE THEATRE DANTE,57.78396229072674
173,Ein Lehrer.,A teacher.,Ein Lehrer.,100.0
174,Was macht der hier?,What 's he doing here?,Was macht er hier?,73.07033992554068
175,4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,4.5 Interaction with other medicinal products and other forms of interaction,4.5 Wechselwirkung mit anderen Arzneimitteln und anderen Interaktionsformen,61.50569529979558
176,Entschuldigen Sie!,- Excuse me.,- Entschuldigen Sie mich.,93.02715494734042
177,"Gut, ich werde gehen.",I'm leaving.,Ich gehe jetzt.,17.359522626524917
178,Seekartenunterlagen für schiffseigenen Radar,Chart facilities for shipborne radar,Chart-Einrichtungen für Schiffsradare,29.01999732735352
179,Hübsches Mädchen.,Clever girl.,Clever Mädchen.,37.03884421144883
180,Mir macht das alles nichts aus.,I'm totally cool with the situation.,Ich bin völlig in Ordnung mit der Situation.,11.099622696270497
181,Hier ist das Geld.,Here's some money.,Hier ist etwas Geld.,64.39533233409907
182,Das ist jetzt alles vorbei.,That's all over.,Das ist alles vorbei.,68.36244849628414
183,"Sind Sie sicher, dass wir das tun sollten?",Are you sure we should be doing this?,"Sind Sie sicher, dass wir das tun sollten?",100.0
184,Der Präsident,The President,Der Präsident,100.0
185,"Die Mitgliedstaaten, in denen gemäß Nummer 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EWG) Nr. 1612/68 für rumänische Staatsangehörige gelten, können bis zum Ende eines Zeitraums von sieben Jahren nach dem Beitritt die in den folgenden Absätzen beschriebenen Verfahren anwenden.","Those Member States in which, by virtue of paragraph 3, 4 or 5, Articles 1 to 6 of Regulation (EEC) No 1612/68 apply as regards Romanian nationals, may resort to the procedures set out in the subparagraphs below until the end of the seven year period following the date of accession.","Die Mitgliedstaaten, in denen gemäß Absatz 3, 4 oder 5 die Artikel 1 bis 6 der Verordnung (EG) Nr. 166/68 für rumänische Staatsbürger gelten, können bis zum Ende des siebenjährigen Zeitraums nach dem Tag des Beitritts an die in den folgenden Unterabschnitten vorgesehenen Verfahren zurückgreifen.",69.14861404520492
186,Sind Sie noch da?,Are you still there?,Bist du noch da?,40.80815461926346
187,- Warum nicht?,Why not?,- Warum nicht?,100.0
188,Würden Sie mich kurz entschuldigen?,- Would you excuse me for just a moment? - Sure.,Würden Sie mich für einen Moment entschuldigen?,72.23637610797137
189,Wofür?,For what?,- Für was? - Für was?,8.636731391585759
190,"- Sag den Männern, sie sollen zurück.","- Order the men to move back, Joshua.","- Befehle den Männern, zurückzugehen, Joshua.",47.605147865866485
191,Ein Mann soll ein Bollwerk der Stärke sein.,You expect a man to be a tower of strength.,"Sie erwarten, dass ein Mann ein Turm der Stärke ist.",38.63046073110049
192,"- Er ist es! - Sir, wie geht's Ihnen?",_,- Nein.,3.539823008849557
193,"Der militärische Orden ist streng mit jenen, die ihre Grenzen überschreiten.",The Faith Militant are very stern with those who overstep their bounds.,"Die Faith Militant sind sehr streng gegenüber denen, die ihre Grenzen überschreiten.",59.77615545190286
194,Warenbezeichnung,CCT heading,CCT-Stellung,7.996345517690827
195,Der Arsch hat mir das hier angetan.,"Yeah, I'm gonna beat his fucking ass.","Ja, ich werde ihn verprügeln.",13.08169373858944
196,Ich könnte etwas essen.,I could eat.,Ich könnte essen.,61.92480970209402
197,- Es geht ihr gut.,- She's fine.,- Es geht ihr alles.,68.01606813474818
198,"- Mir gefällt es hier, Sir.","This place okay, for you? Oh, it's just fine, sir.",Dieser Ort ist für Sie in Ordnung?,15.698357432143423
199,Diese Verordnung tritt am Tag ihrer Veröffentlichung im Amtsblatt der Europäischen Gemeinschaften in Kraft.,This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.,Diese Verordnung tritt am Tag ihrer Veröffentlichung im Amtsblatt der Europäischen Gemeinschaften in Kraft.,100.0
200,"Nicht, dass Sie sich da verrechnen.",I don't want you getting any ideas.,"Ich will nicht, dass du irgendwelche Ideen hast.",30.09332773896571
201,"Danke, Gilbert.","Thank you, Gilbert.","Danke, Gilbert.",100.0
202,Hol dir einen Stuhl.,Pull up a chair.,Zieh einen Stuhl auf.,55.05126760237038
203,Es funktioniert!,It works!,Es funktioniert!,100.0
204,Aber an Weisheit fehlt es ihr nicht.,But not without wisdom.,Aber nicht ohne Weisheit.,42.90987377896572
205,"Sieh es als ersten Schritt der Renovierung an, ok?","Just consider this the official start of our remodel, okay?","Betrachten Sie das als den offiziellen Beginn unserer Umgestaltung, okay?",24.957365218845055
206,Ich bin noch nicht fertig.,-But I'm not done.,- Aber ich bin noch nicht fertig.,89.67036349180421
207,Ich hätte es wissen müssen...,I should've known you...,Ich hätte dich kennenlernen sollen...,31.998532867871525
208,Ich bin so weit.,- OK. I'm ready.,"- Okay, ich bin bereit.",29.844711589084
209,- Ich will mein Geld zurück.,I want my money back.,Ich will mein Geld zurück.,95.82236258705089
210,Danke sehr.,Thank you.,Danke Ihnen. Danke.,32.15086115406051
211,Schau.,Look.,Sieh mal.,11.11111111111111
212,Nicht unbedingt.,Maybe not.,Vielleicht nicht.,17.39798280584257
213,Die Guillotines sind ein Schandfleck.,The Guillotines are a stain,Die Guillotines sind ein Fleck.,70.84555095753463
214,Das betrifft Sie nicht.,"Not you, sir.","Nicht Sie, Sir.",21.367403734580147
215,Welche Bedingungen?,At what terms?,Unter welchen Bedingungen?,70.50356787662191
216,Zieh doch einfach Chaturs Anzug an.,Take Chatur's suit instead,Nehmen Sie stattdessen Chaturs Anzug.,40.46594670580792
217,Es brennt!,We're on fire!,Wir brennen!,36.72514887837943
218,. – Herr Präsident!,.,Das ist es.,6.621187800963082
219,Holen Sie das Ding aus meinem Kopf.,Help me!,Helfen Sie mir!,15.42397174911142
220,"Wissen diejenigen, die Frauen zum Autofahren aufrufen, dass sie den Feinden dieses Landes dienen, indem sie es in Chaos und Korruption stürzen, wenn eigentlich Sicherheit, Glaube und Stabilität am dringendsten benötigt werden?!","Do those who call for women driving understand that they are serving the enemies of this country by getting it into chaos and corruption when it badly needs security, faith and stability?!","Verstanden diejenigen, die Frauen zum Fahren rufen, dass sie den Feinden dieses Landes dienen, indem sie es in Chaos und Korruption bringen, wenn es dringend Sicherheit, Glauben und Stabilität braucht?!",71.445681494563
221,Ich bin der Boss.,I'm the boss.,Ich bin der Boss.,100.0
222,Meine Mutter war Italienerin.,My mother was Italian.,Meine Mutter war Italienerin.,100.0
223,Bilder auf der Vorderseite der Karteikarten anzeigen.,Show images on the front of the flashcard.,Anzeigen Sie Bilder an der Vorderseite der Flashkarte.,61.06393501002493
224,Natürlich nicht.,Of course not.,Natürlich nicht.,100.0
225,Ich flehe dich an.,I'm really begging you right now.,Ich bitte dich jetzt wirklich um etwas.,25.18945895954258
226,Verlass mich nicht.,Don't leave me.,Lassen Sie mich nicht zurück.,50.13438314878292
227,Das wird nicht helfen.,It won't help.,Das hilft nicht.,27.167362723412005
228,Lass mich mal sehen.,Let me see.,Lassen Sie mich sehen.,38.455603809080586
229,Ihr Mistkerle!,Screw you all!,Schnitten Sie alle!,9.225042844901457
230,Aber...,But...,Aber... - Was ist das?,52.24656220019187
231,Jetzt komm!,Let's get out of here.,Lasst uns hier raus.,3.205128205128205
232,Einen Moment mal.,Wait a minute.,Warte eine Minute.,13.281073099891106
233,So was kann man schlecht einplanen.,It's not exactly something you can plan.,"Es ist nicht genau etwas, das man planen kann.",33.7781893588551
234,"So jemandem mache ich klar, daß ich für ihn zu schade bin.","Anybody who thinks that, I'll knock over sometime.","Wer das denkt, ich werde irgendwann überfallen.",13.815067530076576
235,"Ja, das tue ich und Mama auch.","Yes, I am, and Mother is too.","Ja, das bin ich, und auch Mutter.",39.66579158619378
236,"Und deine Geister, Rossella?","And your spirits, Rossella?","Und deine Geister, Rossella?",100.0
237,- Passt auf!,- Look out!,- Passen Sie auf!,41.32512526087043
