Unnamed: 0,UK,EN,TRANSLATION,BLEURT_Score,Normalized_BLEURT_Score,Percentage_BLEURT_Score
15.0,Скоро повернуся.,I will be back soon.,I'll be right back.,0.5494895577430725,0.8074221073288418,80.74221073288417
16.0,"Я не знаю, що і сказати.",I'm at a loss for words.,I don't know what to say.,-0.930921196937561,0.08457020861367408,8.457020861367408
17.0,Мені бракує слів.,I'm at a loss for words.,I don't know what to say.,-0.930921196937561,0.08457020861367408,8.457020861367408
18.0,"Я навіть не знаю, що сказати...",I'm at a loss for words.,I don't even know what to say...,-0.9307328462600708,0.08466217609257656,8.466217609257656
19.0,Не можу знайти слів.,I'm at a loss for words.,I can't find words.,-0.8734869956970215,0.1126140615015635,11.26140615015635
20.0,Це ніколи не скінчиться.,This is never going to end.,It'll never end.,0.7105955481529236,0.8860866068226132,88.60866068226132
21.0,"Я просто і не знаю, що сказати.",I just don't know what to say.,I just don't know what to say.,0.9070008397102356,0.981986976008013,98.1986976008013
22.0,"Я не знаю, що і сказати.",I just don't know what to say.,I don't know what to say.,0.7489966154098511,0.9048370004492436,90.48370004492436
23.0,"Я навіть не знаю, що сказати...",I just don't know what to say.,I don't even know what to say...,0.7087862491607666,0.8852031660561307,88.52031660561308
24.0,То був злий крілик.,That was an evil bunny.,That was an evil rabbit.,-0.33242809772491455,0.37680118016394193,37.68011801639419
25.0,То був злий кролик.,That was an evil bunny.,That was an evil rabbit.,-0.33242809772491455,0.37680118016394193,37.68011801639419
26.0,Це був лихий кролик.,That was an evil bunny.,It was an evil rabbit.,-0.5233712792396545,0.28356783876308167,28.356783876308167
27.0,Я був у горах.,I was in the mountains.,I was in the mountains.,0.9278588891029358,0.9921715011874864,99.21715011874865
28.0,Я була в горах.,I was in the mountains.,I was in the mountains.,0.9278588891029358,0.9921715011874864,99.21715011874865
29.0,Це недавнє фото?,Is it a recent picture?,Is this a recent photo?,0.8900951743125916,0.9737323127038636,97.37323127038636
30.0,"Я не знаю, чи буде в мене час.",I don't know if I have the time.,I don't know if I'll have time.,0.7023303508758545,0.8820508934058503,88.20508934058503
31.0,"Не знаю, чи буде в мене час.",I don't know if I have the time.,I don't know if I'll have time.,0.7023303508758545,0.8820508934058503,88.20508934058503
32.0,"Не знаю, чи матиму час.",I don't know if I have the time.,I don't know if I'll have time.,0.7023303508758545,0.8820508934058503,88.20508934058503
33.0,"Я не знаю, чи буде у мене час.",I don't know if I have the time.,I don't know if I'll have time.,0.7023303508758545,0.8820508934058503,88.20508934058503
34.0,"Я не знаю, чи маю час.",I don't know if I have the time.,I don't know if I have time.,0.7353817224502563,0.898189148698957,89.8189148698957
35.0,Освіта у цьому світі мене розчаровує.,Education in this world disappoints me.,Education in this world disappoints me.,0.9123004674911499,0.9845746672901828,98.45746672901828
36.0,Мене розчаровує освіта у цім світі.,Education in this world disappoints me.,I'm frustrated by education in this world.,0.2747468054294586,0.6732712849707794,67.32712849707794
37.0,"Ти у кращій формі, ніж я.",You're in better shape than I am.,You're in better shape than I am.,0.9100305438041687,0.9834663136512451,98.34663136512451
38.0,"Ви у кращій формі, ніж я.",You're in better shape than I am.,You're in better shape than I am.,0.9100305438041687,0.9834663136512451,98.34663136512451
39.0,Ти на моєму шляху.,You are in my way.,You're on my way.,0.6964504718780518,0.8791798782606691,87.9179878260669
40.0,Ти мені заважаєш.,You are in my way.,You're in my way.,0.773749828338623,0.9169234480167795,91.69234480167795
41.0,Ви мені заважаєте.,You are in my way.,You're in my way.,0.773749828338623,0.9169234480167795,91.69234480167795
42.0,Це буде коштувати 30 євро.,This will cost €30.,It'll cost 30 euros.,0.49883586168289185,0.7826890254741767,78.26890254741767
43.0,Це коштуватиме 30 євро.,This will cost €30.,This will cost 30 euros.,0.5780363082885742,0.8213608555909184,82.13608555909184
44.0,Це коштуватиме 30 €.,This will cost €30.,That's going to cost 30 €.,0.5445857048034668,0.8050276641668974,80.50276641668974
45.0,Я заробляю 100 євро на день.,I make €100 a day.,I make 100 euros a day.,0.6896366477012634,0.8758528382968415,87.58528382968414
46.0,"Це через те, що ти не хочеш бути наодинці.",It's because you don't want to be alone.,It's because you don't want to be alone.,0.8946800231933594,0.9759709932243251,97.59709932243251
47.0,"Це тому, що ти не хочеш бути самотнім.",It's because you don't want to be alone.,It's because you don't want to be alone.,0.8946800231933594,0.9759709932243251,97.59709932243251
48.0,"Це тому, що ти не хочеш бути один.",It's because you don't want to be alone.,It's because you don't want to be alone.,0.8946800231933594,0.9759709932243251,97.59709932243251
49.0,Цього не трапиться.,That won't happen.,That won't happen.,0.9413615465164185,0.9987645507976549,99.87645507976549
50.0,Цього не станеться.,That won't happen.,It won't happen.,0.7810289859771729,0.9204777000400349,92.0477700040035
51.0,Цього не буде.,That won't happen.,That's not going to happen.,0.37689894437789917,0.7231499199126239,72.31499199126239
52.0,"Я зроблю все, що в моїх силах, щоб не заважати тобі навчатися.",I'll do my best not to disturb your studying.,I'll do my best not to interfere with your study.,0.7308939695358276,0.8959978779959424,89.59978779959424
53.0,"Я зроблю все, що в моїх силах, щоб не заважати вам навчатися.",I'll do my best not to disturb your studying.,I'll do my best not to disturb your study.,0.8657205104827881,0.9618307023067423,96.18307023067423
54.0,"Я можу тільки здогадуватися, чи так це і для всіх інших.",I can only wonder if this is the same for everyone else.,I can only guess if it's the same for everyone else.,0.696778416633606,0.8793400064470367,87.93400064470367
55.0,Сумую без тебе.,I miss you.,I miss you.,0.912630021572113,0.9847355812746297,98.47355812746297
56.0,Я сумую за тобою.,I miss you.,I miss you.,0.912630021572113,0.9847355812746297,98.47355812746297
57.0,Мені тебе бракує.,I miss you.,I miss you.,0.912630021572113,0.9847355812746297,98.47355812746297
58.0,"Я подзвоню їм завтра, коли повернусь.",I'll call them tomorrow when I come back.,I'll call them tomorrow when I get back.,0.7556544542312622,0.9080878762066512,90.80878762066511
59.0,Мені завжди більше подобалися загадкові персонажі.,I always liked mysterious characters more.,I've always liked mysterious characters more.,0.8506548404693604,0.9544744681398459,95.4474468139846
60.0,Таємничі персонажі мені завжди більше подобалися.,I always liked mysterious characters more.,I've always liked secret characters better.,0.5438438057899475,0.8046654112523723,80.46654112523723
61.0,Тобі краще поспати.,You should sleep.,You'd better sleep.,-0.2974596619606018,0.3938754955912071,39.38754955912071
62.0,Тобі треба поспати.,You should sleep.,You need to sleep.,0.7030391693115234,0.8823969938043023,88.23969938043022
63.0,Я піду.,I'm going to go.,I'll go.,0.6874285936355591,0.8747746942285052,87.47746942285052
64.0,Я буду йти.,I'm going to go.,I'll go.,0.6874285936355591,0.8747746942285052,87.47746942285052
65.0,Я вже йду.,I'm going to go.,I'm on my way.,0.3652361035346985,0.7174552121288108,71.74552121288109
66.0,Я збираюся йти.,I'm going to go.,I'm gonna go.,0.6544221639633179,0.8586583830743517,85.86583830743517
67.0,Я сказав їм відправити мені ще один квиток.,I told them to send me another ticket.,I told them to send me another ticket.,0.9108778238296509,0.9838800217881435,98.38800217881435
68.0,У тебе бракує терпцю на мене.,You're so impatient with me.,You don't have the patience for me.,-0.08479715883731842,0.49771390238618357,49.77139023861836
69.0,Ти такий нетерплячий зі мною.,You're so impatient with me.,You're so impatient with me.,0.8925737142562866,0.9749425290567757,97.49425290567757
70.0,Я не можу так жити.,I can't live that kind of life.,I can't live like this.,0.42755550146102905,0.747884398741652,74.7884398741652
71.0,Колись я хотів бути астрофізиком.,I once wanted to be an astrophysicist.,I used to want to be an astrophysicist.,0.727041482925415,0.8941167938087959,89.41167938087959
72.0,Я ніколи не любив біології.,I never liked biology.,I never liked biology.,0.9246522188186646,0.9906057548591716,99.06057548591716
73.0,Мені ніколи не подобалася біологія.,I never liked biology.,I never liked biology.,0.9246522188186646,0.9906057548591716,99.06057548591716
74.0,Мені ніколи не подобалась біологія.,I never liked biology.,I never liked biology.,0.9246522188186646,0.9906057548591716,99.06057548591716
75.0,"Остання людина, кому я розповів про свою ідею, вирішив, що я божевільний.",The last person I told my idea to thought I was nuts.,The last person I told my idea to decided I was crazy.,0.3486061096191406,0.7093351531252703,70.93351531252704
76.0,"Остання особа, кому я розповіла про свою ідею, вирішила, що я божевільна.",The last person I told my idea to thought I was nuts.,The last person I told my idea to thought I was crazy.,0.32429608702659607,0.6974651056176646,69.74651056176646
77.0,"На жаль, це правда.",It is unfortunately true.,"Unfortunately, it's true.",0.7273457646369934,0.8942653678530355,89.42653678530354
78.0,"На жаль, це так.",It is unfortunately true.,"Unfortunately, it is.",-0.05491681396961212,0.5123038153232488,51.23038153232488
79.0,Вони занадто зайняті взаємною боротьбою щоб перейматися спільними ідеалами.,They are too busy fighting against each other to care for common ideals.,They're too busy fighting each other to be concerned about common ideals.,0.5571568012237549,0.811165853103722,81.1165853103722
80.0,Більшість людей вважає мене божевільним.,Most people think I'm crazy.,Most people think I'm crazy.,0.913318395614624,0.9850716991271122,98.50716991271122
81.0,Більшість людей вважає мене божевільною.,Most people think I'm crazy.,Most people think I'm crazy.,0.913318395614624,0.9850716991271122,98.50716991271122
82.0,"Ні, не я, а ти!",No I'm not; you are!,"No, not me, but you!",-0.6116929650306702,0.24044230885869172,24.044230885869172
83.0,Він б'є мене ногами!,He's kicking me!,He's kicking me!,0.89854896068573,0.9778601100140594,97.78601100140594
84.0,Ти впевнена?,Are you sure?,Are you sure?,0.9245322942733765,0.9905471983504527,99.05471983504526
85.0,Ти впевнений?,Are you sure?,Are you sure?,0.9245322942733765,0.9905471983504527,99.05471983504526
86.0,Ви впевнені?,Are you sure?,Are you sure?,0.9245322942733765,0.9905471983504527,99.05471983504526
87.0,Ти певен?,Are you sure?,Are you sure?,0.9245322942733765,0.9905471983504527,99.05471983504526
88.0,Ти певна?,Are you sure?,Are you sure?,0.9245322942733765,0.9905471983504527,99.05471983504526
89.0,Тоді ми маємо проблему...,Then there is a problem...,Then we have a problem...,0.5455965399742126,0.8055212326715516,80.55212326715517
90.0,"О, тут метелик!","Oh, there's a butterfly!","Oh, there's a butterfly!",0.9066257476806641,0.9818038268482873,98.18038268482873
91.0,"Дивись, метелик!","Oh, there's a butterfly!","Look, a butterfly!",-0.24657844007015228,0.41871967328727744,41.87196732872774
92.0,Поспішай!,Hurry up.,Hurry!,0.4716716408729553,0.769425335969424,76.9425335969424
93.0,Швидше!,Hurry up.,Hurry up!,0.9056113362312317,0.9813085121256793,98.13085121256793
94.0,Хутчіш!,Hurry up.,Hurry up!,0.9056113362312317,0.9813085121256793,98.13085121256793
95.0,Поквапся!,Hurry up.,Hurry up!,0.9056113362312317,0.9813085121256793,98.13085121256793
96.0,Ворушіться!,Hurry up.,Let's move!,-0.08008171617984772,0.5000163489655929,50.00163489655929
97.0,Хутко!,Hurry up.,Hurry!,0.4716716408729553,0.769425335969424,76.9425335969424
98.0,Швидко!,Hurry up.,Quickly!,-0.6776211261749268,0.2082510428122584,20.82510428122584
99.0,Хутко.,Hurry up.,Come on.,-1.0287117958068848,0.036821217432889644,3.6821217432889646
100.0,Це і не дивно.,It doesn't surprise me.,That's not surprising.,0.3069225549697876,0.6889819933497036,68.89819933497036
101.0,Це мене не дивує.,It doesn't surprise me.,That doesn't surprise me.,0.7373009324073792,0.8991262565638878,89.91262565638878
102.0,Чомусь я більш жвавий вночі.,For some reason I feel more alive at night.,Somehow I'm more alive at night.,0.04364384710788727,0.5604288108849449,56.04288108849449
103.0,Це залежить від контексту.,It depends on the context.,That depends on the context.,0.7392945289611816,0.9000996857622585,90.00996857622584
104.0,Залижить від контексту.,It depends on the context.,It's coming from the context.,-0.4567113518714905,0.31611641010650415,31.611641010650416
105.0,"Це що, такий жарт?",Are you freaking kidding me?!,Is that a joke?,-0.8956971168518066,0.1017693495210066,10.176934952100659
106.0,Це в тебе такі жарти?!,Are you freaking kidding me?!,Are you kidding me?,0.7128815054893494,0.8872027893387108,88.72027893387107
107.0,"Ти що, знущаєшся з мене?!",Are you freaking kidding me?!,Are you kidding me?!,0.8543274402618408,0.9562677175639142,95.62677175639142
108.0,"Ти з мене знущаєшся, чи що?!",Are you freaking kidding me?!,Are you kidding me?,0.7128815054893494,0.8872027893387108,88.72027893387107
109.0,"Це найбільша нісенітниця, яку я коли-небудь казав.",That's the stupidest thing I've ever said.,This is the biggest nonsense I've ever said.,0.30736252665519714,0.6891968218134753,68.91968218134753
110.0,"Я не хочу бути жалюгідним, я хочу бути крутим!",I don't want to be lame; I want to be cool!!,"I don't want to be pathetic, I want to be cool!",0.47146689891815186,0.7693253649915663,76.93253649915664
111.0,"Я не хочу бути жалюгідним, я хочу бути крутим.",I don't want to be lame; I want to be cool!!,"I don't want to be pathetic, I want to be cool.",0.3480527997016907,0.709064984104178,70.9064984104178
112.0,"Я хочу стати королем, як виросту.","When I grow up, I want to be a king.",I want to be a king when I grow up.,0.8928714394569397,0.9750879017014333,97.50879017014333
113.0,"Я хочу стати королем, коли виросту.","When I grow up, I want to be a king.",I want to be a king when I grow up.,0.8928714394569397,0.9750879017014333,97.50879017014333
114.0,"Я мрію стати королем, коли виросту.","When I grow up, I want to be a king.",I want to be a king when I grow up.,0.8928714394569397,0.9750879017014333,97.50879017014333
115.0,"Америка, чудове місце залишатися, якщо ти тут щоб заробити грощі.","America is a lovely place to be, if you are here to earn money.",America is a great place to stay if you're here to make money.,0.52325040102005,0.7946101062014835,79.46101062014836
116.0,Я такий гладкий.,I'm so fat.,I'm so fat.,0.9030036926269531,0.9800352573046335,98.00352573046335
117.0,Я дуже гладкий.,I'm so fat.,I'm very fat.,0.7177315950393677,0.8895709810240823,88.95709810240822
118.0,Ну то що?,So what?,So what?,0.8835726976394653,0.9705475312960092,97.05475312960093
119.0,І що?,So what?,So what?,0.8835726976394653,0.9705475312960092,97.05475312960093
120.0,Ну і що?,So what?,So what?,0.8835726976394653,0.9705475312960092,97.05475312960093
121.0,Ну й що?,So what?,So what?,0.8835726976394653,0.9705475312960092,97.05475312960093
122.0,Я його застрелю.,I'm gonna shoot him.,I'll shoot him.,0.1217154860496521,0.5985494691322798,59.85494691322798
123.0,"Я не справжня риба, я лишень плюшева іграшка.","I'm not a real fish, I'm just a mere plushy.","I'm not a real fish, I'm just a stuffed toy.",0.072818323969841,0.57467406405337,57.467406405336995
124.0,"Я не справжня риба, я лише плюшева іграшка.","I'm not a real fish, I'm just a mere plushy.","I'm not a real fish, I'm just a stuffed toy.",0.072818323969841,0.57467406405337,57.467406405336995
125.0,Я просто кажу!,I'm just saying!,I'm just saying!,0.9145573377609253,0.9856766472335892,98.56766472335892
126.0,"Скоріш за все, це й вплинуло на їхнє рішення.",That was probably what influenced their decision.,"Likely, this affected their decision.",0.5847076773643494,0.8246183378729179,82.4618337872918
127.0,Мені завжди було цікаво як це - мати братів та сестер.,I've always wondered what it'd be like to have siblings.,I've always wondered what it was like to have brothers and sisters.,0.5114794969558716,0.7888626335318317,78.88626335318317
128.0,Я би так і сказав.,This is what I would have said.,That's what I'd say.,0.44107258319854736,0.754484491430901,75.4484491430901
129.0,"Мені знадобиться вічність, щоб все пояснити.",It would take forever for me to explain everything.,I'll need eternity to explain everything.,0.36704543232917786,0.7183386674471097,71.83386674471097
130.0,"Це через те, що ти дівчина.",That's because you're a girl.,It's because you're a girl.,0.7054176926612854,0.8835583742617719,88.35583742617719
131.0,"Це тому, що ти дівчинка.",That's because you're a girl.,That's because you're a girl.,0.8964571952819824,0.9768387471328557,97.68387471328556
132.0,Часом я не в змозі стримати емоцій.,Sometimes I can't help showing emotions.,Sometimes I can't contain my emotions.,0.39686137437820435,0.7328971339091894,73.28971339091895
133.0,"Це і є те слово, для якого я хотів би знайти заміну.",It's a word I'd like to find a substitute for.,That's the word I'd like to substitute for.,0.011436432600021362,0.544702641201221,54.4702641201221
134.0,Я не хочу бути егоїстичним.,I don't intend to be selfish.,I don't want to be selfish.,0.8349982500076294,0.9468297005597094,94.68297005597094
135.0,Не маю наміру бути егоїстом.,I don't intend to be selfish.,I don't intend to be selfish.,0.9188873767852783,0.9877909097248391,98.77909097248391
136.0,Давай розгляднемо найгірший із варіантів.,Let's consider the worst that could happen.,Let's consider the worst possible.,0.7419788241386414,0.9014103678547817,90.14103678547816
137.0,"Давайте розгляднемо найгірший варіант з того, що могло би трапитися.",Let's consider the worst that could happen.,Let's consider the worst that could happen.,0.9167950749397278,0.9867692849109423,98.67692849109423
138.0,Скільки у тебе близьких друзів?,How many close friends do you have?,How many close friends do you have?,0.9054521322250366,0.9812307763231006,98.12307763231006
139.0,Скільки в тебе близьких друзів?,How many close friends do you have?,How many close friends do you have?,0.9054521322250366,0.9812307763231006,98.12307763231006
140.0,"Можливо, я антисоціальний, але це не означає, що я не спілкуюся з людьми.","I may be antisocial, but it doesn't mean I don't talk to people.","I may be antisocial, but that doesn't mean I don't communicate with people.",0.5730414986610413,0.8189220002856813,81.89220002856813
141.0,Так було завжди.,This is always the way it has been.,It's always been this way.,0.5041083097457886,0.7852634454998974,78.52634454998973
142.0,Так завжди було.,This is always the way it has been.,It's always been this way.,0.5041083097457886,0.7852634454998974,78.52634454998973
143.0,"Гадаю, краще поводитись виховано.",I think it is best not to be impolite.,I think it's better to be brought up.,-0.7914541959762573,0.15266886713411756,15.266886713411756
144.0,"Гадаю, краще не бути нечемним.",I think it is best not to be impolite.,I think it's best not to be impolite.,0.8265036344528198,0.9426819672612073,94.26819672612073
145.0,"Гадаю, краще не бути нечемною.",I think it is best not to be impolite.,I think it's best not to be impolite.,0.8265036344528198,0.9426819672612073,94.26819672612073
146.0,Час завжди можна знайти.,One can always find time.,Time is always available.,0.14350825548171997,0.609190397477623,60.919039747762305
147.0,Завжди можна знайти час.,One can always find time.,You can always find time.,0.4929594397544861,0.7798196983396843,77.98196983396844
148.0,"Коли я вчився у школі, я вставав о шостій кожного ранку.","Back in high school, I got up at 6 a.m. every morning.","When I was in school, I got up at six every morning.",0.2972603738307953,0.68426416354472,68.426416354472
149.0,"Коли я вчилася у середній школі, я вставала о шостій кожного ранку.","Back in high school, I got up at 6 a.m. every morning.","When I was in high school, I got up at six every morning.",0.4618380665779114,0.7646238186690024,76.46238186690024
150.0,"Коли я прокинувся, мені було сумно.","When I woke up, I was sad.","When I woke up, I felt sad.",0.6793466806411743,0.8708284744818767,87.08284744818768
151.0,"Я думав, тобі подобається вивчати нові речі.",I thought you liked to learn new things.,I thought you liked learning new things.,0.763218343257904,0.9117811562826652,91.17811562826653
152.0,"Я думала, тобі подобається дізнаватися нового.",I thought you liked to learn new things.,I thought you liked learning new things.,0.763218343257904,0.9117811562826652,91.17811562826653
153.0,Більшість людей робить щоденні нотатки про життя.,Most people write about their daily life.,Most people take notes every day about life.,0.37980592250823975,0.7245693331764066,72.45693331764066
154.0,"Якщо б я міг надіслати тобі зефір, Чанг, я б це зробив.","If I could send you a marshmallow, Trang, I would.","If I could send you a Zafir, Chang, I'd do it.",-0.47693532705307007,0.3062414893702475,30.62414893702475
155.0,"Ти повинен ризикнути, щоб зробити це.","In order to do that, you have to take risks.",You've got to risk doing that.,0.39179468154907227,0.73042317962308,73.042317962308
156.0,"Усі самотні люди самотні через те, що бояться інших.",Every person who is alone is alone because they are afraid of others.,All lonely people are alone because they fear others.,0.4794962406158447,0.7732459153342732,77.32459153342732
157.0,А чому Ви питаєте?,Why do you ask?,Why do you ask?,0.9176347255706787,0.9871792677828725,98.71792677828725
158.0,А чому ти питаєш?,Why do you ask?,Why do you ask?,0.9176347255706787,0.9871792677828725,98.71792677828725
159.0,А нащо ти питаєш?,Why do you ask?,Why do you ask?,0.9176347255706787,0.9871792677828725,98.71792677828725
160.0,Чому ти питаєш?,Why do you ask?,Why do you ask?,0.9176347255706787,0.9871792677828725,98.71792677828725
161.0,Чому ви питаєте?,Why do you ask?,Why do you ask?,0.9176347255706787,0.9871792677828725,98.71792677828725
162.0,Навіщо ви питаєте?,Why do you ask?,Why do you ask?,0.9176347255706787,0.9871792677828725,98.71792677828725
163.0,"Завжди, коли я знаходжу щось, що мені подобається, воно занадто дороге.","Whenever I find something I like, it's too expensive.","Whenever I find something I like, it's too expensive.",0.8884613513946533,0.9729345530316498,97.29345530316498
164.0,Скільки ти там пробув?,How long did you stay?,How long have you been there?,0.167029470205307,0.6206752875118757,62.067528751187574
165.0,Чи довго ви там були?,How long did you stay?,How long have you been there?,0.167029470205307,0.6206752875118757,62.067528751187574
166.0,Може для нього це буде те ж саме.,Maybe it will be exactly the same for him.,Maybe it'll be the same for him.,0.7986207604408264,0.9290673752586295,92.90673752586295
167.0,Невинність - чудова річ.,Innocence is a beautiful thing.,Integrity is a wonderful thing.,0.3656487464904785,0.7176566965770519,71.76566965770519
168.0,Люди не можуть жити вічно.,Humans were never meant to live forever.,Humans cannot live forever.,0.08388535678386688,0.5800778519260725,58.00778519260725
169.0,"Я не хочу змінювати свої погляди, навіть якщо вони дещо екстремальні.","I don't want to lose my ideas, even though some of them are a bit extreme.","I don't want to change my views, even if they're somewhat extreme.",0.32976478338241577,0.7001353493536026,70.01353493536025
170.0,Це інтригує.,That is intriguing.,That's intriguing.,0.7299644351005554,0.8955440068461057,89.55440068461057
171.0,Я не маю облікового запису на цих форумах.,I do not have an account in these forums.,I don't have an account in these forums.,0.8671290874481201,0.9625184793514966,96.25184793514966
172.0,Я не зареєстрований на цих форумах.,I do not have an account in these forums.,I'm not registered in these forums.,0.34650719165802,0.7083102978081589,70.8310297808159
173.0,У мене немає облікового запису на цих форумах.,I do not have an account in these forums.,I don't have an account in these forums.,0.8671290874481201,0.9625184793514966,96.25184793514966
174.0,"Я не знав, звідки це взялося.",I didn't know where it came from.,I didn't know where this came from.,0.8667905330657959,0.9623531707185325,96.23531707185326
175.0,Це не важливо.,This is not important.,It doesn't matter.,-0.13513867557048798,0.47313325080707286,47.31332508070729
176.0,Це неважливо.,This is not important.,It doesn't matter.,-0.13513867557048798,0.47313325080707286,47.31332508070729
177.0,Мені це не подобалось.,I didn't like it.,I didn't like it.,0.9167361259460449,0.9867405014183365,98.67405014183365
178.0,Мені це не сподобалося.,I didn't like it.,I didn't like it.,0.9167361259460449,0.9867405014183365,98.67405014183365
179.0,"Вона питає, як це можливо.",She's asking how that's possible.,She asks how it can be done.,0.43136346340179443,0.7497437425152733,74.97437425152734
180.0,Ти просто тікаєш від життєвих проблем.,You're just running away from life's problems.,You're just running away from life's problems.,0.8852509260177612,0.9713669731744834,97.13669731744834
181.0,"Є проблема, якої ти не розумієш.",There's a problem there that you don't see.,There's a problem that you don't understand.,0.6293061375617981,0.8463947816953984,84.63947816953984
182.0,"Тут є проблема, якої ти не бачиш.",There's a problem there that you don't see.,There's a problem here that you can't see.,0.7410744428634644,0.9009687784378869,90.09687784378869
183.0,Ти це можеш!,You can do it.,You can do it!,0.9133344888687134,0.9850795571079045,98.50795571079045
184.0,Ти зможеш!,You can do it.,You can do it!,0.9133344888687134,0.9850795571079045,98.50795571079045
185.0,Ти подужаєш!,You can do it.,You can do it!,0.9133344888687134,0.9850795571079045,98.50795571079045
186.0,Ви це можете!,You can do it.,You can do it!,0.9133344888687134,0.9850795571079045,98.50795571079045
187.0,Ви зможете!,You can do it.,You can do it!,0.9133344888687134,0.9850795571079045,98.50795571079045
188.0,Ви подужаєте!,You can do it.,You can do it!,0.9133344888687134,0.9850795571079045,98.50795571079045
189.0,У вас вийде.,You can do it.,You can do it.,0.9259486198425293,0.9912387588674403,99.12387588674403
190.0,"Моєму вчителеві фізики байдуже, чи пропущу я заняття.",My physics teacher doesn't care if I skip classes.,My physics teacher doesn't care if I skip classes.,0.8987568616867065,0.9779616234844429,97.7961623484443
191.0,"Моєму викладачу фізики байдуже, чи я пропускаю заняття.",My physics teacher doesn't care if I skip classes.,My physics teacher doesn't care if I skip classes.,0.8987568616867065,0.9779616234844429,97.7961623484443
192.0,Я хотіла б мати можливість поїхати до Японії.,I wish I could go to Japan.,I'd like to be able to go to Japan.,0.2600339949131012,0.6660873443086625,66.60873443086625
193.0,Я хотів би мати можливість поїхати до Японії.,I wish I could go to Japan.,I wish I could go to Japan.,0.925216555595398,0.9908813080522882,99.08813080522883
194.0,"Я не люблю, коли навколо багато людей.",I hate it when there are a lot of people.,I don't like it when there are a lot of people around.,-0.2897382974624634,0.39764566746445545,39.764566746445546
195.0,"Я ненавиджу, коли навколо багато людей.",I hate it when there are a lot of people.,I hate it when there are a lot of people around.,0.8233751058578491,0.941154375795184,94.1154375795184
196.0,Маю піти спати.,I have to go to bed.,I have to go to bed.,0.9126986861228943,0.9847691086593435,98.47691086593436
197.0,Я маю йти спати.,I have to go to bed.,I have to go to bed.,0.9126986861228943,0.9847691086593435,98.47691086593436
198.0,Мені час йти спати.,I have to go to bed.,I have to go to bed.,0.9126986861228943,0.9847691086593435,98.47691086593436
199.0,Я повинен лягати спати.,I have to go to bed.,I have to go to bed.,0.9126986861228943,0.9847691086593435,98.47691086593436
200.0,"Потім я пішов звідти, але зрозумів, що забув сумку.","After that, I left, but then I realized that I forgot my backpack at their house.","Then I left, but I realized I had forgotten my bag.",-0.4324865937232971,0.3279448248677269,32.794482486772694
201.0,Я сьогодні не запитаю тебе більше ні про що.,I won't ask you anything else today.,I won't ask you anything else today.,0.9104253053665161,0.9836590670097171,98.3659067009717
202.0,Наступного тижня очікуються заморозки.,It may freeze next week.,Next week freezes are expected.,0.284917950630188,0.6782376306942276,67.82376306942275
203.0,"Хоч він і вибачився, я все ще розлючений.","Even though he apologized, I'm still furious.","Even though he apologized, I'm still mad.",0.22458024322986603,0.6487760598291523,64.87760598291523
204.0,"Хоч він і вибачився, я все ще розлючена.","Even though he apologized, I'm still furious.","Even though he apologized, I'm still mad.",0.22458024322986603,0.6487760598291523,64.87760598291523
