Unnamed: 0,UK,EN,TRANSLATION,BLEURT_Score
75.0,"Остання людина, кому я розповів про свою ідею, вирішив, що я божевільний.",The last person I told my idea to thought I was nuts.,"The last person I told about my idea, decided that I was divine.",0.107153981924057
76.0,"Остання особа, кому я розповіла про свою ідею, вирішила, що я божевільна.",The last person I told my idea to thought I was nuts.,"The last person I told about my idea, decided that I was divine.",0.107153981924057
77.0,"На жаль, це правда.",It is unfortunately true.,"Unfortunately, that's true.",0.5602850914001465
78.0,"На жаль, це так.",It is unfortunately true.,"Unfortunately, that's the way it is.",0.3898249566555023
79.0,Вони занадто зайняті взаємною боротьбою щоб перейматися спільними ідеалами.,They are too busy fighting against each other to care for common ideals.,They're too busy fighting to be idealists.,-0.15574108064174652
80.0,Більшість людей вважає мене божевільним.,Most people think I'm crazy.,Most people think I'm divine.,-0.056702449917793274
81.0,Більшість людей вважає мене божевільною.,Most people think I'm crazy.,Most people think I'm divine.,-0.056702449917793274
82.0,"Ні, не я, а ти!",No I'm not; you are!,"No, not me, but you!",-0.6116929650306702
83.0,Він б'є мене ногами!,He's kicking me!,He's going to be me!,-0.10676832497119904
84.0,Ти впевнена?,Are you sure?,Are you in the bathroom?,-0.8918659687042236
85.0,Ти впевнений?,Are you sure?,Are you sure?,0.9245322942733765
86.0,Ви впевнені?,Are you sure?,Are you sure?,0.9245322942733765
87.0,Ти певен?,Are you sure?,Are you singing?,-0.8163869380950928
88.0,Ти певна?,Are you sure?,You sing?,-1.0949068069458008
89.0,Тоді ми маємо проблему...,Then there is a problem...,Then we have a problem...,0.5455965399742126
90.0,"О, тут метелик!","Oh, there's a butterfly!","Oh, there's a meteor!",-0.8909178972244263
91.0,"Дивись, метелик!","Oh, there's a butterfly!","Divis, the meteor!",-1.3404674530029297
92.0,Поспішай!,Hurry up.,Hurry up!,0.9056113362312317
93.0,Швидше!,Hurry up.,Shut up!,-0.7972768545150757
94.0,Хутчіш!,Hurry up.,Hurry up!,0.9056113362312317
95.0,Поквапся!,Hurry up.,Get up!,-0.49049973487854004
96.0,Ворушіться!,Hurry up.,To be!,-1.1164041757583618
97.0,Хутко!,Hurry up.,Quickly!,-0.6776211261749268
98.0,Швидко!,Hurry up.,Shvidko!,-1.3924775123596191
99.0,Хутко.,Hurry up.,It's hot.,-1.1752233505249023
100.0,Це і не дивно.,It doesn't surprise me.,It's not weird.,-0.9460010528564453
101.0,Це мене не дивує.,It doesn't surprise me.,It doesn't surprise me.,0.9277820587158203
102.0,Чомусь я більш жвавий вночі.,For some reason I feel more alive at night.,Why am I more important?,-0.7992342710494995
103.0,Це залежить від контексту.,It depends on the context.,It depends on the context.,0.9168750047683716
104.0,Залижить від контексту.,It depends on the context.,To put it in context.,-0.09036926925182343
105.0,"Це що, такий жарт?",Are you freaking kidding me?!,"What, this joke?",-1.0862243175506592
106.0,Це в тебе такі жарти?!,Are you freaking kidding me?!,Are you such a freak?,-0.5514850616455078
107.0,"Ти що, знущаєшся з мене?!",Are you freaking kidding me?!,What are you talking about?,-1.0184853076934814
108.0,"Ти з мене знущаєшся, чи що?!",Are you freaking kidding me?!,"You're staring at me, aren't you?",-0.7052404880523682
109.0,"Це найбільша нісенітниця, яку я коли-небудь казав.",That's the stupidest thing I've ever said.,This is the biggest nonsense I've ever heard.,-0.13870184123516083
110.0,"Я не хочу бути жалюгідним, я хочу бути крутим!",I don't want to be lame; I want to be cool!!,"I don't want to be rude, I want to be cool!",0.6215836405754089
111.0,"Я не хочу бути жалюгідним, я хочу бути крутим.",I don't want to be lame; I want to be cool!!,"I don't want to be rude, I want to be cool.",0.4484986662864685
112.0,"Я хочу стати королем, як виросту.","When I grow up, I want to be a king.","I want to be king, like a thief.",-0.13162390887737274
113.0,"Я хочу стати королем, коли виросту.","When I grow up, I want to be a king.","I want to be king, Kolya.",-0.6318950057029724
114.0,"Я мрію стати королем, коли виросту.","When I grow up, I want to be a king.","I wish I was a king, when I grow up.",0.6845054626464844
115.0,"Америка, чудове місце залишатися, якщо ти тут щоб заробити грощі.","America is a lovely place to be, if you are here to earn money.","America, a great place to stay, if you want to make money.",0.4230021834373474
116.0,Я такий гладкий.,I'm so fat.,I am so smooth.,-0.9598493576049805
117.0,Я дуже гладкий.,I'm so fat.,I'm very smooth.,-0.8612308502197266
118.0,Ну то що?,So what?,What's that?,0.47950249910354614
119.0,І що?,So what?,And what?,0.6467849016189575
120.0,Ну і що?,So what?,And what?,0.6467849016189575
121.0,Ну й що?,So what?,What?,0.4623812437057495
122.0,Я його застрелю.,I'm gonna shoot him.,I'll shoot him.,0.1217154860496521
123.0,"Я не справжня риба, я лишень плюшева іграшка.","I'm not a real fish, I'm just a mere plushy.","I'm not a fish, I'm a lizard.",-0.7090628147125244
124.0,"Я не справжня риба, я лише плюшева іграшка.","I'm not a real fish, I'm just a mere plushy.","I'm not a fish, I'm just a toy.",-0.367153525352478
125.0,Я просто кажу!,I'm just saying!,I just say!,0.36867034435272217
126.0,"Скоріш за все, це й вплинуло на їхнє рішення.",That was probably what influenced their decision.,It's all about their decisions.,-0.4927797317504883
127.0,Мені завжди було цікаво як це - мати братів та сестер.,I've always wondered what it'd be like to have siblings.,I've always been interested in how to be a sister.,0.07964679598808289
128.0,Я би так і сказав.,This is what I would have said.,I would say so.,-0.15847323834896088
129.0,"Мені знадобиться вічність, щоб все пояснити.",It would take forever for me to explain everything.,I need to know how to explain everything.,0.16194114089012146
130.0,"Це через те, що ти дівчина.",That's because you're a girl.,"That's through you, girl.",-0.29764997959136963
131.0,"Це тому, що ти дівчинка.",That's because you're a girl.,That's why you're a girl.,0.5611770153045654
132.0,Часом я не в змозі стримати емоцій.,Sometimes I can't help showing emotions.,Sometimes I can't shake my emotions.,-0.032755881547927856
133.0,"Це і є те слово, для якого я хотів би знайти заміну.",It's a word I'd like to find a substitute for.,That's what I wanted to find.,-1.0501384735107422
134.0,Я не хочу бути егоїстичним.,I don't intend to be selfish.,I don't want to be his.,-0.5840145349502563
135.0,Не маю наміру бути егоїстом.,I don't intend to be selfish.,I don't want to be his.,-0.5840145349502563
136.0,Давай розгляднемо найгірший із варіантів.,Let's consider the worst that could happen.,Let's look at the worst options.,0.40349507331848145
137.0,"Давайте розгляднемо найгірший варіант з того, що могло би трапитися.",Let's consider the worst that could happen.,Let's look at the worst possible option.,0.536553144454956
138.0,Скільки у тебе близьких друзів?,How many close friends do you have?,How many close friends do you have?,0.9054521322250366
139.0,Скільки в тебе близьких друзів?,How many close friends do you have?,How many close friends do you have?,0.9054521322250366
140.0,"Можливо, я антисоціальний, але це не означає, що я не спілкуюся з людьми.","I may be antisocial, but it doesn't mean I don't talk to people.","Maybe I'm anti-social, but that doesn't mean I don't communicate with people.",0.32964983582496643
141.0,Так було завжди.,This is always the way it has been.,It was always like that.,0.05453464388847351
142.0,Так завжди було.,This is always the way it has been.,It was always like that.,0.05453464388847351
143.0,"Гадаю, краще поводитись виховано.",I think it is best not to be impolite.,"I'm sorry, I'm better off with you.",-1.0441269874572754
144.0,"Гадаю, краще не бути нечемним.",I think it is best not to be impolite.,"I'm sorry, I'm not being rude.",-0.9980354309082031
145.0,"Гадаю, краще не бути нечемною.",I think it is best not to be impolite.,"I'm sorry, I'm not being rude.",-0.9980354309082031
146.0,Час завжди можна знайти.,One can always find time.,You can always find it.,-0.1645449846982956
147.0,Завжди можна знайти час.,One can always find time.,You can find the clock tomorrow.,-0.2788488268852234
148.0,"Коли я вчився у школі, я вставав о шостій кожного ранку.","Back in high school, I got up at 6 a.m. every morning.","When I was in school, I got up at six in the morning.",0.10122716426849365
149.0,"Коли я вчилася у середній школі, я вставала о шостій кожного ранку.","Back in high school, I got up at 6 a.m. every morning.","When I was in high school, I got up at six in the morning.",0.2934788465499878
150.0,"Коли я прокинувся, мені було сумно.","When I woke up, I was sad.","I was shaken, I was sad.",0.24404311180114746
151.0,"Я думав, тобі подобається вивчати нові речі.",I thought you liked to learn new things.,I thought you liked to learn new things.,0.9087862968444824
152.0,"Я думала, тобі подобається дізнаватися нового.",I thought you liked to learn new things.,I thought you liked to learn something new.,0.6705083250999451
153.0,Більшість людей робить щоденні нотатки про життя.,Most people write about their daily life.,Most people do everyday things for a living.,0.1513107717037201
154.0,"Якщо б я міг надіслати тобі зефір, Чанг, я б це зробив.","If I could send you a marshmallow, Trang, I would.","If I could send you a letter, Chang, I would.",-0.2734072804450989
155.0,"Ти повинен ризикнути, щоб зробити це.","In order to do that, you have to take risks.",You have to risk it to do that.,0.4584043025970459
156.0,"Усі самотні люди самотні через те, що бояться інших.",Every person who is alone is alone because they are afraid of others.,"Selfish people are selfish through you, that fear others.",-0.21456776559352875
157.0,А чому Ви питаєте?,Why do you ask?,Why do you eat?,-0.7803528308868408
158.0,А чому ти питаєш?,Why do you ask?,Why do you eat?,-0.7803528308868408
159.0,А нащо ти питаєш?,Why do you ask?,Do you eat?,-1.1928586959838867
160.0,Чому ти питаєш?,Why do you ask?,Why do you eat?,-0.7803528308868408
161.0,Чому ви питаєте?,Why do you ask?,Why do you eat?,-0.7803528308868408
162.0,Навіщо ви питаєте?,Why do you ask?,Do you eat?,-1.1928586959838867
163.0,"Завжди, коли я знаходжу щось, що мені подобається, воно занадто дороге.","Whenever I find something I like, it's too expensive.","Every time I find something, I like it, it's too expensive.",0.6913008689880371
164.0,Скільки ти там пробув?,How long did you stay?,How many did you try?,-0.5426725149154663
165.0,Чи довго ви там були?,How long did you stay?,Have you been there long?,-0.770418643951416
166.0,Може для нього це буде те ж саме.,Maybe it will be exactly the same for him.,It could be the same for him.,0.45501238107681274
167.0,Невинність - чудова річ.,Innocence is a beautiful thing.,Nevinity is a wonderful thing.,-0.5515061616897583
168.0,Люди не можуть жити вічно.,Humans were never meant to live forever.,People can't live.,-0.06875848770141602
169.0,"Я не хочу змінювати свої погляди, навіть якщо вони дещо екстремальні.","I don't want to lose my ideas, even though some of them are a bit extreme.","I don't want to change my outlook, even if they're extreme.",0.08909489214420319
170.0,Це інтригує.,That is intriguing.,It's intriguing.,0.6087214946746826
171.0,Я не маю облікового запису на цих форумах.,I do not have an account in these forums.,I don't have a record of these forums.,0.4450887441635132
172.0,Я не зареєстрований на цих форумах.,I do not have an account in these forums.,I'm not registered on these forums.,0.32827797532081604
173.0,У мене немає облікового запису на цих форумах.,I do not have an account in these forums.,I don't have a record of these forums.,0.4450887441635132
174.0,"Я не знав, звідки це взялося.",I didn't know where it came from.,I didn't know where it came from.,0.9103009700775146
175.0,Це не важливо.,This is not important.,It's not important.,0.7740674018859863
176.0,Це неважливо.,This is not important.,It's not important.,0.7740674018859863
177.0,Мені це не подобалось.,I didn't like it.,I didn't like it.,0.9167361259460449
178.0,Мені це не сподобалося.,I didn't like it.,I didn't like it.,0.9167361259460449
179.0,"Вона питає, як це можливо.",She's asking how that's possible.,"She feeds, as it is possible.",0.13901230692863464
180.0,Ти просто тікаєш від життєвих проблем.,You're just running away from life's problems.,You just have to deal with life's problems.,0.27440205216407776
181.0,"Є проблема, якої ти не розумієш.",There's a problem there that you don't see.,There's a problem you don't understand.,0.6024851202964783
182.0,"Тут є проблема, якої ти не бачиш.",There's a problem there that you don't see.,There's a problem you don't see.,0.747320294380188
183.0,Ти це можеш!,You can do it.,You can do that!,0.6366994976997375
184.0,Ти зможеш!,You can do it.,You can!,0.15014150738716125
185.0,Ти подужаєш!,You can do it.,You're going to die!,-0.9489319324493408
186.0,Ви це можете!,You can do it.,You can do this!,0.7821802496910095
187.0,Ви зможете!,You can do it.,You can!,0.15014150738716125
188.0,Ви подужаєте!,You can do it.,You're going to die!,-0.9489319324493408
189.0,У вас вийде.,You can do it.,You will see.,-0.48079198598861694
190.0,"Моєму вчителеві фізики байдуже, чи пропущу я заняття.",My physics teacher doesn't care if I skip classes.,"My physics teacher is a failure, I miss him.",-0.7712447643280029
191.0,"Моєму викладачу фізики байдуже, чи я пропускаю заняття.",My physics teacher doesn't care if I skip classes.,"My physics teacher is a badass, so I'm missing out.",-0.7847830057144165
192.0,Я хотіла б мати можливість поїхати до Японії.,I wish I could go to Japan.,I wanted to have the opportunity to go to Japan.,0.6860632300376892
193.0,Я хотів би мати можливість поїхати до Японії.,I wish I could go to Japan.,I wanted to have the opportunity to go to Japan.,0.6860632300376892
194.0,"Я не люблю, коли навколо багато людей.",I hate it when there are a lot of people.,I don't like people around me.,-1.0045514106750488
195.0,"Я ненавиджу, коли навколо багато людей.",I hate it when there are a lot of people.,I don't see many people around.,-0.8749740123748779
196.0,Маю піти спати.,I have to go to bed.,I drink to sleep.,-0.7514927983283997
197.0,Я маю йти спати.,I have to go to bed.,I'm going to sleep.,0.6105618476867676
198.0,Мені час йти спати.,I have to go to bed.,I need to go to bed.,0.7551625967025757
199.0,Я повинен лягати спати.,I have to go to bed.,I have to lie down.,-0.3999539017677307
200.0,"Потім я пішов звідти, але зрозумів, що забув сумку.","After that, I left, but then I realized that I forgot my backpack at their house.","Then I wrote a note, but I forgot a note.",-0.9464328289031982
201.0,Я сьогодні не запитаю тебе більше ні про що.,I won't ask you anything else today.,I won't ask you anything today.,0.8101513981819153
202.0,Наступного тижня очікуються заморозки.,It may freeze next week.,The next week is expected to be cold.,0.2833239436149597
203.0,"Хоч він і вибачився, я все ще розлючений.","Even though he apologized, I'm still furious.","Although he was angry, I was still angry.",0.3156201243400574
204.0,"Хоч він і вибачився, я все ще розлючена.","Even though he apologized, I'm still furious.","Although he was and I was, I'll be all right.",-0.947045087814331
205.0,"Дякую, що ви мені нарешті пояснили, чому мене приймають за ідіота.",Thanks for having explained to me at last why people take me for an idiot.,I'm the one who finally explained to me why I'm accepting the idea.,-0.5818982124328613
206.0,Я не мав такого наміру.,That wasn't my intention.,I didn't mean that.,-0.6820905804634094
207.0,Я не мала такого наміру.,That wasn't my intention.,I don't have that intention.,0.5668405294418335
208.0,Дякую за пояснення.,Thanks for your explanation.,I'll give you a hint.,-0.6059622764587402
209.0,"Теоретично, я займаюся математикою.","Theoretically, I'm doing math.","Theoretically, I do math.",0.39818698167800903
210.0,"Якщо ти не знав мене з цього боку, ти взагалі мене не знав.",If you didn't know me that way then you simply didn't know me.,"If you don't know me from this side, you don't know me at all.",0.02994847297668457
211.0,"Якщо ви не знали мене з цього боку, ви взагалі мене не знали.",If you didn't know me that way then you simply didn't know me.,"If you didn't know me from this side, you didn't know me at all.",0.3583828806877136
212.0,"Я не знаю, що ти маєш на увазі.",I don't know what you mean.,I don't know what you mean.,0.913296639919281
213.0,Ти хотів розказати мені про свободу?,You wanted to tell me about freedom?,Did you want to talk to me about freedom?,0.6635910868644714
214.0,Ти хотів мені розказати про свободу?,You wanted to tell me about freedom?,Did you want me to talk about freedom?,0.6514838337898254
215.0,"Гм, а тепер це дійсно дивно...","Uh, now it's really weird...","Well, now it's really weird...",0.37073951959609985
216.0,"Якби я хотів тебе налякати, я би розповів тобі, що мені снилося кілька тижнів тому.","If I wanted to scare you, I would tell you what I dreamt about a few weeks ago.","If I wanted to tell you, I'd tell you, that I've had a few days.",-0.5013691782951355
217.0,"Є багато слів, яких я не розумію.",There are many words that I don't understand.,There are many I don't understand.,0.39531534910202026
218.0,Мені потрібно поставити тобі дурне питання.,I need to ask you a silly question.,I need to ask you a few questions.,0.08345404267311096
219.0,Чи можна це перефразувати якось інакше?,Can it be phrased in another way?,Can it be interpreted differently?,-0.2940068244934082
220.0,Ніхто не дізнається.,No one will know.,No one learns.,0.4105857014656067
221.0,"Я знайшов рішення, але я зробив це так швидко, що воно не може бути вірним.","I found a solution, but I found it so fast that it can't be the right solution.","I found a solution, but I did it so quickly, that it can't be true.",0.47090405225753784
222.0,Це здається мені цікавим.,It seems interesting to me.,I think that's interesting.,0.17728032171726227
223.0,"Це не так просто, за винятком оцього.","Except that here, it's not so simple.","It's not that simple, except for that.",0.6520107388496399
224.0,Мені подобається світло свічок.,I like candlelight.,I like lightning.,-0.8675097227096558
225.0,Що ти відповів?,What did you answer?,What did you say?,0.1615803837776184
226.0,Що ти відповіла?,What did you answer?,What did you say?,0.1615803837776184
227.0,Що ви відповіли?,What did you answer?,What did you answer?,0.9125286936759949
228.0,"Ні, це не мій новий хлопець.","No, he's not my new boyfriend.","No, it's not my new guy.",-0.40848278999328613
229.0,Ти ніколи не займався чи що?,You never have class or what?!,You never took care of anything?,-0.6703556180000305
230.0,У чому проблема?,Where is the problem?,Why the problem?,-0.8263899683952332
231.0,Я можу тільки чекати.,I can only wait.,I can only wait.,0.9325865507125854
232.0,Я можу лише чекати.,I can only wait.,I can only wait.,0.9325865507125854
233.0,"Це зовсім не дивно, чи не так?","It's not much of a surprise, is it?","It's not weird, is it?",-0.7375586032867432
234.0,Я люблю тебе.,I love you.,I love you.,0.9240667819976807
235.0,Я кохаю тебе.,I love you.,I love you.,0.9240667819976807
236.0,Я тебе кохаю.,I love you.,I love you.,0.9240667819976807
237.0,Я кохаю тебе!,I love you.,I love you!,0.9298243522644043
238.0,Я тебе люблю.,I love you.,I love you.,0.9240667819976807
239.0,Я люблю вaс.,I love you.,I love you.,0.9240667819976807
240.0,Я вaс кохаю.,I love you.,I was cooking.,-1.1137874126434326
241.0,Я кохаю вaс.,I love you.,I am in the kitchen.,-1.0255932807922363
242.0,Я вaс люблю.,I love you.,I loved it.,0.2827422320842743
243.0,Я вас люблю.,I love you.,I love you.,0.9240667819976807
244.0,Я вас кохаю.,I love you.,I love you.,0.9240667819976807
245.0,Ти мені вже не подобаєшся.,I don't like you anymore.,You don't like me anymore.,0.8863729238510132
246.0,Ти мені більше не подобаєшся.,I don't like you anymore.,You don't like me anymore.,0.8863729238510132
247.0,Мені цікаво.,I am curious.,I'm curious.,0.8159491419792175
248.0,Хочу знати.,I am curious.,I want to know.,0.16151520609855652
249.0,Хочу дізнатися.,I am curious.,I want to know.,0.16151520609855652
250.0,Я допитливий.,I am curious.,I'm a whistle.,-0.9352724552154541
251.0,Вітаю!,Congratulations!,I'll see you!,-1.120408296585083
252.0,Вiтаємо.,Congratulations!,We are going.,-1.0013123750686646
253.0,Поздоровляю!,Congratulations!,I'm going to get better!,-1.16914701461792
254.0,Мої привітання!,Congratulations!,My welcome!,0.586249589920044
255.0,Вітаємо!,Congratulations!,We are here!,-1.0658695697784424
256.0,Вітаю.,Congratulations!,I'll see.,-1.1248536109924316
257.0,Не хочу чекати так довго.,I don't want to wait that long.,I don't want to wait that long.,0.911360502243042
258.0,Я не хочу так довго чекати.,I don't want to wait that long.,I don't want to wait that long.,0.911360502243042
259.0,Чого ти до нас приходиш?,Why don't you come visit us?,What do you come to us for?,-0.7722691893577576
260.0,Але ймовірність невелика.,But the possibility seems unlikely.,But the unfortunate one.,-0.40216416120529175
261.0,Мені не слід було виходити з системи.,I shouldn't have logged off.,I shouldn't have come from the system.,-0.3416740894317627
262.0,"Я не знаю, що ще можна зробити.",I don't know what to do anymore.,I don't know what else to do.,0.768962025642395
263.0,"Я не знаю більше, що робити.",I don't know what to do anymore.,I don't know what to do.,0.7002230286598206
264.0,"Я більш не знаю, що мені робить.",I don't know what to do anymore.,"I don't know, I do.",0.3472328186035156
265.0,"Я неодмінно колись поїду у Францію, але ще не знаю, коли саме.","It is inevitable that I go to France someday, I just don't know when.","I don't want to go to France, but I don't know when.",-0.30959469079971313
266.0,Я не люблю хімію.,I hate chemistry.,I don't like chemistry.,-0.7045760154724121
267.0,Я ненавиджу хімію.,I hate chemistry.,I don't like chemistry.,-0.7045760154724121
268.0,"Я не бажав, щоб так трапилось.",I didn't want this to happen.,I didn't want to get caught like that.,0.5254988670349121
269.0,Які в мене є ще варіанти?,What other options do I have?,Which ones are there?,-1.178642749786377
270.0,Я - невеликий мандрiвник.,I am not much of a traveller.,I'm a small businessman.,-0.9966479539871216
271.0,Я не занадто сильно люблю подорожувати.,I am not much of a traveller.,I don't like to travel too much.,0.15933194756507874
272.0,Мені більше нема чим зайнятися.,I have nothing better to do.,I don't have much to do.,0.43340152502059937
273.0,Я теж не можу це пояснити.,I can't explain it either.,I can't explain it either.,0.9259633421897888
274.0,Я теж не знаходжу пояснення цьому.,I can't explain it either.,I don't know about that either.,0.14356279373168945
275.0,Кожен має сильні та слабкі сторони.,Everyone has strengths and weaknesses.,Everyone has a weak side.,-0.8668727874755859
276.0,"Це лише показує, що ти не робот.",It only shows you're not a robot.,It just shows that you're not a robot.,0.8576254844665527
277.0,Як я можу бути роботом? Роботи не бачать снів.,How could I be a robot? Robots don't dream.,How can I be a robot?,-0.6173627376556396
